,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Kevin Durant,Oklahoma City Thunder,82.0,40.5,2.4,0.514,3239.0,26.2,0.607,16.1,7.1,7.5,0.6098,82.0,0.495,1.0,2010
1,LeBron James,Cleveland Cavaliers,76.0,45.6,2.6,0.545,2966.0,31.1,0.604,18.5,11.8,10.3,0.7439,82.0,0.98,0.9268,2010
2,Carmelo Anthony,Denver Nuggets,69.0,38.0,1.7,0.478,2634.0,22.2,0.548,7.9,2.3,2.9,0.6463,82.0,0.053,0.8415,2010
3,Kobe Bryant,Los Angeles Lakers,73.0,37.4,1.8,0.488,2835.0,21.9,0.545,9.4,4.1,4.4,0.6951,82.0,0.487,0.8902,2010
4,Dwyane Wade,Miami Heat,77.0,37.9,2.9,0.5,2792.0,28.0,0.562,13.0,9.2,7.9,0.5732,82.0,0.097,0.939,2010
5,Monta Ellis,Golden State Warriors,64.0,34.8,2.6,0.476,2647.0,16.7,0.517,1.3,-1.4,0.4,0.3171,82.0,0,0.7805,2010
6,Dirk Nowitzki,Dallas Mavericks,81.0,35.4,1.9,0.498,3039.0,22.9,0.578,12.3,4.2,4.7,0.6707,82.0,0.045,0.9878,2010
7,Danny Granger,Indiana Pacers,62.0,32.4,2.3,0.498,2278.0,19.8,0.564,6.2,3.1,2.9,0.3902,82.0,0,0.7561,2010
8,Chris Bosh,Toronto Raptors,70.0,37.2,1.6,0.522,2526.0,25.0,0.592,9.6,3.6,3.6,0.4878,82.0,0.001,0.8537,2010
9,Amar'e Stoudemire,Phoenix Suns,82.0,33.0,1.6,0.557,2838.0,22.6,0.615,10.7,1.0,2.2,0.6585,82.0,0.004,1.0,2010
11,Brandon Roy,Portland Trail Blazers,65.0,30.6,1.1,0.508,2419.0,21.3,0.568,9.1,4.7,4.1,0.6098,82.0,0,0.7927,2010
12,Joe Johnson,Atlanta Hawks,76.0,30.8,1.2,0.505,2886.0,19.3,0.538,8.4,2.7,3.4,0.6463,82.0,0.001,0.9268,2010
13,Zach Randolph,Memphis Grizzlies,81.0,34.3,1.4,0.494,3051.0,21.2,0.546,9.7,1.3,2.5,0.4878,82.0,0,0.9878,2010
14,Derrick Rose,Chicago Bulls,78.0,30.6,1.0,0.495,2871.0,18.6,0.532,6.0,1.7,2.7,0.5,82.0,0,0.9512,2010
16,Stephen Jackson,Charlotte Bobcats,81.0,29.3,2.1,0.469,3129.0,15.6,0.518,5.0,0.4,1.9,0.5366,82.0,0,0.9878,2010
17,David Lee,New York Knicks,81.0,35.5,1.5,0.545,3019.0,22.2,0.584,10.3,2.5,3.5,0.3537,82.0,0,0.9878,2010
18,Tyreke Evans,Sacramento Kings,72.0,31.2,1.9,0.473,2677.0,18.2,0.529,5.4,1.3,2.2,0.3049,82.0,0,0.878,2010
19,Corey Maggette,Golden State Warriors,70.0,27.6,0.8,0.523,2081.0,20.3,0.615,6.3,0.3,1.2,0.3171,82.0,0,0.8537,2010
20,Aaron Brooks,Houston Rockets,82.0,27.5,1.0,0.511,2919.0,16.0,0.549,5.5,0.7,1.9,0.5122,82.0,0,1.0,2010
21,Rudy Gay,Memphis Grizzlies,80.0,27.4,2.3,0.491,3175.0,16.2,0.535,6.4,0.5,2.0,0.4878,82.0,0,0.9756,2010
22,Chauncey Billups,Denver Nuggets,73.0,28.2,1.2,0.499,2490.0,20.2,0.601,9.5,3.7,3.6,0.6463,82.0,0.001,0.8902,2010
23,Carlos Boozer,Utah Jazz,78.0,33.9,1.6,0.562,2673.0,21.3,0.599,9.9,3.4,3.7,0.6463,82.0,0,0.9512,2010
24,David West,New Orleans Hornets,81.0,29.5,1.6,0.508,2949.0,18.9,0.56,7.5,0.8,2.1,0.4512,82.0,0,0.9878,2010
25,Brook Lopez,New Jersey Nets,82.0,29.7,2.4,0.499,3027.0,20.1,0.57,7.9,1.2,2.5,0.1463,82.0,0,1.0,2010
26,Antawn Jamison,Cleveland Cavaliers,66.0,28.4,1.4,0.502,2406.0,17.3,0.529,5.8,0.2,1.3,0.7439,82.0,0,0.8049,2010
