,PLAYER_NAME,TEAM_ABBREVIATION,PIE
93,DJ Stephens,MIL,0.224
265,Kevin Durant,OKC,0.206
287,LeBron James,MIA,0.2
267,Kevin Love,MIN,0.191
112,DeMarcus Cousins,SAC,0.182
82,Chris Paul,LAC,0.179
6,Al Jefferson,CHA,0.17
426,Stephen Curry,GSW,0.164
31,Anthony Davis,NOP,0.164
447,Tony Mitchell,MIL,0.163
48,Blake Griffin,LAC,0.162
65,Carmelo Anthony,NYK,0.162
402,Russell Westbrook,OKC,0.161
126,Dirk Nowitzki,DAL,0.161
109,DeAndre Liggins,MIA,0.161
363,Paul George,IND,0.157
197,James Harden,HOU,0.156
228,Joakim Noah,CHI,0.156
281,LaMarcus Aldridge,POR,0.155
440,Tim Duncan,SAS,0.154
58,Brook Lopez,BKN,0.153
5,Al Horford,ATL,0.153
134,Dwight Howard,HOU,0.146
135,Dwyane Wade,MIA,0.144
145,Eric Bledsoe,PHX,0.141
107,David West,IND,0.139
277,Kyle Lowry,TOR,0.138
88,Cole Aldrich,NYK,0.137
51,Brandan Wright,DAL,0.137
184,Isaiah Thomas,SAC,0.136
362,Pau Gasol,LAL,0.136
237,John Wall,WAS,0.135
19,Andre Drummond,DET,0.135
364,Paul Millsap,ATL,0.135
106,David Lee,GSW,0.134
164,Goran Dragic,PHX,0.134
348,Nikola Vučević,ORL,0.134
275,Kris Humphries,BOS,0.132
300,Manu Ginobili,SAS,0.132
255,Kawhi Leonard,SAS,0.132
302,Marc Gasol,MEM,0.131
17,Anderson Varejao,CLE,0.131
280,Kyrie Irving,CLE,0.13
324,Mike Conley,MEM,0.13
459,Ty Lawson,DEN,0.13
448,Tony Parker,SAS,0.129
244,Jordan Hill,LAL,0.129
480,Zach Randolph,MEM,0.128
462,Tyreke Evans,NOP,0.128
111,DeMar DeRozan,TOR,0.128
132,Drew Gooden,WAS,0.127
282,Lance Stephenson,IND,0.127
261,Kenneth Faried,DEN,0.126
77,Chris Bosh,MIA,0.126
203,Jannero Pargo,CHA,0.125
347,Nikola Pekovic,MIN,0.125
303,Marcin Gortat,WAS,0.125
400,Rudy Gay,SAC,0.124
373,Rajon Rondo,BOS,0.124
18,Andray Blatche,BKN,0.124
410,Serge Ibaka,OKC,0.124
178,Hilton Armstrong,GSW,0.123
25,Andrew Bogut,GSW,0.123
258,Kemba Walker,CHA,0.123
308,Markieff Morris,PHX,0.122
434,Terrence Jones,HOU,0.122
266,Kevin Garnett,BKN,0.122
81,Chris Kaman,LAL,0.121
108,DeAndre Jordan,LAC,0.121
