,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
24,Al Jefferson,Utah Jazz,78.0,17.8,2.1,9.2,2.1,0.495,2578.0,20.9,0.522,25.3,7.7,2.4,2.8,0.5244,82.0,0,0.9512,2013
25,Jrue Holiday,Philadelphia 76ers,78.0,17.7,8.0,4.2,2.0,0.466,2926.0,16.7,0.496,26.6,3.3,0.5,1.9,0.4146,82.0,0,0.9512,2013
26,Kemba Walker,Charlotte Bobcats,82.0,17.7,5.7,3.5,2.4,0.466,2859.0,18.8,0.517,25.6,4.8,1.4,2.4,0.2561,82.0,0,1.0,2013
27,Brandon Jennings,Milwaukee Bucks,80.0,17.5,6.5,3.1,1.7,0.468,2897.0,16.1,0.51,23.7,5.8,1.1,2.2,0.4634,82.0,0,0.9756,2013
28,Josh Smith,Atlanta Hawks,76.0,17.5,4.2,8.4,3.0,0.491,2683.0,17.7,0.501,26.7,4.2,1.8,2.5,0.5366,82.0,0,0.9268,2013
29,Paul George,Indiana Pacers,79.0,17.4,4.1,7.6,2.4,0.491,2972.0,16.8,0.531,23.5,9.0,3.8,4.4,0.6049,81.0,0,0.9753,2013
30,Al Horford,Atlanta Hawks,74.0,17.4,3.2,10.2,2.2,0.545,2756.0,19.8,0.56,21.8,8.8,1.9,2.7,0.5366,82.0,0,0.9024,2013
32,DeMarcus Cousins,Sacramento Kings,75.0,17.1,2.7,9.9,2.1,0.467,2289.0,20.2,0.524,28.1,4.4,0.2,1.2,0.3415,82.0,0,0.9146,2013
33,Dwight Howard,Los Angeles Lakers,76.0,17.1,1.4,12.4,3.5,0.579,2722.0,19.4,0.573,22.2,7.6,0.6,1.8,0.5488,82.0,0,0.9268,2013
34,David West,Indiana Pacers,73.0,17.1,2.9,7.7,1.9,0.5,2435.0,20.1,0.545,24.4,9.1,4.0,3.7,0.6049,81.0,0,0.9012,2013
36,Chris Paul,Los Angeles Clippers,70.0,16.9,9.7,3.7,2.5,0.526,2335.0,26.4,0.594,22.6,13.9,8.8,6.4,0.6829,82.0,0.239,0.8537,2013
37,Ty Lawson,Denver Nuggets,73.0,16.7,6.9,2.7,1.6,0.505,2513.0,17.9,0.549,22.3,7.4,2.0,2.5,0.6951,82.0,0.001,0.8902,2013
38,Chris Bosh,Miami Heat,74.0,16.6,1.7,6.8,2.3,0.546,2454.0,20.0,0.592,22.7,9.0,1.3,2.1,0.8049,82.0,0,0.9024,2013
39,Klay Thompson,Golden State Warriors,82.0,16.6,2.2,3.7,1.5,0.509,2936.0,12.7,0.533,21.8,4.3,-0.3,1.3,0.5732,82.0,0,1.0,2013
40,Arron Afflalo,Orlando Magic,64.0,16.5,3.2,3.7,0.8,0.478,2307.0,13.0,0.527,22.5,2.0,-2.9,-0.5,0.2439,82.0,0,0.7805,2013
41,Jamal Crawford,Los Angeles Clippers,76.0,16.5,2.5,1.7,1.2,0.511,2230.0,16.8,0.558,26.0,5.4,1.0,1.7,0.6829,82.0,0,0.9268,2013
42,Luol Deng,Chicago Bulls,75.0,16.5,3.0,6.3,1.5,0.461,2903.0,15.1,0.508,21.5,6.3,0.8,2.0,0.5488,82.0,0,0.9146,2013
43,Joe Johnson,Brooklyn Nets,72.0,16.3,3.5,3.0,0.9,0.493,2642.0,14.1,0.521,21.7,5.1,0.0,1.3,0.5976,82.0,0,0.878,2013
45,Ryan Anderson,New Orleans Hornets,81.0,16.2,1.2,6.4,0.9,0.519,2503.0,18.1,0.548,24.0,6.5,2.0,2.5,0.3293,82.0,0,0.9878,2013
46,Carlos Boozer,Chicago Bulls,79.0,16.2,2.3,9.8,1.2,0.477,2546.0,17.1,0.51,25.8,5.7,-0.1,1.2,0.5488,82.0,0,0.9634,2013
47,Danilo Gallinari,Denver Nuggets,71.0,16.2,2.5,5.2,1.4,0.495,2309.0,16.7,0.561,21.3,7.2,2.8,2.8,0.6951,82.0,0,0.8659,2013
48,Greg Monroe,Detroit Pistons,81.0,16.0,3.5,9.6,2.0,0.486,2687.0,19.5,0.527,24.8,5.9,1.8,2.6,0.3537,82.0,0,0.9878,2013
49,Gerald Henderson,Charlotte Bobcats,68.0,15.5,2.6,3.7,1.5,0.466,2133.0,16.4,0.531,23.5,3.3,-1.1,0.5,0.2561,82.0,0,0.8293,2013
50,Chandler Parsons,Houston Rockets,76.0,15.5,3.5,5.3,1.4,0.567,2758.0,15.3,0.584,18.3,7.0,2.0,2.8,0.5488,82.0,0,0.9268,2013
51,Zach Randolph,Memphis Grizzlies,76.0,15.4,1.4,11.2,1.2,0.461,2607.0,17.9,0.506,23.1,7.9,0.2,1.5,0.6829,82.0,0,0.9268,2013
52,O.J. Mayo,Dallas Mavericks,82.0,15.3,4.4,3.5,1.4,0.519,2913.0,13.9,0.556,20.9,4.2,-0.5,1.1,0.5,82.0,0,1.0,2013
53,Tyreke Evans,Sacramento Kings,65.0,15.2,3.5,4.4,1.8,0.508,2016.0,18.1,0.558,22.3,4.4,1.8,1.9,0.3415,82.0,0,0.7927,2013
55,Kevin Garnett,Boston Celtics,68.0,14.8,2.3,7.8,2.0,0.498,2022.0,19.2,0.535,24.5,5.6,2.6,2.3,0.5062,81.0,0.001,0.8395,2013
56,Wesley Matthews,Portland Trail Blazers,69.0,14.8,2.5,2.8,1.6,0.54,2403.0,14.1,0.574,19.1,4.7,0.5,1.5,0.4024,82.0,0,0.8415,2013
57,Thaddeus Young,Philadelphia 76ers,76.0,14.8,1.6,7.5,2.5,0.532,2629.0,18.2,0.541,19.8,7.4,1.2,2.1,0.4146,82.0,0,0.9268,2013
58,Goran Dragić,Phoenix Suns,77.0,14.7,7.4,3.1,1.9,0.491,2581.0,17.5,0.54,21.7,5.7,1.4,2.2,0.3049,82.0,0,0.939,2013
61,Mike Conley,Memphis Grizzlies,80.0,14.6,6.1,2.8,2.5,0.497,2757.0,18.3,0.549,21.0,9.9,4.6,4.6,0.6829,82.0,0,0.9756,2013
62,Paul Millsap,Utah Jazz,78.0,14.6,2.6,7.1,2.3,0.498,2375.0,19.8,0.55,22.4,7.6,2.7,2.8,0.5244,82.0,0,0.9512,2013
63,Jeff Teague,Atlanta Hawks,80.0,14.6,7.2,2.3,1.9,0.496,2628.0,16.8,0.543,23.0,6.1,0.3,1.5,0.5366,82.0,0,0.9756,2013
65,Nicolas Batum,Portland Trail Blazers,73.0,14.3,4.9,5.6,2.3,0.522,2807.0,15.7,0.566,18.2,5.8,2.8,3.4,0.4024,82.0,0,0.8902,2013
66,George Hill,Indiana Pacers,76.0,14.2,4.7,3.7,1.4,0.518,2620.0,16.6,0.558,18.8,9.7,3.3,3.5,0.6049,81.0,0,0.9383,2013
68,JJ Redick,Milwaukee Bucks,78.0,14.1,3.8,2.2,0.6,0.528,2379.0,14.7,0.571,20.8,4.5,-0.4,0.9,0.4634,82.0,0,0.9512,2013
69,Marc Gasol,Memphis Grizzlies,80.0,14.1,4.0,7.8,2.7,0.494,2796.0,19.5,0.559,19.2,11.5,5.2,5.1,0.6829,82.0,0.001,0.9756,2013
70,Gordon Hayward,Utah Jazz,72.0,14.1,3.0,3.1,1.3,0.501,2104.0,16.8,0.564,22.1,5.4,2.0,2.1,0.5244,82.0,0,0.878,2013
73,Kevin Martin,Oklahoma City Thunder,77.0,14.0,1.4,2.3,1.0,0.551,2136.0,16.0,0.608,21.0,7.0,1.0,1.6,0.7317,82.0,0,0.939,2013
75,Raymond Felton,New York Knicks,68.0,13.9,5.5,2.9,1.6,0.48,2313.0,15.2,0.505,22.1,4.2,0.1,1.2,0.6585,82.0,0,0.8293,2013
76,Isaiah Thomas,Sacramento Kings,79.0,13.9,4.0,2.0,0.8,0.509,2122.0,17.5,0.574,23.0,5.0,0.5,1.3,0.3415,82.0,0,0.9634,2013
77,Greivis Vásquez,New Orleans Hornets,78.0,13.9,9.0,4.3,0.9,0.474,2685.0,16.3,0.502,23.0,3.8,-0.4,1.1,0.3293,82.0,0,0.9512,2013
81,Vince Carter,Dallas Mavericks,81.0,13.4,2.4,4.1,1.4,0.53,2093.0,17.8,0.571,23.1,6.0,3.1,2.6,0.5,82.0,0,0.9878,2013
82,Jeremy Lin,Houston Rockets,82.0,13.4,6.1,3.0,2.0,0.49,2640.0,14.9,0.538,20.8,5.4,0.3,1.5,0.5488,82.0,0,1.0,2013
83,Brandon Knight,Detroit Pistons,75.0,13.3,4.0,3.3,0.9,0.475,2365.0,12.0,0.511,22.8,1.1,-2.8,-0.5,0.3537,82.0,0,0.9146,2013
84,Evan Turner,Philadelphia 76ers,82.0,13.3,4.3,6.3,1.1,0.446,2892.0,12.1,0.478,21.2,2.1,-2.3,-0.3,0.4146,82.0,0,1.0,2013
85,Serge Ibaka,Oklahoma City Thunder,80.0,13.2,0.5,7.7,3.4,0.586,2486.0,19.4,0.612,18.1,9.4,1.5,2.2,0.7317,82.0,0,0.9756,2013
86,Ersan İlyasova,Milwaukee Bucks,73.0,13.2,1.6,7.1,1.4,0.521,2012.0,18.3,0.552,20.5,6.7,2.0,2.0,0.4634,82.0,0,0.8902,2013
87,Nate Robinson,Chicago Bulls,82.0,13.1,4.4,2.2,1.1,0.51,2086.0,17.4,0.54,25.1,5.9,2.8,2.5,0.5488,82.0,0,1.0,2013
88,Nikola Vučević,Orlando Magic,77.0,13.1,1.9,11.9,1.8,0.519,2559.0,17.8,0.534,19.3,5.7,-0.5,0.9,0.2439,82.0,0,0.939,2013
90,Andre Iguodala,Denver Nuggets,80.0,13.0,5.4,5.3,2.4,0.502,2779.0,15.2,0.52,18.8,5.6,2.6,3.3,0.6951,82.0,0,0.9756,2013
91,Jarrett Jack,Golden State Warriors,79.0,12.9,5.6,3.1,0.9,0.499,2349.0,15.9,0.542,21.0,5.6,0.5,1.4,0.5732,82.0,0,0.9634,2013
93,Jeff Green,Boston Celtics,81.0,12.8,1.6,3.9,1.5,0.51,2252.0,15.0,0.561,22.2,4.7,-0.3,1.0,0.5062,81.0,0,1.0,2013
94,Luis Scola,Phoenix Suns,82.0,12.8,2.2,6.6,1.2,0.474,2184.0,16.7,0.516,23.3,4.4,-0.5,0.8,0.3049,82.0,0,1.0,2013
96,J.J. Hickson,Portland Trail Blazers,80.0,12.7,1.1,10.4,1.2,0.562,2323.0,19.7,0.591,19.9,6.9,0.2,1.3,0.4024,82.0,0,0.9756,2013
100,Andrei Kirilenko,Minnesota Timberwolves,64.0,12.4,2.8,5.7,2.5,0.538,2034.0,17.6,0.59,17.4,6.0,3.5,2.9,0.378,82.0,0,0.7805,2013
101,Metta World Peace,Los Angeles Lakers,75.0,12.4,1.5,5.0,2.2,0.488,2530.0,12.5,0.517,17.5,4.6,0.4,1.5,0.5488,82.0,0,0.9146,2013
102,Corey Brewer,Denver Nuggets,82.0,12.1,1.5,2.9,1.7,0.476,2003.0,14.7,0.506,23.4,3.9,0.4,1.2,0.6951,82.0,0,1.0,2013
103,Shawn Marion,Dallas Mavericks,67.0,12.1,2.4,7.8,1.8,0.531,2010.0,18.0,0.553,19.0,5.3,2.2,2.1,0.5,82.0,0,0.8171,2013
104,Darren Collison,Dallas Mavericks,81.0,12.0,5.1,2.7,1.3,0.504,2372.0,16.3,0.575,19.6,5.6,0.1,1.3,0.5,82.0,0,0.9878,2013
106,Roy Hibbert,Indiana Pacers,79.0,11.9,1.4,8.3,3.1,0.449,2269.0,17.3,0.489,22.5,6.1,-0.3,0.9,0.6049,81.0,0,0.9753,2013
108,Joakim Noah,Chicago Bulls,66.0,11.9,4.0,11.1,3.3,0.481,2426.0,18.1,0.534,17.2,7.3,3.4,3.3,0.5488,82.0,0.001,0.8049,2013
110,Tristan Thompson,Cleveland Cavaliers,82.0,11.7,1.3,9.4,1.6,0.488,2564.0,16.1,0.516,18.3,5.2,-1.8,0.1,0.2927,82.0,0,1.0,2013
112,Kyle Lowry,Toronto Raptors,68.0,11.6,6.4,4.7,1.8,0.482,2020.0,17.5,0.543,20.3,5.6,2.9,2.5,0.4146,82.0,0,0.8293,2013
113,Kenneth Faried,Denver Nuggets,80.0,11.5,1.0,9.2,2.0,0.552,2248.0,18.5,0.573,17.7,7.8,1.1,1.7,0.6951,82.0,0,0.9756,2013
114,Luke Ridnour,Minnesota Timberwolves,82.0,11.5,3.8,2.5,1.2,0.493,2474.0,13.0,0.532,18.3,4.3,-0.8,0.8,0.378,82.0,0,1.0,2013
115,Rodney Stuckey,Detroit Pistons,76.0,11.5,3.6,2.8,0.9,0.443,2171.0,13.0,0.505,21.0,2.5,-1.8,0.1,0.3537,82.0,0,0.9268,2013
116,Martell Webster,Washington Wizards,76.0,11.4,1.9,3.9,0.8,0.551,2200.0,13.9,0.601,16.9,6.3,0.8,1.6,0.3537,82.0,0,0.9268,2013
117,José Calderón,Detroit Pistons,73.0,11.3,7.1,2.4,0.9,0.594,2160.0,18.8,0.616,17.0,7.4,3.1,2.8,0.3537,82.0,0,0.8902,2013
119,Robin Lopez,New Orleans Hornets,82.0,11.3,0.8,5.6,2.0,0.534,2136.0,18.9,0.573,20.0,5.6,0.6,1.4,0.3293,82.0,0,1.0,2013
124,Spencer Hawes,Philadelphia 76ers,82.0,11.0,2.2,7.2,1.7,0.483,2233.0,16.0,0.514,20.9,4.5,-0.5,0.9,0.4146,82.0,0,1.0,2013
125,Ray Allen,Miami Heat,79.0,10.9,1.7,2.7,1.0,0.555,2035.0,14.7,0.599,19.3,5.4,0.3,1.2,0.8049,82.0,0,0.9634,2013
126,Jared Dudley,Phoenix Suns,79.0,10.9,2.6,3.1,1.0,0.547,2170.0,14.9,0.582,17.2,4.8,0.6,1.5,0.3049,82.0,0,0.9634,2013
127,Kyle Korver,Atlanta Hawks,74.0,10.9,2.0,4.0,1.4,0.618,2259.0,13.9,0.637,14.5,6.4,1.8,2.2,0.5366,82.0,0,0.9024,2013
128,Jason Thompson,Sacramento Kings,82.0,10.9,1.0,6.7,1.3,0.502,2285.0,14.6,0.533,18.2,3.6,-2.6,-0.3,0.3415,82.0,0,1.0,2013
129,Randy Foye,Utah Jazz,82.0,10.8,2.0,1.5,1.1,0.518,2249.0,11.7,0.55,18.1,3.7,-0.6,0.8,0.5244,82.0,0,1.0,2013
138,Danny Green,San Antonio Spurs,80.0,10.5,1.8,3.1,1.9,0.581,2201.0,14.1,0.6,16.6,5.9,2.8,2.7,0.7073,82.0,0,0.9756,2013
141,Tayshaun Prince,Memphis Grizzlies,82.0,10.4,2.4,4.4,0.9,0.461,2631.0,11.5,0.486,16.8,3.6,-1.2,0.5,0.6829,82.0,0,1.0,2013
144,Tyson Chandler,New York Knicks,66.0,10.4,0.9,10.7,1.7,0.638,2164.0,18.9,0.671,13.0,9.3,1.3,1.8,0.6585,82.0,0,0.8049,2013
145,Matt Barnes,Los Angeles Clippers,80.0,10.3,1.5,4.6,1.8,0.544,2058.0,15.5,0.566,18.1,6.3,1.8,2.0,0.6829,82.0,0,0.9756,2013
147,Alonzo Gee,Cleveland Cavaliers,82.0,10.3,1.6,3.9,1.7,0.456,2541.0,10.5,0.505,16.9,1.9,-2.6,-0.4,0.2927,82.0,0,1.0,2013
149,Ömer Aşık,Houston Rockets,82.0,10.1,0.9,11.7,1.7,0.541,2464.0,14.9,0.558,16.3,5.5,-1.6,0.3,0.5488,82.0,0,1.0,2013
151,Jason Terry,Boston Celtics,79.0,10.1,2.5,2.0,0.9,0.529,2124.0,12.8,0.566,18.0,4.0,-0.2,1.0,0.5062,81.0,0,0.9753,2013
152,Amir Johnson,Toronto Raptors,81.0,10.0,1.5,7.5,2.4,0.559,2325.0,17.3,0.591,16.1,7.3,1.0,1.8,0.4146,82.0,0,0.9878,2013
157,Emeka Okafor,Washington Wizards,79.0,9.7,1.2,8.8,1.6,0.477,2052.0,15.8,0.496,19.5,4.5,-0.7,0.7,0.3537,82.0,0,0.9634,2013
159,Andre Miller,Denver Nuggets,82.0,9.6,5.9,2.9,1.0,0.493,2151.0,15.7,0.548,17.9,5.4,0.9,1.6,0.6951,82.0,0,1.0,2013
165,Harrison Barnes,Golden State Warriors,81.0,9.2,1.2,4.1,0.8,0.481,2058.0,11.0,0.526,17.7,2.8,-1.7,0.1,0.5732,82.0,0,0.9878,2013
170,Michael Kidd-Gilchrist,Charlotte Bobcats,78.0,9.0,1.5,5.8,1.6,0.46,2025.0,14.0,0.506,17.9,2.1,-2.6,-0.3,0.2561,82.0,0,0.9512,2013
171,Tony Allen,Memphis Grizzlies,79.0,8.9,1.2,4.6,2.1,0.447,2109.0,13.2,0.489,17.8,5.1,0.4,1.2,0.6829,82.0,0,0.9634,2013
173,DeAndre Jordan,Los Angeles Clippers,82.0,8.8,0.3,7.2,2.0,0.643,2010.0,17.2,0.606,15.9,6.2,-0.2,0.9,0.6829,82.0,0,1.0,2013
174,John Salmons,Sacramento Kings,76.0,8.8,3.0,2.7,1.0,0.48,2278.0,10.2,0.509,14.5,1.6,-2.5,-0.3,0.3415,82.0,0,0.9268,2013
175,Kyle Singler,Detroit Pistons,82.0,8.8,0.9,4.0,1.2,0.483,2293.0,10.0,0.517,15.8,2.3,-3.0,-0.6,0.3537,82.0,0,1.0,2013
176,Lance Stephenson,Indiana Pacers,78.0,8.8,2.9,3.9,1.2,0.512,2278.0,11.8,0.53,15.2,5.5,0.0,1.2,0.6049,81.0,0,0.963,2013
177,Brandon Bass,Boston Celtics,81.0,8.7,1.0,5.2,1.3,0.486,2239.0,12.3,0.535,15.5,4.7,-1.9,0.1,0.5062,81.0,0,1.0,2013
180,Dante Cunningham,Minnesota Timberwolves,80.0,8.7,0.8,5.1,1.6,0.468,2010.0,13.3,0.485,17.2,3.5,-1.4,0.3,0.378,82.0,0,0.9756,2013
181,Jimmy Butler,Chicago Bulls,82.0,8.6,1.4,4.0,1.4,0.506,2134.0,15.2,0.574,14.6,7.0,2.0,2.1,0.5488,82.0,0,1.0,2013
182,Mario Chalmers,Miami Heat,77.0,8.6,3.5,2.2,1.7,0.545,2068.0,13.3,0.576,16.1,5.2,0.4,1.3,0.8049,82.0,0,0.939,2013
199,Tyler Zeller,Cleveland Cavaliers,77.0,7.9,1.2,5.7,1.4,0.438,2033.0,11.0,0.486,15.9,2.0,-4.0,-1.0,0.2927,82.0,0,0.939,2013
208,Gerald Wallace,Brooklyn Nets,69.0,7.7,2.6,4.6,2.1,0.448,2076.0,11.6,0.49,14.5,3.1,0.7,1.3,0.5976,82.0,0,0.8415,2013
209,Thabo Sefolosha,Oklahoma City Thunder,81.0,7.6,1.5,3.9,1.8,0.597,2229.0,12.8,0.617,11.4,6.8,2.4,2.5,0.7317,82.0,0,0.9878,2013
212,Al-Farouq Aminu,New Orleans Hornets,76.0,7.3,1.4,7.7,1.9,0.479,2066.0,13.7,0.519,14.6,3.1,-0.1,1.0,0.3293,82.0,0,0.9268,2013
258,Jason Kidd,New York Knicks,76.0,6.0,3.3,4.3,1.9,0.511,2043.0,13.5,0.532,11.6,5.4,3.3,2.7,0.6585,82.0,0,0.9268,2013
304,Bismack Biyombo,Charlotte Bobcats,80.0,4.8,0.4,7.3,2.2,0.451,2186.0,10.1,0.472,10.2,1.4,-4.4,-1.3,0.2561,82.0,0,0.9756,2013
