,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
107,Josh Richardson,Miami Heat,81.0,19.3,2.4,0.523,2689.0,13.6,0.551,5.4,0.7,1.8,0.5366,82.0,0,0.9878,2018
109,Willie Cauley-Stein,Sacramento Kings,73.0,22.2,2.0,0.504,2044.0,17.6,0.529,3.9,-0.1,1.0,0.3293,82.0,0,0.8902,2018
111,Wesley Matthews,Dallas Mavericks,63.0,18.5,1.5,0.516,2131.0,11.4,0.541,2.6,-0.9,0.6,0.2927,82.0,0,0.7683,2018
114,Robert Covington,Philadelphia 76ers,80.0,20.0,2.6,0.534,2532.0,12.9,0.563,6.1,1.5,2.3,0.6341,82.0,0,0.9756,2018
115,Spencer Dinwiddie,Brooklyn Nets,80.0,22.4,1.2,0.471,2306.0,15.9,0.527,5.7,0.6,1.5,0.3415,82.0,0,0.9756,2018
116,Serge Ibaka,Toronto Raptors,76.0,19.7,1.7,0.552,2093.0,14.7,0.574,5.1,-0.1,1.0,0.7195,82.0,0,0.9268,2018
118,E'Twaun Moore,New Orleans Pelicans,82.0,17.7,1.1,0.585,2586.0,12.1,0.593,4.4,-1.6,0.3,0.5854,82.0,0,1.0,2018
119,Darren Collison,Indiana Pacers,69.0,20.3,1.5,0.571,2018.0,18.8,0.61,7.6,2.7,2.4,0.5854,82.0,0,0.8415,2018
120,Derrick Favors,Utah Jazz,77.0,20.8,1.8,0.573,2153.0,18.8,0.593,8.0,1.5,1.9,0.5854,82.0,0,0.939,2018
122,Taj Gibson,Minnesota Timberwolves,82.0,20.5,1.5,0.581,2726.0,15.4,0.61,7.2,-0.5,1.0,0.5732,82.0,0,1.0,2018
123,Justin Holiday,Chicago Bulls,72.0,18.3,1.5,0.474,2265.0,10.8,0.513,1.7,-1.9,0.0,0.3293,82.0,0,0.878,2018
128,DeAndre Jordan,Los Angeles Clippers,77.0,28.7,1.4,0.645,2424.0,20.2,0.648,9.4,1.4,2.1,0.5122,82.0,0,0.939,2018
129,Courtney Lee,New York Knicks,76.0,17.3,1.3,0.529,2310.0,13.0,0.564,3.9,-0.3,1.0,0.3537,82.0,0,0.9268,2018
131,Bogdan Bogdanović,Sacramento Kings,78.0,18.0,1.1,0.529,2175.0,13.5,0.556,2.9,-1.5,0.3,0.3293,82.0,0,0.9512,2018
133,Kelly Oubre Jr.,Washington Wizards,81.0,17.5,1.4,0.482,2231.0,11.9,0.534,3.7,-1.7,0.2,0.5244,82.0,0,0.9878,2018
134,Thaddeus Young,Indiana Pacers,81.0,20.0,2.1,0.521,2607.0,14.8,0.528,5.5,0.2,1.4,0.5854,82.0,0,0.9878,2018
135,Trevor Ariza,Houston Rockets,67.0,17.7,1.7,0.542,2269.0,11.8,0.567,5.3,0.7,1.5,0.7927,82.0,0,0.8171,2018
136,Tyler Johnson,Miami Heat,72.0,17.4,1.3,0.518,2052.0,13.0,0.549,4.2,-0.3,0.9,0.5366,82.0,0,0.878,2018
139,De'Aaron Fox,Sacramento Kings,73.0,18.8,1.3,0.441,2026.0,11.2,0.478,-0.6,-4.2,-1.1,0.3293,82.0,0,0.8902,2018
142,Joe Ingles,Utah Jazz,82.0,20.5,1.3,0.609,2578.0,14.4,0.623,7.6,2.3,2.8,0.5854,82.0,0,1.0,2018
147,Terry Rozier,Boston Celtics,80.0,18.9,1.2,0.491,2068.0,15.1,0.52,5.6,2.1,2.1,0.6707,82.0,0,0.9756,2018
148,Wayne Ellington,Miami Heat,77.0,15.0,0.8,0.569,2041.0,12.5,0.588,4.5,0.4,1.2,0.5366,82.0,0,0.939,2018
150,Dillon Brooks,Memphis Grizzlies,82.0,15.7,1.1,0.501,2350.0,9.8,0.531,1.2,-4.0,-1.2,0.2683,82.0,0,1.0,2018
151,Draymond Green,Golden State Warriors,70.0,25.9,2.7,0.516,2287.0,16.1,0.556,6.1,2.8,2.8,0.7073,82.0,0,0.8537,2018
154,Ish Smith,Detroit Pistons,82.0,18.0,1.0,0.507,2043.0,15.4,0.525,4.4,0.0,1.0,0.4756,82.0,0,1.0,2018
165,Yogi Ferrell,Dallas Mavericks,82.0,15.7,0.9,0.518,2282.0,11.4,0.54,3.0,-1.4,0.4,0.2927,82.0,0,1.0,2018
167,Denzel Valentine,Chicago Bulls,77.0,18.5,0.9,0.517,2095.0,12.1,0.527,2.5,-1.0,0.5,0.3293,82.0,0,0.939,2018
170,Wilson Chandler,Denver Nuggets,74.0,17.5,1.1,0.515,2346.0,10.9,0.542,3.3,-2.1,-0.1,0.561,82.0,0,0.9024,2018
173,Patty Mills,San Antonio Spurs,82.0,14.7,0.8,0.523,2107.0,11.8,0.558,4.1,-1.0,0.5,0.5732,82.0,0,1.0,2018
175,Jae Crowder,Utah Jazz,80.0,14.3,1.1,0.486,2090.0,10.4,0.525,2.6,-2.5,-0.3,0.5854,82.0,0,0.9756,2018
181,Marvin Williams,Charlotte Hornets,78.0,15.4,1.2,0.57,2006.0,13.9,0.603,5.0,1.0,1.5,0.439,82.0,0,0.9512,2018
183,Al-Farouq Aminu,Portland Trail Blazers,69.0,18.1,1.7,0.503,2072.0,12.0,0.522,4.2,0.4,1.3,0.5976,82.0,0,0.8415,2018
210,Marcin Gortat,Washington Wizards,82.0,17.8,1.2,0.518,2075.0,14.7,0.546,4.9,-0.6,0.8,0.5244,82.0,0,1.0,2018
215,J.R. Smith,Cleveland Cavaliers,80.0,13.0,1.0,0.524,2244.0,8.4,0.534,1.4,-3.0,-0.6,0.6098,82.0,0,0.9756,2018
218,Evan Turner,Portland Trail Blazers,79.0,13.5,1.0,0.484,2034.0,9.8,0.52,2.6,-2.5,-0.3,0.5976,82.0,0,0.9634,2018
227,Cory Joseph,Indiana Pacers,82.0,14.3,1.2,0.479,2210.0,11.0,0.503,3.1,-1.5,0.3,0.5854,82.0,0,1.0,2018
265,Tony Snell,Milwaukee Bucks,75.0,10.1,1.0,0.562,2053.0,8.5,0.578,2.4,-2.3,-0.1,0.5366,82.0,0,0.9146,2018
279,Dragan Bender,Phoenix Suns,82.0,12.5,0.9,0.508,2069.0,7.1,0.524,0.1,-3.7,-0.9,0.2561,82.0,0,1.0,2018
296,P.J. Tucker,Houston Rockets,82.0,12.6,1.3,0.52,2281.0,8.3,0.537,3.9,-1.1,0.5,0.7927,82.0,0,1.0,2018
