,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Seattle SuperSonics*,28.1,63.0,19.0,64,18,9.09,-0.41,8.68,111.1,101.5,9.6,95.1,0.344,0.105,0.547,,0.501,13.7,34.4,0.256,,0.479,18.2,67.3,0.272,,Seattle Center Coliseum,601369,14668
1,2.0,New York Knicks*,28.9,57.0,25.0,60,22,6.99,-0.5,6.48,105.7,98.2,7.5,92.8,0.311,0.135,0.527,,0.483,15.1,34.4,0.232,,0.451,16.0,71.4,0.261,,Madison Square Garden (IV),810193,19763
2,3.0,San Antonio Spurs*,29.0,55.0,27.0,56,26,5.26,-0.21,5.05,110.4,104.6,5.8,90.1,0.322,0.107,0.537,,0.494,13.6,35.6,0.239,,0.467,11.7,70.5,0.196,,Alamodome,904190,22053
3,4.0,Atlanta Hawks*,28.7,57.0,25.0,56,26,5.27,-0.33,4.94,107.2,101.7,5.5,94.2,0.294,0.118,0.523,,0.48,13.6,34.6,0.221,,0.475,16.0,67.7,0.185,,Omni Coliseum,537547,13338
4,5.0,Phoenix Suns*,28.7,56.0,26.0,54,28,4.84,-0.17,4.68,111.7,106.8,4.9,96.7,0.325,0.147,0.548,,0.509,13.9,35.2,0.236,,0.493,13.5,69.3,0.202,,America West Arena,779952,19023
5,6.0,Utah Jazz*,29.4,53.0,29.0,53,29,4.22,-0.12,4.1,108.6,104.1,4.5,93.1,0.354,0.083,0.537,,0.49,13.3,31.3,0.262,,0.469,14.6,68.4,0.267,,Delta Center,814502,19866
6,7.0,Houston Rockets*,28.1,58.0,24.0,53,29,4.32,-0.12,4.19,105.9,101.4,4.5,95.0,0.294,0.191,0.545,,0.507,15.0,27.6,0.218,,0.458,13.3,69.7,0.192,,The Summit,615227,15005
7,8.0,Cleveland Cavaliers*,27.9,47.0,35.0,52,30,4.02,-0.39,3.64,109.4,105.1,4.3,91.7,0.335,0.121,0.537,,0.487,12.8,31.8,0.258,,0.484,14.5,69.0,0.215,,Coliseum at Richfield,753686,18383
8,9.0,Orlando Magic*,25.8,50.0,32.0,52,30,3.89,-0.21,3.68,110.8,106.7,4.1,95.2,0.341,0.165,0.547,,0.514,14.4,33.8,0.231,,0.479,13.3,66.3,0.214,,Orlando Arena,626931,15291
9,10.0,Indiana Pacers*,27.2,47.0,35.0,51,31,3.45,-0.19,3.26,107.8,104.2,3.6,93.3,0.366,0.077,0.547,,0.5,16.0,34.4,0.27,,0.471,14.9,68.0,0.267,,Market Square Arena,531812,13264
