,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,David Robinson,San Antonio Spurs,80.0,29.8,4.8,10.7,5.0,0.51,3241.0,30.7,0.577,32.0,20.0,11.9,11.4,0.6707,82.0,0.723,0.9756,1994
1,Shaquille O'Neal,Orlando Magic,81.0,29.3,2.4,13.2,3.8,0.599,3224.0,28.5,0.605,29.0,16.9,6.8,7.2,0.6098,82.0,0.286,0.9878,1994
2,Hakeem Olajuwon,Houston Rockets,80.0,27.3,3.6,11.9,5.3,0.53,3277.0,25.3,0.565,29.8,14.3,6.8,7.3,0.7073,82.0,0.88,0.9756,1994
3,Dominique Wilkins,Los Angeles Clippers,74.0,26.0,2.3,6.5,1.6,0.466,2635.0,21.4,0.529,32.0,8.4,2.6,3.0,0.3293,82.0,0,0.9024,1994
4,Karl Malone,Utah Jazz,82.0,25.2,4.0,11.5,3.0,0.5,3329.0,22.9,0.55,28.0,13.4,5.6,6.4,0.6463,82.0,0.017,1.0,1994
5,Patrick Ewing,New York Knicks,79.0,24.5,2.3,11.2,3.8,0.497,2972.0,22.9,0.551,29.8,13.1,5.2,5.5,0.6951,82.0,0.252,0.9634,1994
6,Mitch Richmond,Sacramento Kings,78.0,23.4,4.0,3.7,1.5,0.489,2897.0,17.7,0.551,27.2,6.4,1.6,2.7,0.3415,82.0,0,0.9512,1994
7,Scottie Pippen,Chicago Bulls,72.0,22.0,5.6,8.7,3.7,0.515,2759.0,23.2,0.544,27.1,11.2,7.7,6.8,0.6707,82.0,0.386,0.878,1994
8,Charles Barkley,Phoenix Suns,65.0,21.6,4.6,11.2,2.2,0.518,2298.0,22.8,0.563,26.5,8.8,5.2,4.2,0.6829,82.0,0.005,0.7927,1994
10,Glen Rice,Miami Heat,81.0,21.1,2.3,5.4,1.8,0.513,2999.0,18.5,0.552,24.1,10.2,2.7,3.6,0.5122,82.0,0,0.9878,1994
11,Latrell Sprewell,Golden State Warriors,82.0,21.0,4.7,4.9,3.1,0.482,3533.0,15.9,0.532,21.5,8.0,1.9,3.5,0.6098,82.0,0.001,1.0,1994
12,Danny Manning,Atlanta Hawks,68.0,20.6,3.8,6.8,2.7,0.489,2520.0,16.4,0.519,26.3,3.5,0.5,1.6,0.6951,82.0,0,0.8293,1994
