,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Kevin Durant,Oklahoma City Thunder,66.0,39.5,2.5,0.547,2546.0,26.2,0.61,12.2,7.0,5.8,0.7121,66.0,0.735,1.0,2012
1,Kobe Bryant,Los Angeles Lakers,58.0,37.9,1.5,0.462,2232.0,21.9,0.527,6.2,3.3,2.9,0.6212,66.0,0.291,0.8788,2012
2,LeBron James,Miami Heat,62.0,41.2,2.7,0.554,2326.0,30.7,0.605,14.5,10.9,7.6,0.697,66.0,0.888,0.9394,2012
3,Kevin Love,Minnesota Timberwolves,55.0,41.3,1.4,0.497,2145.0,25.4,0.568,10.0,5.2,3.9,0.3939,66.0,0.048,0.8333,2012
4,Russell Westbrook,Oklahoma City Thunder,66.0,33.7,2.0,0.481,2331.0,22.9,0.538,7.9,3.0,3.0,0.7121,66.0,0.003,1.0,2012
9,Dirk Nowitzki,Dallas Mavericks,62.0,30.5,1.2,0.495,2079.0,21.7,0.564,7.6,3.7,3.0,0.5455,66.0,0.003,0.9394,2012
11,Blake Griffin,Los Angeles Clippers,66.0,34.8,1.5,0.55,2392.0,23.4,0.557,9.2,3.7,3.4,0.6061,66.0,0,1.0,2012
13,Dwight Howard,Orlando Magic,54.0,37.0,3.6,0.573,2070.0,24.2,0.569,7.7,4.3,3.3,0.5606,66.0,0.011,0.8182,2012
14,Monta Ellis,Milwaukee Bucks,58.0,29.8,1.8,0.463,2120.0,17.5,0.509,2.6,-0.3,0.9,0.4697,66.0,0,0.8788,2012
15,David Lee,Golden State Warriors,57.0,32.5,1.3,0.503,2121.0,19.7,0.549,5.0,-0.3,0.9,0.3485,66.0,0,0.8636,2012
16,Chris Paul,Los Angeles Clippers,60.0,32.5,2.6,0.522,2181.0,27.0,0.581,12.7,9.2,6.1,0.6061,66.0,0.318,0.9091,2012
18,Paul Pierce,Boston Celtics,61.0,29.1,1.5,0.499,2075.0,19.6,0.567,7.0,4.2,3.2,0.5909,66.0,0,0.9242,2012
19,Al Jefferson,Utah Jazz,61.0,31.0,2.5,0.493,2075.0,22.8,0.52,7.5,3.7,3.0,0.5455,66.0,0,0.9242,2012
21,Brandon Jennings,Milwaukee Bucks,66.0,28.0,1.9,0.476,2331.0,18.4,0.514,5.5,2.7,2.8,0.4697,66.0,0,1.0,2012
22,Rudy Gay,Memphis Grizzlies,65.0,27.7,2.3,0.48,2422.0,17.8,0.521,6.0,1.9,2.4,0.6212,66.0,0,0.9848,2012
