,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,San Antonio Spurs*,29.5,58.0,24.0,63,19,7.76,0.16,7.92,106.6,98.0,8.6,89.6,0.374,0.175,0.541,,0.496,13.6,27.1,0.267,,0.444,12.9,73.7,0.182,,Alamodome,913176,22273
1,2.0,Sacramento Kings*,27.1,55.0,27.0,57,25,5.82,0.25,6.07,105.6,99.6,6.0,94.4,0.298,0.194,0.529,,0.484,13.4,27.2,0.23,,0.46,14.5,70.7,0.181,,ARCO Arena (II),709997,17317
2,3.0,Utah Jazz*,32.0,53.0,29.0,55,27,4.7,0.31,5.0,107.6,102.4,5.2,89.8,0.363,0.135,0.546,,0.497,15.1,30.2,0.273,,0.473,15.6,73.2,0.301,,Delta Center,792196,19322
3,4.0,Philadelphia 76ers*,28.2,56.0,26.0,54,28,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,,0.468,14.7,31.2,0.262,,0.46,14.5,72.5,0.186,,First Union Center,805692,19651
4,5.0,Portland Trail Blazers*,30.1,50.0,32.0,53,29,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,,0.497,14.8,30.0,0.225,,0.47,14.3,72.4,0.223,,Rose Garden Arena,831376,20277
5,6.0,Dallas Mavericks*,26.6,53.0,29.0,53,29,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,,0.498,13.1,24.1,0.231,,0.467,14.2,70.7,0.244,,Reunion Arena,680238,16591
6,7.0,Milwaukee Bucks*,28.2,52.0,30.0,52,30,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,,0.499,12.8,28.1,0.217,,0.473,14.4,71.1,0.253,,Bradley Center,683125,16662
7,8.0,Los Angeles Lakers*,29.2,56.0,26.0,51,31,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,,0.498,13.3,31.1,0.238,,0.468,12.2,72.5,0.234,,STAPLES Center,776336,18935
8,9.0,New York Knicks*,29.8,48.0,34.0,50,32,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.279,0.18,0.523,,0.476,14.6,24.2,0.222,,0.453,14.7,74.3,0.24,,Madison Square Garden (IV),810283,19763
