,PLAYER_NAME,TEAM_ABBREVIATION,PIE
299,Mike Penberthy,LAL,0.212
395,Tim Duncan,SAS,0.207
370,Shaquille O'Neal,LAL,0.193
245,Kevin Garnett,MIN,0.176
225,John Stockton,UTA,0.166
406,Tracy McGrady,ORL,0.165
234,Karl Malone,UTA,0.163
158,Gary Payton,SEA,0.16
123,Dirk Nowitzki,DAL,0.159
76,Chris Webber,SAC,0.158
250,Kobe Bryant,LAL,0.156
202,Jason Kidd,NJN,0.156
181,Ira Bowman,PHI,0.154
320,Paul Pierce,BOS,0.153
269,Mamadou N'diaye,TOR,0.152
142,Elton Brand,LAC,0.151
391,Terrell Brandon,MIN,0.149
8,Allen Iverson,PHI,0.149
14,Andre Miller,CLE,0.148
291,Michael Jordan,WAS,0.143
374,Shawn Marion,PHX,0.143
34,Ben Wallace,DET,0.142
41,Brad Miller,IND,0.14
356,Sam Cassell,MIL,0.14
104,David Robinson,SAS,0.14
371,Shareef Abdur-Rahim,ATL,0.139
336,Ray Allen,MIL,0.137
127,Donyell Marshall,UTA,0.137
44,Brent Barry,SEA,0.136
384,Steve Nash,DAL,0.136
319,Pau Gasol,MEM,0.134
228,Jon Barry,DET,0.134
28,Antonio McDyess,DEN,0.133
9,Alonzo Mourning,MIA,0.132
266,Lucious Harris,NJN,0.132
193,Jamal Mashburn,CHH,0.132
215,Jerry Stackhouse,DET,0.131
190,Jamaal Magloire,CHH,0.131
333,Rasheed Wallace,POR,0.13
293,Michael Redd,MIL,0.13
166,Grant Hill,ORL,0.129
85,Corliss Williamson,DET,0.129
1,Aaron McKie,PHI,0.128
211,Jermaine O'Neal,IND,0.128
204,Jason Terry,ATL,0.127
381,Steve Francis,HOU,0.127
135,Eddie Jones,MIA,0.127
347,Rod Strickland,MIA,0.126
139,Elden Campbell,CHH,0.126
24,Antoine Walker,BOS,0.126
421,Vince Carter,TOR,0.125
96,Daniel Santiago,PHX,0.125
310,Nick Van Exel,DAL,0.125
321,Peja Stojakovic,SAC,0.125
15,Andrei Kirilenko,UTA,0.125
165,Glenn Robinson,MIL,0.124
