,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,James Harden,Houston Rockets,78.0,36.1,7.5,6.6,2.7,0.541,2867.0,30.6,0.616,40.5,15.2,11.0,9.3,0.6463,82.0,0.768,0.9512,2019
1,Paul George,Oklahoma City Thunder,77.0,28.0,4.1,8.2,2.6,0.529,2841.0,23.3,0.583,29.5,11.9,7.2,6.6,0.5976,82.0,0.352,0.939,2019
2,Giannis Antetokounmpo,Milwaukee Bucks,72.0,27.7,5.9,12.5,2.8,0.599,2358.0,30.9,0.644,32.3,14.4,10.4,7.4,0.7317,82.0,0.932,0.878,2019
3,Joel Embiid,Philadelphia 76ers,64.0,27.5,3.7,13.6,2.6,0.517,2154.0,26.1,0.593,33.3,8.7,4.9,3.8,0.622,82.0,0.049,0.7805,2019
5,Stephen Curry,Golden State Warriors,69.0,27.3,5.2,5.3,1.7,0.604,2331.0,24.4,0.641,30.4,9.7,6.6,5.1,0.6951,82.0,0.173,0.8415,2019
6,Devin Booker,Phoenix Suns,64.0,26.6,6.8,4.1,1.1,0.521,2242.0,20.2,0.584,32.9,3.5,1.0,1.7,0.2317,82.0,0,0.7805,2019
8,Kevin Durant,Golden State Warriors,78.0,26.0,5.9,6.4,1.8,0.571,2702.0,24.2,0.631,29.0,11.5,5.5,5.1,0.6951,82.0,0.025,0.9512,2019
10,Damian Lillard,Portland Trail Blazers,80.0,25.8,6.9,4.6,1.5,0.522,2838.0,23.7,0.588,29.3,12.1,6.4,6.0,0.6463,82.0,0.068,0.9756,2019
11,Bradley Beal,Washington Wizards,82.0,25.6,5.5,5.0,2.2,0.54,3028.0,20.8,0.581,28.4,7.6,2.9,3.7,0.3902,82.0,0,1.0,2019
12,Kemba Walker,Charlotte Hornets,82.0,25.6,5.9,4.4,1.6,0.511,2863.0,21.7,0.558,31.5,7.4,4.2,4.4,0.4756,82.0,0,1.0,2019
13,Blake Griffin,Detroit Pistons,75.0,24.5,5.4,7.5,1.1,0.532,2622.0,21.0,0.581,30.2,8.0,5.1,4.7,0.5,82.0,0,0.9146,2019
14,Karl-Anthony Towns,Minnesota Timberwolves,77.0,24.4,3.4,12.4,2.5,0.572,2545.0,26.3,0.622,28.9,10.4,6.0,5.1,0.439,82.0,0,0.939,2019
15,Kyrie Irving,Boston Celtics,67.0,23.8,6.9,5.0,2.0,0.557,2214.0,24.3,0.592,29.6,9.1,7.2,5.1,0.5976,82.0,0,0.8171,2019
16,Donovan Mitchell,Utah Jazz,77.0,23.8,4.2,4.1,1.8,0.493,2598.0,17.2,0.537,31.6,5.0,1.3,2.2,0.6098,82.0,0,0.939,2019
17,Zach LaVine,Chicago Bulls,63.0,23.7,4.5,4.7,1.4,0.52,2171.0,18.7,0.574,30.5,2.8,0.8,1.5,0.2683,82.0,0,0.7683,2019
18,Russell Westbrook,Oklahoma City Thunder,73.0,22.9,10.7,11.1,2.4,0.468,2630.0,21.1,0.501,30.9,6.8,5.2,4.7,0.5976,82.0,0.008,0.8902,2019
19,Klay Thompson,Golden State Warriors,78.0,21.5,2.4,3.8,1.7,0.553,2652.0,16.6,0.571,25.6,5.3,-0.3,1.2,0.6951,82.0,0,0.9512,2019
20,Julius Randle,New Orleans Pelicans,73.0,21.4,3.1,8.7,1.3,0.555,2232.0,20.9,0.6,27.8,6.1,1.5,2.0,0.4024,82.0,0,0.8902,2019
21,LaMarcus Aldridge,San Antonio Spurs,81.0,21.3,2.4,9.2,1.8,0.522,2687.0,22.9,0.576,26.9,9.3,1.8,2.6,0.5854,82.0,0,0.9878,2019
22,DeMar DeRozan,San Antonio Spurs,77.0,21.2,6.2,6.0,1.6,0.483,2688.0,19.6,0.542,27.9,6.3,1.1,2.2,0.5854,82.0,0,0.939,2019
23,Luka Dončić,Dallas Mavericks,72.0,21.2,6.0,7.8,1.4,0.497,2318.0,19.6,0.545,30.5,4.9,3.9,3.4,0.4024,82.0,0,0.878,2019
24,Jrue Holiday,New Orleans Pelicans,67.0,21.2,7.7,5.0,2.4,0.523,2402.0,19.4,0.555,25.4,5.4,3.0,3.1,0.4024,82.0,0,0.8171,2019
25,Mike Conley,Memphis Grizzlies,70.0,21.1,6.4,3.4,1.6,0.507,2342.0,21.4,0.569,27.3,8.0,4.7,3.9,0.4024,82.0,0,0.8537,2019
