,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Chicago Bulls*,27.6,67.0,15.0,66,16,10.44,-0.37,10.07,115.5,104.5,11.0,94.4,0.297,0.063,0.556,,0.518,11.8,35.1,0.221,,0.476,14.1,69.3,0.219,,Chicago Stadium,759980,18536
1,2.0,Portland Trail Blazers*,28.1,57.0,25.0,59,23,7.27,-0.33,6.94,111.4,104.2,7.2,99.0,0.335,0.128,0.541,,0.495,13.6,35.6,0.253,,0.471,14.3,69.9,0.251,,Memorial Coliseum,528408,12888
2,3.0,Utah Jazz*,28.5,55.0,27.0,57,25,6.39,-0.69,5.7,112.2,105.6,6.6,95.5,0.363,0.067,0.557,,0.504,13.7,32.7,0.286,,0.475,13.0,68.9,0.214,,Delta Center,806663,19675
3,4.0,Phoenix Suns*,27.0,53.0,29.0,56,26,5.94,-0.26,5.68,112.1,106.2,5.9,99.4,0.332,0.083,0.556,,0.508,13.1,31.7,0.258,,0.471,13.0,67.7,0.223,,Arizona Veterans Memorial Coliseum,594327,14496
4,5.0,Cleveland Cavaliers*,27.6,57.0,25.0,55,27,5.45,-0.11,5.34,113.9,108.2,5.7,95.0,0.322,0.101,0.557,,0.506,11.8,30.5,0.259,,0.483,12.3,66.5,0.174,,Coliseum at Richfield,677408,16522
5,6.0,New York Knicks*,27.3,51.0,31.0,52,30,3.89,-0.22,3.67,108.3,104.2,4.1,92.9,0.295,0.089,0.531,,0.491,13.7,34.6,0.216,,0.471,14.0,71.1,0.248,,Madison Square Garden (IV),726608,17722
6,7.0,Boston Celtics*,29.2,51.0,31.0,51,31,3.62,-0.21,3.41,110.8,107.0,3.8,95.8,0.266,0.05,0.544,,0.5,12.7,31.9,0.215,,0.469,11.9,68.7,0.22,,Boston Garden,610776,14885
7,8.0,Golden State Warriors*,25.5,55.0,27.0,50,32,3.9,-0.14,3.77,113.6,109.9,3.7,103.4,0.351,0.103,0.568,,0.524,13.6,31.8,0.262,,0.499,14.9,64.2,0.256,,Oakland-Alameda County Coliseum Arena,616025,15025
8,9.0,San Antonio Spurs*,27.3,47.0,35.0,50,32,3.32,-0.51,2.81,107.5,104.1,3.4,96.2,0.317,0.057,0.528,,0.485,13.9,34.2,0.233,,0.469,13.5,69.8,0.224,,HemisFair Arena,658337,16057
