,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
98,Rumeal Robinson,Atlanta Hawks,81.0,13.0,5.5,2.7,1.6,0.474,2220.0,14.9,0.503,23.3,2.4,-0.3,1.0,0.4634,82.0,0,0.9878,1992
101,Blue Edwards,Utah Jazz,81.0,12.6,1.7,3.7,1.6,0.545,2283.0,13.7,0.569,19.2,5.2,0.0,1.1,0.6707,82.0,0,0.9878,1992
102,Jerome Kersey,Portland Trail Blazers,77.0,12.6,3.2,8.2,2.4,0.468,2553.0,14.7,0.502,17.8,6.8,1.7,2.4,0.6951,82.0,0,0.939,1992
103,Clifford Robinson,Portland Trail Blazers,82.0,12.4,1.7,5.1,2.3,0.467,2124.0,14.2,0.508,22.1,4.6,-0.2,1.0,0.6951,82.0,0,1.0,1992
104,Gerald Wilkins,New York Knicks,82.0,12.4,2.7,2.5,1.1,0.467,2344.0,12.0,0.491,21.4,4.0,-1.0,0.6,0.622,82.0,0,1.0,1992
106,Craig Ehlo,Cleveland Cavaliers,63.0,12.3,3.8,4.9,1.5,0.504,2016.0,13.8,0.526,18.2,3.8,0.4,1.2,0.6951,82.0,0,0.7683,1992
107,Tim Perry,Phoenix Suns,80.0,12.3,1.7,6.9,2.1,0.525,2483.0,13.8,0.556,17.2,5.7,-0.2,1.1,0.6463,82.0,0,0.9756,1992
108,Alvin Robertson,Milwaukee Bucks,82.0,12.3,4.4,4.3,3.0,0.466,2463.0,15.0,0.5,21.0,3.6,1.6,2.2,0.378,82.0,0,1.0,1992
109,Ken Norman,Los Angeles Clippers,77.0,12.1,1.6,5.8,1.6,0.492,2009.0,15.3,0.505,21.6,4.0,0.0,1.0,0.5488,82.0,0,0.939,1992
111,Johnny Dawkins,Philadelphia 76ers,82.0,12.0,6.9,2.8,1.2,0.457,2815.0,13.3,0.502,18.2,3.6,-1.8,0.2,0.4268,82.0,0,1.0,1992
115,Hot Rod Williams,Cleveland Cavaliers,80.0,11.9,2.5,7.6,3.1,0.503,2432.0,18.6,0.569,16.5,9.2,3.5,3.4,0.6951,82.0,0,0.9756,1992
117,Greg Anderson,Denver Nuggets,82.0,11.5,1.0,11.5,1.9,0.456,2793.0,12.6,0.486,17.1,3.0,-3.4,-1.0,0.2927,82.0,0,1.0,1992
119,Herb Williams,Dallas Mavericks,75.0,11.5,1.3,6.1,1.8,0.432,2040.0,12.6,0.464,21.9,0.8,-2.8,-0.4,0.2683,82.0,0,0.9146,1992
121,Chris Morris,New Jersey Nets,77.0,11.4,2.6,6.4,2.8,0.492,2394.0,14.4,0.531,16.7,4.7,0.8,1.7,0.4878,82.0,0,0.939,1992
122,Thurl Bailey,Minnesota Timberwolves,84.0,11.3,0.9,5.8,1.8,0.44,2104.0,14.5,0.498,21.5,2.6,-2.4,-0.2,0.1829,82.0,0,1.0244,1992
125,Mark Jackson,New York Knicks,81.0,11.3,8.6,3.8,1.6,0.499,2461.0,17.8,0.542,18.7,7.6,3.6,3.5,0.622,82.0,0,0.9878,1992
126,Buck Williams,Portland Trail Blazers,80.0,11.3,1.4,8.8,1.3,0.604,2519.0,15.0,0.651,13.3,9.2,1.2,2.0,0.6951,82.0,0,0.9756,1992
133,Winston Garland,Denver Nuggets,78.0,10.8,5.3,2.4,1.6,0.45,2209.0,13.3,0.505,18.6,2.9,-1.3,0.4,0.2927,82.0,0,0.9512,1992
134,Kevin Duckworth,Portland Trail Blazers,82.0,10.7,1.2,6.1,1.0,0.461,2222.0,10.5,0.497,18.8,3.3,-3.6,-0.9,0.6951,82.0,0,1.0,1992
136,Mark Macon,Denver Nuggets,76.0,10.6,2.2,2.9,2.2,0.377,2304.0,8.3,0.415,19.8,-0.8,-4.4,-1.4,0.2927,82.0,0,0.9268,1992
140,Larry Stewart,Washington Bullets,76.0,10.4,1.6,5.9,1.3,0.514,2229.0,12.9,0.573,15.2,4.7,-1.5,0.3,0.3049,82.0,0,0.9268,1992
143,Terry Davis,Dallas Mavericks,68.0,10.2,0.8,9.9,0.8,0.482,2149.0,12.4,0.528,15.5,3.1,-3.4,-0.8,0.2683,82.0,0,0.8293,1992
148,Sam Mitchell,Minnesota Timberwolves,82.0,10.1,1.1,5.8,1.1,0.425,2151.0,12.0,0.49,18.6,2.3,-3.9,-1.0,0.1829,82.0,0,1.0,1992
151,Tyrone Corbin,Utah Jazz,80.0,9.8,1.8,5.9,1.3,0.481,2207.0,13.6,0.543,15.9,5.6,0.2,1.2,0.6707,82.0,0,0.9756,1992
152,Dennis Rodman,Detroit Pistons,82.0,9.8,2.3,18.7,1.7,0.564,3301.0,17.0,0.574,11.1,12.6,2.8,4.0,0.5854,82.0,0.027,1.0,1992
155,Bill Laimbeer,Detroit Pistons,81.0,9.7,2.0,5.6,1.3,0.492,2234.0,12.6,0.515,16.9,4.9,0.0,1.1,0.5854,82.0,0,0.9878,1992
158,Anthony Bonner,Sacramento Kings,79.0,9.4,1.6,6.1,1.5,0.448,2287.0,10.9,0.484,16.4,1.6,-3.5,-0.8,0.3537,82.0,0,0.9634,1992
159,Gary Payton,Seattle SuperSonics,81.0,9.4,6.2,3.6,2.1,0.453,2549.0,13.1,0.478,16.0,3.9,0.4,1.5,0.5732,82.0,0,0.9878,1992
166,Rodney McCray,Dallas Mavericks,75.0,9.0,2.9,6.2,1.0,0.456,2106.0,12.6,0.491,16.4,2.5,-1.0,0.5,0.2683,82.0,0,0.9146,1992
171,Michael Cage,Seattle SuperSonics,82.0,8.8,1.1,8.9,1.9,0.566,2461.0,15.0,0.583,11.9,7.6,1.3,2.0,0.5732,82.0,0,1.0,1992
173,Buck Johnson,Houston Rockets,80.0,8.6,2.0,3.9,1.5,0.459,2202.0,10.0,0.492,15.8,2.3,-2.7,-0.4,0.5122,82.0,0,0.9756,1992
182,Duane Causwell,Sacramento Kings,80.0,8.0,0.7,7.3,3.3,0.549,2291.0,12.4,0.575,12.3,3.9,-1.9,0.0,0.3537,82.0,0,0.9756,1992
186,David Wingate,Washington Bullets,81.0,7.9,3.0,3.3,1.8,0.466,2127.0,11.5,0.501,15.1,2.4,-0.9,0.6,0.3049,82.0,0,0.9878,1992
188,Gary Grant,Los Angeles Clippers,78.0,7.8,6.9,2.4,2.0,0.475,2049.0,13.4,0.492,16.7,3.0,0.2,1.1,0.5488,82.0,0,0.9512,1992
204,Anthony Mason,New York Knicks,82.0,7.0,1.3,7.0,0.8,0.509,2198.0,11.3,0.558,12.2,5.6,-0.8,0.7,0.622,82.0,0,1.0,1992
218,Charles Oakley,New York Knicks,82.0,6.2,1.6,8.5,1.0,0.522,2309.0,11.3,0.558,10.9,5.7,-0.4,0.9,0.622,82.0,0,1.0,1992
296,Mark Eaton,Utah Jazz,81.0,3.3,0.5,6.1,2.9,0.446,2023.0,9.1,0.478,7.2,3.8,-0.5,0.7,0.6707,82.0,0,0.9878,1992
