,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
17,18.0,Victor Wembanyama,22.0,SAS,C,56.0,47.0,29.3,8.3,16.5,0.504,2.0,5.5,0.356,6.3,10.9,0.579,0.564,5.7,7.0,0.818,1.9,9.2,11.1,3.0,1.0,3.0,2.5,2.6,24.3,AS
18,19.0,Deni Avdija,25.0,POR,SF,56.0,56.0,33.4,7.4,16.2,0.457,2.0,6.1,0.326,5.4,10.0,0.537,0.519,7.4,9.2,0.805,1.2,5.8,7.0,6.8,0.8,0.6,3.9,2.6,24.2,AS
19,20.0,Michael Porter Jr.,27.0,BRK,SF,52.0,52.0,32.5,8.5,18.4,0.463,3.4,9.3,0.363,5.2,9.1,0.567,0.555,3.8,4.4,0.859,1.3,5.7,7.1,3.0,1.1,0.3,2.3,2.2,24.2,
20,21.0,James Harden,36.0,2TM,PG,61.0,61.0,35.0,7.1,16.4,0.434,3.1,8.3,0.371,4.0,8.0,0.499,0.529,6.8,7.7,0.883,0.6,4.3,5.0,8.0,1.1,0.4,3.6,2.0,24.1,
21,21.0,James Harden,36.0,LAC,PG,44.0,44.0,35.4,7.3,17.5,0.419,3.1,8.8,0.347,4.3,8.7,0.492,0.506,7.7,8.5,0.901,0.6,4.2,4.8,8.1,1.3,0.4,3.7,1.9,25.4,
22,21.0,James Harden,36.0,CLE,PG,17.0,17.0,33.8,6.5,13.5,0.485,3.2,7.1,0.45,3.4,6.4,0.523,0.603,4.6,5.7,0.814,0.6,4.6,5.3,7.8,0.8,0.5,3.4,2.2,20.9,
23,22.0,Pascal Siakam,31.0,IND,PF,56.0,56.0,33.5,8.9,18.5,0.484,1.7,4.8,0.36,7.2,13.7,0.527,0.53,4.2,6.2,0.682,1.5,5.1,6.6,3.9,1.1,0.4,2.2,2.4,23.8,AS
24,23.0,Keyonte George,22.0,UTA,PG,54.0,54.0,33.1,7.4,16.3,0.456,2.5,6.7,0.371,5.0,9.6,0.515,0.532,6.2,7.0,0.892,0.4,3.3,3.7,6.1,1.1,0.3,3.1,2.2,23.6,
25,24.0,Austin Reaves,27.0,LAL,SG,45.0,39.0,34.5,7.5,15.2,0.494,2.4,6.5,0.363,5.1,8.7,0.592,0.572,6.2,7.2,0.866,0.7,4.1,4.8,5.5,1.1,0.4,2.9,2.2,23.5,
26,25.0,Jalen Johnson,24.0,ATL,SF,63.0,63.0,35.2,8.4,17.1,0.493,1.6,4.6,0.349,6.8,12.5,0.546,0.54,4.2,5.4,0.78,1.4,8.9,10.4,8.0,1.3,0.5,3.4,2.1,22.7,AS
27,26.0,Norman Powell,32.0,MIA,SG,52.0,50.0,30.1,7.5,15.8,0.473,2.7,7.1,0.384,4.7,8.7,0.545,0.559,4.7,5.7,0.823,0.4,3.2,3.6,2.6,1.2,0.3,2.0,2.2,22.3,AS
28,27.0,Paolo Banchero,23.0,ORL,PF,60.0,60.0,34.9,7.4,16.1,0.46,1.2,3.8,0.309,6.2,12.2,0.507,0.496,6.3,8.1,0.779,1.2,7.3,8.5,5.1,0.7,0.6,3.0,1.9,22.2,
29,28.0,Trey Murphy III,25.0,NOP,SF,63.0,63.0,35.5,7.6,16.0,0.472,3.3,8.6,0.384,4.3,7.4,0.574,0.575,3.4,3.8,0.883,1.0,4.7,5.7,3.8,1.5,0.3,1.8,2.1,21.8,
30,29.0,Brandon Ingram,28.0,TOR,SF,68.0,68.0,34.0,8.0,17.0,0.472,1.8,4.7,0.376,6.2,12.2,0.51,0.525,3.8,4.6,0.818,0.8,4.8,5.6,3.7,0.8,0.7,2.5,2.0,21.6,AS
31,30.0,Tyler Herro,26.0,MIA,SG,24.0,19.0,31.1,7.9,16.3,0.485,2.5,6.5,0.385,5.4,9.8,0.551,0.562,3.3,3.5,0.929,0.5,4.5,5.0,3.9,0.8,0.3,2.0,1.8,21.5,
32,31.0,Shaedon Sharpe,22.0,POR,SG,48.0,42.0,30.0,8.0,17.6,0.456,2.1,6.2,0.34,5.9,11.5,0.518,0.515,3.2,4.0,0.784,1.0,3.4,4.4,2.6,1.4,0.1,3.0,2.0,21.4,
33,32.0,Franz Wagner,24.0,ORL,SF,28.0,26.0,31.8,7.3,15.3,0.479,1.5,4.1,0.365,5.8,11.2,0.521,0.528,5.1,6.2,0.828,1.5,4.3,5.8,3.6,1.1,0.3,1.7,2.3,21.3,
34,33.0,Zion Williamson,25.0,NOP,PF,55.0,48.0,29.7,8.0,13.3,0.598,0.0,0.1,0.25,8.0,13.3,0.6,0.599,5.4,7.5,0.711,2.1,3.7,5.8,3.3,1.0,0.5,2.1,2.3,21.3,
35,34.0,LeBron James,41.0,LAL,SF,50.0,50.0,33.4,8.0,15.6,0.514,1.3,4.3,0.315,6.7,11.3,0.589,0.557,3.8,5.1,0.74,0.8,5.0,5.8,6.8,1.2,0.6,3.0,1.4,21.1,AS
36,35.0,Julius Randle,31.0,MIN,PF,72.0,72.0,33.0,7.3,15.2,0.481,1.4,4.4,0.313,5.9,10.8,0.549,0.526,5.1,6.2,0.814,1.7,5.2,6.8,5.1,1.1,0.2,2.7,2.9,21.0,
37,36.0,Dillon Brooks,30.0,PHO,SF,50.0,50.0,30.6,7.7,17.4,0.44,2.3,6.8,0.343,5.3,10.6,0.502,0.507,3.2,3.8,0.856,0.8,2.9,3.7,1.8,1.0,0.2,1.8,3.3,20.9,
38,37.0,Bam Adebayo,28.0,MIA,C,62.0,62.0,32.2,7.1,15.8,0.447,1.7,5.3,0.326,5.3,10.5,0.508,0.502,4.5,5.8,0.771,2.1,7.8,9.9,2.9,1.2,0.7,1.7,1.8,20.4,
39,38.0,Desmond Bane,27.0,ORL,SG,70.0,70.0,34.2,7.3,15.0,0.487,2.1,5.3,0.39,5.3,9.8,0.539,0.556,3.7,4.0,0.926,1.2,2.9,4.2,4.2,1.0,0.4,2.0,3.1,20.4,
40,39.0,Anthony Davis,32.0,DAL,PF,20.0,20.0,31.3,8.5,16.7,0.506,0.5,1.9,0.27,8.0,14.9,0.535,0.521,3.0,4.1,0.728,3.1,8.0,11.1,2.8,1.1,1.7,2.1,2.1,20.4,
41,40.0,Brandon Miller,23.0,CHO,SF,54.0,54.0,30.1,7.1,16.3,0.433,3.1,8.1,0.388,3.9,8.2,0.477,0.53,3.2,3.6,0.891,1.0,4.0,5.0,3.5,1.1,0.8,2.8,2.8,20.4,
42,41.0,Nickeil Alexander-Walker,27.0,ATL,SG,68.0,61.0,33.1,6.8,15.3,0.446,3.1,8.0,0.389,3.7,7.3,0.509,0.548,3.5,3.9,0.899,0.6,2.8,3.4,3.6,1.3,0.5,2.1,2.2,20.3,
43,42.0,Alperen Şengün,23.0,HOU,C,61.0,61.0,33.4,8.0,15.7,0.51,0.5,1.8,0.28,7.5,13.9,0.539,0.526,3.7,5.4,0.685,3.0,5.9,8.9,6.1,1.2,1.0,3.3,3.2,20.2,AS
44,43.0,Karl-Anthony Towns,30.0,NYK,C,67.0,67.0,31.1,6.9,13.9,0.494,1.6,4.2,0.366,5.3,9.7,0.55,0.55,4.9,5.7,0.854,3.1,8.8,12.0,2.9,0.9,0.6,2.5,3.5,20.2,AS
45,44.0,Cooper Flagg,19.0,DAL,SF,59.0,59.0,33.7,7.7,16.4,0.469,1.0,3.4,0.284,6.7,13.0,0.517,0.498,3.7,4.6,0.806,1.2,5.4,6.7,4.5,1.1,0.9,2.3,2.1,20.1,
46,45.0,Jimmy Butler,36.0,GSW,SF,38.0,38.0,31.1,6.3,12.2,0.519,0.8,2.2,0.376,5.5,9.9,0.552,0.554,6.5,7.6,0.864,2.3,3.2,5.6,4.9,1.4,0.2,1.6,1.2,20.0,
47,46.0,Ty Jerome,28.0,MEM,SG,14.0,14.0,22.5,6.9,14.3,0.48,2.8,6.6,0.419,4.1,7.6,0.533,0.578,3.4,3.9,0.87,0.8,2.1,2.9,5.8,1.0,0.2,1.8,2.0,19.9,
48,47.0,LaMelo Ball,24.0,CHO,PG,61.0,58.0,27.6,6.9,17.1,0.405,3.6,9.8,0.367,3.3,7.3,0.456,0.511,2.2,2.5,0.893,0.9,3.9,4.8,7.1,1.2,0.2,2.8,2.7,19.7,
49,48.0,Ja Morant,26.0,MEM,PG,20.0,20.0,28.5,6.6,16.1,0.41,1.0,4.3,0.235,5.6,11.9,0.473,0.441,5.3,5.9,0.897,0.4,2.9,3.3,8.1,1.0,0.3,3.6,2.0,19.5,
50,49.0,Jaren Jackson Jr.,26.0,2TM,C,48.0,48.0,30.3,7.1,15.0,0.476,1.8,4.9,0.357,5.4,10.1,0.533,0.534,3.4,4.2,0.803,0.9,4.8,5.7,2.0,1.1,1.4,2.2,3.7,19.4,
51,49.0,Jaren Jackson Jr.,26.0,MEM,C,45.0,45.0,30.7,7.1,14.9,0.475,1.8,4.9,0.359,5.3,10.0,0.531,0.534,3.3,4.2,0.797,0.9,4.8,5.8,1.9,1.0,1.5,2.2,3.8,19.2,
52,49.0,Jaren Jackson Jr.,26.0,UTA,C,3.0,3.0,24.0,8.0,16.3,0.49,1.7,5.0,0.333,6.3,11.3,0.559,0.541,4.7,5.3,0.875,0.3,4.0,4.3,2.7,2.0,0.3,2.3,3.0,22.3,
53,50.0,Jalen Duren,22.0,DET,C,60.0,60.0,27.7,7.4,11.6,0.642,0.0,0.0,,7.4,11.6,0.642,0.642,4.3,5.9,0.73,3.8,6.7,10.5,1.7,0.9,0.8,1.7,2.8,19.2,AS
54,51.0,Zach LaVine,30.0,SAC,SG,39.0,37.0,31.4,6.7,14.0,0.479,2.5,6.5,0.39,4.2,7.5,0.556,0.569,3.2,3.6,0.88,0.2,2.6,2.8,2.3,0.7,0.3,1.9,2.1,19.2,
55,52.0,Kon Knueppel,20.0,CHO,SF,70.0,69.0,31.6,6.5,13.4,0.488,3.5,8.0,0.434,3.1,5.4,0.568,0.617,2.6,3.0,0.87,1.2,4.1,5.3,3.4,0.7,0.2,2.0,2.2,19.1,
56,53.0,Jayson Tatum,27.0,BOS,PF,8.0,8.0,29.8,6.8,17.4,0.388,2.8,9.4,0.293,4.0,8.0,0.5,0.468,2.9,3.4,0.852,0.9,8.0,8.9,3.3,1.1,0.0,1.9,1.4,19.1,
57,54.0,Kennedy Chandler,23.0,UTA,PG,1.0,0.0,37.0,5.0,13.0,0.385,2.0,4.0,0.5,3.0,9.0,0.333,0.462,7.0,7.0,1.0,0.0,5.0,5.0,4.0,1.0,0.0,0.0,2.0,19.0,
58,55.0,De'Aaron Fox,28.0,SAS,PG,62.0,62.0,31.3,7.2,14.7,0.487,1.9,5.5,0.343,5.3,9.1,0.575,0.552,2.7,3.6,0.762,0.6,3.2,3.8,6.3,1.2,0.3,2.3,2.3,19.0,AS
59,56.0,Darius Garland,26.0,2TM,PG,35.0,33.0,30.0,6.9,14.9,0.462,2.7,6.7,0.4,4.2,8.2,0.512,0.552,2.4,2.8,0.857,0.5,1.9,2.4,6.9,0.9,0.1,2.9,1.7,18.9,
60,56.0,Darius Garland,26.0,CLE,PG,26.0,26.0,30.5,6.5,14.5,0.451,2.3,6.3,0.36,4.3,8.2,0.521,0.529,2.6,3.0,0.861,0.5,2.0,2.4,6.9,0.8,0.1,2.8,1.8,18.0,
61,56.0,Darius Garland,26.0,LAC,PG,9.0,7.0,28.6,7.9,16.1,0.49,3.9,7.9,0.493,4.0,8.2,0.486,0.61,1.8,2.1,0.842,0.4,1.9,2.3,7.0,1.1,0.1,3.1,1.3,21.4,
62,57.0,RJ Barrett,25.0,TOR,SF,46.0,46.0,30.1,6.9,14.0,0.496,1.7,5.0,0.345,5.2,9.0,0.58,0.558,3.3,4.7,0.71,0.9,4.5,5.4,3.2,0.8,0.3,1.7,2.5,18.9,
63,58.0,CJ McCollum,34.0,2TM,PG,66.0,50.0,29.7,6.8,15.0,0.455,2.5,6.7,0.368,4.4,8.4,0.524,0.536,2.6,3.3,0.779,0.8,2.6,3.4,3.7,0.8,0.4,1.8,1.8,18.7,
64,58.0,CJ McCollum,34.0,WAS,SG,35.0,35.0,30.9,6.9,15.1,0.454,2.7,7.0,0.393,4.1,8.1,0.505,0.544,2.3,2.9,0.804,0.7,2.9,3.5,3.6,0.7,0.3,1.7,2.1,18.8,
65,58.0,CJ McCollum,34.0,ATL,PG,31.0,15.0,28.4,6.8,14.9,0.456,2.1,6.3,0.337,4.7,8.6,0.543,0.527,2.8,3.7,0.757,0.9,2.3,3.2,3.7,0.9,0.6,1.9,1.6,18.5,
66,59.0,Dejounte Murray,29.0,NOP,PG,10.0,10.0,27.6,6.9,13.1,0.527,1.7,5.0,0.34,5.2,8.1,0.642,0.592,3.2,3.8,0.842,0.3,4.8,5.1,6.2,1.6,0.2,3.5,2.5,18.7,
67,60.0,Scottie Barnes,24.0,TOR,PF,68.0,68.0,34.1,7.3,14.5,0.501,0.9,3.0,0.294,6.4,11.5,0.555,0.531,3.2,3.8,0.833,2.0,5.8,7.8,5.4,1.4,1.5,2.6,2.8,18.6,AS
68,61.0,Jerami Grant,31.0,POR,PF,55.0,36.0,29.9,5.8,12.8,0.453,2.4,6.1,0.387,3.5,6.7,0.514,0.545,4.6,5.6,0.816,0.9,2.6,3.5,2.2,0.7,0.6,2.1,2.5,18.6,
69,62.0,Bennedict Mathurin,23.0,2TM,SF,44.0,25.0,31.2,5.8,13.4,0.433,1.6,4.9,0.319,4.2,8.5,0.499,0.492,5.4,6.1,0.874,1.0,4.6,5.6,2.3,0.8,0.3,2.2,2.8,18.5,
70,62.0,Bennedict Mathurin,23.0,IND,SF,28.0,24.0,31.8,5.5,12.8,0.433,2.1,5.6,0.372,3.5,7.2,0.48,0.514,4.6,5.2,0.884,0.8,4.6,5.4,2.3,0.6,0.1,2.3,2.7,17.8,
71,62.0,Bennedict Mathurin,23.0,LAC,SF,16.0,1.0,30.1,6.3,14.4,0.433,0.7,3.8,0.183,5.6,10.7,0.52,0.457,6.7,7.8,0.863,1.3,4.6,5.9,2.3,1.1,0.4,2.1,2.9,19.9,
72,63.0,DeMar DeRozan,36.0,SAC,PF,71.0,71.0,31.5,6.4,12.9,0.497,0.6,1.9,0.314,5.8,11.0,0.529,0.521,4.9,5.7,0.866,0.4,2.5,2.9,4.1,1.1,0.3,1.3,2.0,18.4,
73,64.0,Evan Mobley,24.0,CLE,PF,56.0,54.0,32.4,7.2,13.5,0.534,1.1,3.6,0.302,6.1,9.9,0.618,0.574,2.8,4.6,0.602,2.4,6.5,8.9,3.6,0.8,1.9,1.9,2.5,18.3,
74,65.0,Amen Thompson,23.0,HOU,PG,68.0,68.0,37.1,6.9,13.3,0.523,0.4,1.6,0.226,6.6,11.7,0.562,0.536,3.8,4.8,0.775,3.0,4.9,7.9,5.3,1.5,0.6,2.5,2.2,18.0,
75,66.0,Trae Young,27.0,2TM,PG,15.0,15.0,25.6,5.4,11.8,0.458,1.8,5.3,0.338,3.6,6.5,0.557,0.534,5.3,6.5,0.825,0.3,1.7,2.0,8.0,0.9,0.1,2.6,2.2,17.9,
76,66.0,Trae Young,27.0,ATL,PG,10.0,10.0,28.0,5.6,13.5,0.415,1.8,5.9,0.305,3.8,7.6,0.5,0.481,6.3,7.3,0.863,0.0,1.5,1.5,8.9,1.0,0.1,2.6,2.0,19.3,
77,66.0,Trae Young,27.0,WAS,PG,5.0,5.0,20.8,5.0,8.4,0.595,1.8,4.2,0.429,3.2,4.2,0.762,0.702,3.4,4.8,0.708,0.8,2.2,3.0,6.2,0.6,0.2,2.6,2.6,15.2,
78,67.0,Coby White,25.0,2TM,SG,40.0,26.0,26.5,5.6,12.9,0.436,2.3,6.7,0.348,3.3,6.2,0.53,0.526,4.0,5.0,0.813,0.3,3.3,3.6,4.5,0.6,0.1,2.7,2.4,17.6,
79,67.0,Coby White,25.0,CHI,SG,29.0,26.0,29.1,5.9,13.6,0.438,2.5,7.2,0.346,3.4,6.4,0.541,0.529,4.3,5.3,0.805,0.2,3.5,3.7,4.7,0.7,0.1,3.0,2.4,18.6,
80,67.0,Coby White,25.0,CHO,SG,11.0,0.0,19.8,4.8,11.2,0.431,1.9,5.4,0.356,2.9,5.8,0.5,0.516,3.4,4.0,0.841,0.4,2.7,3.1,3.8,0.4,0.3,1.9,2.1,14.9,
81,68.0,Josh Giddey,23.0,CHI,PG,48.0,45.0,31.9,6.2,13.6,0.455,2.0,5.2,0.375,4.2,8.3,0.505,0.527,3.3,4.3,0.758,1.3,7.1,8.3,9.0,1.1,0.4,3.6,1.7,17.6,
82,69.0,Jalen Green,23.0,PHO,SG,24.0,19.0,26.1,6.6,16.4,0.405,2.3,7.5,0.306,4.3,8.9,0.488,0.475,2.0,2.8,0.742,0.5,3.1,3.5,2.8,1.1,0.1,2.2,1.1,17.6,
83,70.0,Jalen Williams,24.0,OKC,SG,26.0,26.0,29.0,6.7,14.0,0.479,0.8,2.5,0.313,6.0,11.6,0.515,0.507,3.3,3.9,0.833,0.7,4.0,4.7,5.4,1.3,0.3,1.9,2.1,17.5,
84,71.0,Saddiq Bey,26.0,NOP,SF,65.0,57.0,31.1,6.0,13.2,0.449,2.0,5.7,0.351,4.0,7.6,0.523,0.525,3.5,4.1,0.848,1.7,4.0,5.7,2.6,0.9,0.1,0.9,1.2,17.4,
85,72.0,Kevin Porter Jr.,25.0,MIL,PG,38.0,36.0,33.2,6.3,13.5,0.465,1.2,3.8,0.322,5.1,9.8,0.52,0.51,3.6,4.1,0.878,0.9,4.3,5.2,7.4,2.2,0.5,2.9,2.3,17.4,
86,73.0,Miles Bridges,27.0,CHO,PF,66.0,66.0,31.6,6.3,13.9,0.449,2.0,6.1,0.332,4.2,7.8,0.541,0.522,2.8,3.4,0.827,0.9,4.9,5.8,3.3,0.6,0.5,1.5,1.7,17.3,
87,74.0,Derrick White,31.0,BOS,SG,68.0,68.0,34.3,6.0,15.1,0.396,2.8,8.7,0.325,3.1,6.4,0.491,0.489,2.5,2.8,0.901,1.1,3.4,4.5,5.5,1.2,1.4,1.8,1.6,17.3,
88,75.0,Grayson Allen,30.0,PHO,SG,44.0,26.0,29.8,5.5,13.5,0.407,3.3,9.3,0.354,2.2,4.3,0.521,0.528,2.9,3.4,0.859,0.7,2.3,3.0,4.1,1.4,0.3,1.6,2.2,17.2,
89,76.0,Chet Holmgren,23.0,OKC,PF,61.0,61.0,29.3,6.3,11.5,0.554,1.2,3.5,0.344,5.1,7.9,0.647,0.607,3.3,4.2,0.797,1.9,7.1,9.0,1.7,0.6,1.9,1.6,2.3,17.2,AS
90,77.0,Andrew Nembhard,26.0,IND,PG,53.0,53.0,31.1,5.9,13.4,0.444,1.9,5.2,0.365,4.1,8.2,0.493,0.514,3.4,4.2,0.815,0.4,2.3,2.8,7.2,0.9,0.1,2.4,2.1,17.2,
91,78.0,Immanuel Quickley,26.0,TOR,PG,67.0,67.0,32.4,5.9,13.2,0.445,2.6,6.9,0.374,3.3,6.3,0.523,0.543,2.5,3.1,0.821,0.5,3.5,4.1,6.0,1.3,0.1,1.5,2.0,16.9,
92,79.0,Ryan Rollins,23.0,MIL,PG,68.0,61.0,32.2,6.4,13.6,0.472,2.5,6.0,0.413,3.9,7.6,0.518,0.563,1.6,2.1,0.773,0.8,3.9,4.6,5.6,1.5,0.4,2.6,2.7,16.9,
93,80.0,OG Anunoby,28.0,NYK,PF,58.0,58.0,33.0,5.9,12.1,0.489,2.2,5.7,0.377,3.7,6.3,0.59,0.578,2.8,3.4,0.812,1.3,3.9,5.2,2.2,1.6,0.7,2.0,2.4,16.7,
94,81.0,Aaron Gordon,30.0,DEN,PF,30.0,27.0,27.5,5.6,11.3,0.5,1.8,4.4,0.406,3.8,6.8,0.561,0.58,3.6,4.6,0.781,1.3,4.6,5.9,2.5,0.6,0.3,1.0,1.5,16.6,
95,82.0,Payton Pritchard,28.0,BOS,PG,69.0,49.0,32.5,6.3,13.8,0.455,2.6,7.1,0.359,3.7,6.6,0.558,0.548,1.6,1.8,0.877,0.8,3.2,4.0,5.3,0.8,0.1,1.3,1.4,16.6,
96,83.0,Kristaps Porziņģis,30.0,2TM,C,24.0,15.0,23.1,5.4,12.0,0.446,1.7,5.0,0.339,3.7,7.0,0.524,0.517,4.0,4.8,0.828,1.2,3.6,4.8,2.6,0.6,1.5,1.0,2.8,16.5,
97,83.0,Kristaps Porziņģis,30.0,ATL,C,17.0,12.0,24.3,5.6,12.4,0.457,1.8,5.1,0.36,3.8,7.3,0.524,0.531,4.0,4.8,0.84,1.2,3.9,5.1,2.7,0.5,1.3,0.9,3.2,17.1,
98,83.0,Kristaps Porziņģis,30.0,GSW,C,7.0,3.0,20.3,4.7,11.3,0.418,1.4,5.0,0.286,3.3,6.3,0.523,0.481,4.0,5.0,0.8,1.0,2.9,3.9,2.3,0.9,2.0,1.3,1.9,14.9,
99,84.0,Stephon Castle,21.0,SAS,PG,59.0,58.0,29.8,5.6,12.1,0.465,1.1,3.6,0.314,4.5,8.5,0.528,0.511,4.1,5.6,0.735,1.3,3.7,5.0,7.1,1.2,0.3,3.1,3.3,16.5,
100,85.0,Alex Sarr,20.0,WAS,C,47.0,47.0,27.3,6.7,13.7,0.485,1.0,3.1,0.336,5.6,10.6,0.528,0.522,2.1,3.1,0.694,2.2,5.2,7.4,2.7,0.8,2.0,1.7,2.1,16.5,
101,86.0,Matas Buzelis,21.0,CHI,PF,69.0,69.0,29.0,5.7,12.3,0.466,2.2,6.3,0.359,3.5,6.0,0.578,0.558,2.4,3.1,0.779,1.0,4.6,5.6,2.0,0.7,1.5,2.0,2.3,16.1,
102,87.0,Paul George,35.0,PHI,PF,27.0,27.0,30.5,5.6,13.1,0.424,2.4,6.4,0.382,3.1,6.7,0.464,0.517,2.4,2.8,0.855,0.5,4.6,5.1,3.7,1.5,0.5,1.6,2.2,16.0,
103,88.0,Jrue Holiday,35.0,POR,PG,43.0,41.0,29.0,6.0,13.1,0.456,2.4,6.5,0.374,3.6,6.7,0.535,0.548,1.6,2.0,0.81,1.3,3.1,4.4,6.3,1.1,0.1,2.7,1.5,16.0,
104,89.0,Andrew Wiggins,30.0,MIA,SF,57.0,57.0,31.0,6.0,12.6,0.474,2.0,5.0,0.399,4.0,7.7,0.523,0.553,1.9,2.4,0.788,1.8,3.3,5.1,2.8,1.1,1.0,1.6,2.2,15.9,
105,90.0,Domantas Sabonis,29.0,SAC,C,19.0,15.0,29.7,6.3,11.6,0.543,0.3,1.4,0.185,6.1,10.2,0.593,0.554,2.9,4.1,0.727,3.4,8.0,11.4,4.1,0.9,0.2,2.7,3.5,15.8,
106,91.0,VJ Edgecombe,20.0,PHI,SG,64.0,64.0,35.0,5.9,13.7,0.429,1.9,5.6,0.345,3.9,8.1,0.486,0.499,2.1,2.5,0.826,1.7,4.0,5.7,4.0,1.4,0.6,1.8,3.0,15.7,
107,92.0,Nikola Vučević,35.0,2TM,C,60.0,49.0,29.0,6.4,12.8,0.496,1.6,4.3,0.373,4.8,8.6,0.557,0.558,1.3,1.5,0.835,2.0,6.6,8.6,3.4,0.6,0.7,1.3,2.0,15.6,
