,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Denver Nuggets,72,242.8,42.9,87.0,0.494,13.9,35.3,0.392,29.1,51.6,0.563,21.1,26.1,0.806,9.5,33.8,43.3,28.5,6.9,3.9,13.0,19.0,120.8
1,2.0,Miami Heat,71,240.4,43.5,93.6,0.465,13.4,37.3,0.358,30.2,56.3,0.536,19.9,25.2,0.791,12.1,34.7,46.8,28.7,9.0,4.2,13.8,19.0,120.3
2,3.0,Cleveland Cavaliers,71,241.1,43.1,90.4,0.477,14.5,40.3,0.36,28.6,50.1,0.572,18.2,23.6,0.772,12.0,32.5,44.5,28.3,8.6,5.2,14.1,19.8,119.0
3,4.0,San Antonio Spurs,71,240.4,43.0,89.4,0.481,13.6,37.8,0.359,29.4,51.5,0.57,19.5,24.9,0.784,11.2,35.4,46.6,27.6,7.5,5.5,13.5,19.1,119.0
4,5.0,Oklahoma City Thunder,71,242.1,42.9,89.0,0.481,13.5,37.7,0.36,29.3,51.4,0.571,19.4,23.7,0.82,9.5,34.5,44.1,25.5,9.7,5.5,12.6,19.1,118.7
5,6.0,Minnesota Timberwolves,72,241.0,42.7,88.1,0.484,13.8,37.0,0.372,28.9,51.1,0.565,19.3,25.7,0.751,11.2,33.4,44.6,26.2,8.7,5.7,14.9,21.2,118.4
6,7.0,Atlanta Hawks,71,240.7,43.4,91.8,0.473,14.3,39.0,0.367,29.1,52.7,0.552,16.7,21.6,0.775,10.7,32.6,43.4,30.3,9.4,4.7,14.3,19.6,117.9
7,8.0,Detroit Pistons,70,241.1,43.2,89.9,0.48,10.8,31.2,0.348,32.3,58.7,0.551,20.2,26.5,0.759,13.3,32.5,45.8,27.1,10.5,6.3,15.0,22.2,117.4
8,9.0,Utah Jazz,71,242.1,42.0,90.4,0.465,12.9,37.4,0.347,29.0,53.0,0.548,20.4,25.6,0.798,12.0,31.8,43.8,29.4,8.7,3.7,15.6,21.6,117.3
9,10.0,New York Knicks,72,241.0,42.8,90.1,0.475,14.5,38.8,0.374,28.3,51.3,0.551,17.1,21.7,0.789,12.9,33.4,46.3,27.5,8.1,4.0,13.8,20.1,117.2
