,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics,71,240.7,38.2,86.7,0.441,13.9,39.1,0.357,24.3,47.6,0.51,16.6,21.3,0.777,11.0,30.7,41.8,24.8,6.2,4.2,12.6,18.4,107.0
1,2.0,Oklahoma City Thunder,71,242.1,38.3,88.2,0.434,14.2,39.0,0.365,24.1,49.3,0.489,16.7,22.3,0.747,12.0,33.5,45.4,24.8,7.5,4.3,16.9,21.0,107.5
2,3.0,Detroit Pistons,70,241.1,37.6,84.9,0.443,12.7,36.5,0.349,24.9,48.4,0.513,21.6,27.2,0.795,11.3,29.6,40.9,23.3,8.7,5.9,17.1,21.6,109.5
3,4.0,Houston Rockets,70,242.9,40.4,87.8,0.461,12.4,35.3,0.352,28.0,52.5,0.534,16.7,22.2,0.751,11.4,28.1,39.5,24.6,9.2,4.6,13.5,20.0,109.9
4,5.0,New York Knicks,72,241.0,39.4,86.1,0.457,13.8,38.5,0.358,25.6,47.6,0.537,17.8,22.9,0.779,10.0,31.0,40.9,24.8,7.4,4.5,14.4,19.5,110.4
5,6.0,Phoenix Suns,72,241.0,40.1,85.3,0.47,12.1,35.2,0.345,28.0,50.1,0.559,18.6,23.8,0.783,11.9,31.8,43.7,24.7,7.9,4.6,16.3,18.7,111.0
6,7.0,San Antonio Spurs,71,240.4,41.0,90.8,0.451,13.0,36.5,0.356,28.0,54.4,0.516,16.7,21.1,0.79,10.5,32.4,42.9,26.2,7.7,4.5,13.1,20.4,111.7
7,8.0,Toronto Raptors,70,241.4,40.2,86.2,0.467,12.8,36.3,0.353,27.4,50.0,0.549,18.8,23.8,0.79,11.0,32.3,43.3,24.5,8.0,5.2,15.9,19.6,112.1
8,9.0,Charlotte Hornets,71,241.1,41.2,88.2,0.467,12.8,35.8,0.358,28.4,52.4,0.542,16.8,20.9,0.806,10.2,29.3,39.5,26.3,8.4,4.5,12.7,19.9,112.1
9,10.0,Los Angeles Clippers,71,241.4,41.1,87.6,0.469,13.4,36.4,0.367,27.7,51.2,0.542,17.5,22.0,0.796,11.5,30.6,42.1,26.2,8.5,4.6,14.1,20.0,113.0
10,11.0,Orlando Magic,70,242.1,41.5,87.7,0.473,11.8,33.8,0.35,29.7,53.9,0.551,19.4,25.0,0.776,10.8,33.1,43.8,25.0,7.9,5.4,14.9,21.5,114.3
11,12.0,Minnesota Timberwolves,72,241.0,41.3,89.8,0.46,12.4,34.9,0.357,28.8,54.9,0.525,19.5,25.1,0.778,11.6,31.6,43.2,25.9,8.5,3.8,14.8,20.7,114.5
12,13.0,Golden State Warriors,71,241.4,42.1,88.6,0.475,12.6,35.7,0.352,29.5,52.9,0.558,17.9,22.2,0.807,11.9,33.1,45.0,26.7,8.7,4.2,16.0,18.3,114.6
13,14.0,Cleveland Cavaliers,71,241.1,41.2,89.0,0.463,13.9,37.6,0.368,27.3,51.4,0.532,18.5,23.4,0.79,11.4,32.2,43.6,26.8,8.6,4.5,15.4,20.5,114.7
14,15.0,Los Angeles Lakers,71,240.4,42.5,87.9,0.484,12.9,36.4,0.354,29.6,51.5,0.575,17.0,21.4,0.796,10.8,30.3,41.1,27.5,8.8,3.5,14.7,21.2,114.9
15,16.0,Brooklyn Nets,71,241.1,42.0,85.2,0.493,12.4,32.7,0.379,29.7,52.5,0.564,19.0,24.3,0.782,10.4,32.9,43.2,27.4,9.3,5.2,14.1,19.5,115.5
16,17.0,Philadelphia 76ers,71,242.8,41.8,89.1,0.469,13.3,37.4,0.357,28.5,51.7,0.55,19.3,24.5,0.787,12.0,33.0,44.9,27.7,7.3,5.3,15.7,20.3,116.1
17,18.0,Milwaukee Bucks,70,241.1,41.4,88.2,0.469,14.8,39.9,0.37,26.6,48.3,0.551,18.7,24.1,0.776,11.2,33.6,44.9,27.8,8.3,4.1,13.1,17.9,116.2
18,19.0,Denver Nuggets,72,242.8,42.6,90.9,0.469,13.4,38.6,0.348,29.2,52.3,0.557,17.8,23.1,0.77,11.3,31.6,42.8,27.4,8.0,4.8,12.0,21.6,116.4
19,20.0,Atlanta Hawks,71,240.7,42.5,89.6,0.474,13.1,36.7,0.357,29.4,52.9,0.554,18.5,23.4,0.792,11.3,34.4,45.7,26.7,8.6,4.9,16.1,18.5,116.5
