,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics,64,240.8,38.1,86.7,0.44,14.0,38.8,0.36,24.1,47.9,0.504,16.7,21.4,0.779,11.2,30.7,41.9,24.8,6.1,4.2,12.6,18.3,106.9
1,2.0,Oklahoma City Thunder,65,242.3,38.4,88.3,0.435,14.2,38.9,0.365,24.2,49.4,0.491,16.5,22.2,0.744,12.1,33.5,45.6,25.0,7.6,4.4,17.0,21.0,107.6
2,3.0,Detroit Pistons,63,241.2,37.5,85.1,0.441,12.8,36.6,0.349,24.8,48.5,0.511,22.0,27.6,0.797,11.4,30.0,41.4,23.5,8.9,5.9,17.0,21.7,109.8
3,4.0,Houston Rockets,63,243.2,40.4,88.2,0.458,12.4,35.3,0.351,28.0,52.9,0.529,16.7,22.2,0.752,11.6,28.0,39.7,24.5,9.2,4.6,13.5,20.0,109.9
4,5.0,New York Knicks,65,241.2,39.3,86.0,0.457,13.6,38.5,0.354,25.7,47.5,0.54,18.4,23.7,0.777,10.0,31.3,41.3,24.6,7.2,4.5,14.4,19.4,110.6
5,6.0,Phoenix Suns,64,241.2,40.2,85.8,0.468,12.0,35.3,0.341,28.1,50.5,0.557,18.7,23.8,0.782,12.2,32.0,44.2,24.6,8.0,4.5,16.4,18.7,111.0
6,7.0,San Antonio Spurs,64,240.4,41.0,91.0,0.451,12.8,36.1,0.355,28.2,54.8,0.514,16.7,21.2,0.788,10.8,32.5,43.3,26.1,7.8,4.5,13.4,20.6,111.5
7,8.0,Toronto Raptors,63,241.6,40.0,86.4,0.463,12.8,36.8,0.347,27.3,49.7,0.549,18.9,23.8,0.795,11.0,32.5,43.5,24.6,8.0,5.3,16.0,19.5,111.7
8,9.0,Los Angeles Clippers,63,241.2,40.7,87.6,0.464,13.5,36.7,0.367,27.2,50.9,0.535,17.4,22.0,0.794,11.3,30.5,41.8,26.0,8.7,4.7,13.7,19.9,112.2
9,10.0,Charlotte Hornets,65,241.2,41.4,88.3,0.469,12.9,35.7,0.362,28.5,52.6,0.542,16.8,20.9,0.804,10.2,29.3,39.5,26.5,8.5,4.5,12.6,19.8,112.5
