,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
241,190.0,Ted McClain,31.0,BUF,PG,41.0,,727.0,10.5,0.501,0.342,1.6,9.4,5.5,22.6,2.7,0.1,24.3,15.4,0.0,0.5,0.5,0.035,-2.9,0.5,-2.4,-0.1,
242,190.0,Ted McClain,31.0,PHI,PG,29.0,0.0,293.0,9.3,0.453,0.104,3.2,9.3,6.4,15.0,2.4,0.7,18.0,15.8,-0.1,0.3,0.3,0.041,-2.8,0.7,-2.1,0.0,
243,191.0,Glen Gondrezick,22.0,NYK,SF,72.0,,1017.0,10.1,0.44,0.357,9.5,15.8,12.7,9.9,2.4,0.9,17.3,17.7,-0.2,1.1,0.9,0.044,-3.1,0.1,-2.9,-0.2,
244,192.0,Kevin Stacom,26.0,BOS,SG,55.0,,1006.0,12.0,0.452,0.147,2.7,7.9,5.4,16.3,1.3,0.2,11.8,22.5,0.1,0.7,0.8,0.038,-1.3,-1.0,-2.3,-0.1,
245,193.0,Mack Calvin,30.0,DEN,PG,77.0,,988.0,14.0,0.551,0.619,1.2,7.3,4.4,20.1,2.1,0.3,20.3,20.6,1.2,0.7,1.8,0.09,-0.8,-0.9,-1.6,0.1,
246,194.0,Mike Flynn,24.0,IND,PG,71.0,4.0,955.0,11.6,0.476,0.363,4.7,7.3,6.0,19.6,1.9,0.5,19.5,15.1,0.3,0.6,0.8,0.042,-0.6,-0.1,-0.7,0.3,
247,195.0,Mike Glenn,22.0,BUF,SG,56.0,,947.0,14.3,0.553,0.176,1.6,7.3,4.5,12.6,1.7,0.3,11.1,18.9,1.5,0.4,1.9,0.096,-0.4,-0.3,-0.6,0.3,
248,196.0,Larry McNeill,27.0,2TM,PF,46.0,,940.0,15.3,0.542,0.492,9.2,13.8,11.5,7.3,0.9,0.6,13.4,21.2,1.8,0.5,2.3,0.117,0.4,-1.5,-1.1,0.2,
249,196.0,Larry McNeill,27.0,GSW,PF,9.0,,67.0,6.5,0.512,1.056,3.0,18.6,10.6,3.7,0.0,0.8,21.0,19.5,0.0,0.1,0.1,0.036,-4.7,-0.5,-5.2,-0.1,
250,196.0,Larry McNeill,27.0,BUF,PF,37.0,,873.0,16.0,0.543,0.462,9.6,13.4,11.5,7.5,0.9,0.6,12.9,21.4,1.8,0.4,2.2,0.123,0.8,-1.6,-0.8,0.3,
251,197.0,Phil Chenier,27.0,WSB,SG,36.0,,937.0,14.8,0.497,0.306,1.6,9.2,5.4,11.3,1.7,0.5,11.6,23.2,1.0,0.8,1.8,0.091,-0.3,-0.1,-0.4,0.4,
252,198.0,Greg Ballard,23.0,WSB,SF,76.0,,936.0,14.1,0.484,0.341,10.7,17.5,14.1,8.8,1.4,0.7,14.3,18.0,1.0,1.1,2.0,0.104,0.0,-0.1,-0.1,0.5,
253,199.0,Mike Bratz,22.0,PHO,PG,80.0,,933.0,9.5,0.44,0.172,4.6,8.2,6.3,17.1,1.8,0.3,17.3,20.5,-0.6,1.0,0.4,0.022,-3.2,-0.7,-4.0,-0.5,
254,200.0,Tony Robertson,22.0,ATL,SG,63.0,,929.0,10.6,0.461,0.139,1.7,6.7,4.1,16.8,3.7,0.3,17.9,21.3,-0.7,1.2,0.5,0.024,-3.5,1.2,-2.3,-0.1,
255,201.0,Mark Landsberger,22.0,CHI,PF,62.0,,926.0,14.5,0.539,0.625,13.0,22.4,17.7,6.3,1.1,0.4,17.7,16.9,1.1,0.8,1.9,0.1,0.5,-1.6,-1.1,0.2,
256,202.0,Curtis Rowe,28.0,BOS,PF,51.0,,911.0,9.7,0.5,0.326,8.5,14.1,11.3,6.6,0.7,0.4,19.6,16.5,0.2,0.7,0.9,0.046,-2.1,-1.0,-3.1,-0.2,
257,203.0,Gus Gerard,24.0,2TM,SF,57.0,,890.0,13.2,0.469,0.273,6.6,12.2,9.5,8.5,1.8,1.4,12.1,21.7,0.5,0.8,1.3,0.068,-1.4,-0.3,-1.7,0.1,
258,203.0,Gus Gerard,24.0,BUF,SF,10.0,,85.0,13.5,0.461,0.375,7.6,10.0,8.8,15.7,1.1,1.8,13.1,25.2,0.0,0.0,0.1,0.046,-2.6,-0.4,-2.9,0.0,
259,203.0,Gus Gerard,24.0,DET,SF,47.0,,805.0,13.2,0.47,0.262,6.5,12.4,9.5,7.8,1.9,1.4,12.0,21.4,0.4,0.8,1.2,0.07,-1.2,-0.3,-1.6,0.1,
260,204.0,Bayard Forrest,23.0,PHO,C,64.0,,887.0,12.2,0.478,0.433,9.6,19.6,14.5,17.8,1.1,2.0,22.9,15.4,0.1,1.3,1.4,0.077,-1.3,1.2,-0.1,0.4,
261,205.0,Tom LaGarde,22.0,DEN,C,77.0,,868.0,8.2,0.505,0.633,9.2,15.9,12.7,6.9,0.9,1.0,25.0,17.8,-0.3,0.7,0.4,0.024,-4.1,-1.3,-5.5,-0.8,
262,206.0,Kim Hughes,25.0,NJN,C,56.0,,854.0,6.8,0.356,0.181,10.3,17.3,13.6,5.4,2.5,3.0,24.8,9.9,-1.0,1.3,0.4,0.021,-4.8,2.0,-2.8,-0.2,
263,207.0,Ricky Marsh,23.0,GSW,SG,60.0,,851.0,8.4,0.443,0.114,1.9,7.2,4.5,13.9,1.5,1.2,14.1,16.3,-0.3,0.8,0.5,0.028,-3.3,0.3,-3.1,-0.2,
264,208.0,Rudy Tomjanovich,29.0,HOU,SF,23.0,,849.0,17.1,0.513,0.181,4.9,12.6,8.6,5.9,0.8,0.3,7.3,24.4,1.6,0.1,1.7,0.095,1.7,-2.3,-0.5,0.3,
265,209.0,Don Chaney,31.0,2TM,SG,51.0,,835.0,8.1,0.426,0.167,5.0,9.0,7.1,10.2,2.4,0.8,17.4,16.2,-0.6,0.9,0.3,0.019,-3.5,0.9,-2.7,-0.1,
266,209.0,Don Chaney,31.0,LAL,SG,9.0,,133.0,7.2,0.401,0.167,3.2,5.2,4.2,15.1,2.7,1.1,22.2,14.6,-0.1,0.1,0.0,-0.008,-3.2,0.5,-2.7,0.0,
267,209.0,Don Chaney,31.0,BOS,SG,42.0,,702.0,8.2,0.43,0.167,5.3,9.8,7.6,9.3,2.3,0.7,16.7,16.6,-0.4,0.8,0.4,0.024,-3.6,0.9,-2.7,-0.1,
268,210.0,Terry Furlow,23.0,CLE,SG,53.0,,827.0,15.5,0.485,0.223,5.7,7.4,6.5,13.5,1.2,0.9,13.7,27.0,0.5,0.7,1.1,0.064,0.5,-1.2,-0.7,0.3,
269,211.0,Curtis Perry,29.0,PHO,PF,45.0,,818.0,11.8,0.499,0.267,10.8,20.8,15.7,7.3,1.8,1.4,18.8,15.2,0.4,1.4,1.7,0.102,-2.3,0.3,-2.0,0.0,
270,212.0,Bob Nash,27.0,KCK,SF,66.0,,800.0,16.2,0.544,0.227,9.6,12.1,10.8,8.1,1.5,1.2,12.3,18.2,1.5,0.6,2.1,0.123,1.6,-0.5,1.1,0.6,
271,213.0,Alonzo Bradley,24.0,HOU,SF,43.0,,798.0,9.0,0.459,0.194,3.1,10.3,6.6,9.3,0.9,0.4,14.3,19.2,-0.1,0.0,-0.1,-0.005,-2.6,-1.8,-4.5,-0.5,
272,214.0,Cazzie Russell,33.0,CHI,SF,36.0,,789.0,11.6,0.479,0.188,4.3,7.1,5.7,11.5,1.1,0.3,9.6,18.6,0.8,0.3,1.1,0.07,-0.7,-1.4,-2.1,0.0,
273,215.0,T.R. Dunn,22.0,POR,SG,63.0,,768.0,11.7,0.448,0.233,8.7,11.1,10.0,7.6,2.8,0.6,11.7,15.4,0.4,1.2,1.6,0.099,-0.7,1.1,0.4,0.5,
274,216.0,Harvey Catchings,26.0,PHI,C,61.0,2.0,748.0,11.2,0.43,0.309,14.8,19.0,16.9,5.5,1.2,4.6,17.9,12.5,0.2,1.1,1.4,0.087,-1.9,0.9,-1.0,0.2,
275,217.0,Kenny Carr,22.0,LAL,PF,52.0,,733.0,9.2,0.476,0.281,7.7,20.9,14.5,4.7,1.1,1.0,20.8,22.8,-0.9,0.9,0.0,-0.001,-5.2,-1.4,-6.6,-0.9,
276,218.0,Tate Armstrong,22.0,CHI,SG,66.0,,716.0,11.1,0.487,0.096,3.7,6.7,5.2,15.7,1.5,0.0,16.6,19.7,0.1,0.3,0.4,0.027,-1.2,-1.5,-2.7,-0.1,
277,219.0,Steve Sheppard,23.0,CHI,SF,64.0,,698.0,11.5,0.48,0.214,10.5,9.9,10.2,9.2,0.9,0.2,13.8,19.2,0.5,0.3,0.8,0.054,-0.7,-2.1,-2.8,-0.1,
278,220.0,Jim McDaniels,29.0,BUF,C,42.0,,694.0,10.2,0.467,0.179,7.2,20.7,14.0,8.8,0.3,2.8,16.5,17.4,-0.1,0.6,0.5,0.035,-3.1,-0.1,-3.3,-0.2,
279,221.0,Scott Lloyd,25.0,2TM,C,70.0,,678.0,9.2,0.469,0.352,8.2,14.6,11.4,8.5,0.9,1.1,16.2,15.5,0.2,0.4,0.6,0.042,-2.6,-0.7,-3.4,-0.2,
280,221.0,Scott Lloyd,25.0,MIL,C,14.0,,112.0,7.3,0.401,0.303,6.5,18.3,12.3,9.5,1.2,2.3,15.8,15.0,-0.1,0.1,0.0,0.017,-4.2,0.1,-4.0,-0.1,
281,221.0,Scott Lloyd,25.0,BUF,C,56.0,,566.0,9.6,0.482,0.363,8.6,13.9,11.3,8.3,0.9,0.8,16.3,15.6,0.3,0.3,0.6,0.047,-2.3,-0.9,-3.2,-0.2,
282,222.0,Dick Snyder,33.0,CLE,SG,58.0,,660.0,12.0,0.5,0.254,1.4,6.2,3.8,12.0,1.6,1.5,14.6,19.7,0.3,0.6,0.9,0.067,-1.7,0.5,-1.2,0.1,
283,223.0,Phil Jackson,32.0,NYK,PF,63.0,,654.0,8.1,0.548,0.487,4.7,12.6,8.7,8.1,2.1,1.2,25.2,10.8,0.2,0.6,0.8,0.058,-2.8,1.0,-1.8,0.0,
284,224.0,Fred Saunders,26.0,2TM,SF,56.0,,643.0,8.9,0.448,0.154,5.9,10.9,8.5,9.7,1.5,1.1,14.4,17.4,-0.1,0.6,0.5,0.039,-3.1,0.2,-2.9,-0.2,
285,224.0,Fred Saunders,26.0,BOS,SF,26.0,,243.0,4.1,0.376,0.187,4.7,10.6,7.7,6.0,1.3,0.8,16.9,18.9,-0.5,0.2,-0.3,-0.05,-5.3,-0.7,-6.0,-0.3,
286,224.0,Fred Saunders,26.0,NOJ,SF,30.0,,400.0,11.8,0.496,0.133,6.6,11.1,8.9,12.0,1.6,1.2,12.7,16.4,0.4,0.4,0.8,0.092,-1.8,0.8,-1.1,0.1,
287,225.0,Ben Poquette,22.0,DET,PF,52.0,,626.0,10.6,0.461,0.267,8.5,15.7,12.2,4.3,0.7,1.8,13.7,17.8,0.1,0.5,0.6,0.049,-2.1,-1.1,-3.3,-0.2,
288,226.0,C.J. Kupec,25.0,HOU,SF,49.0,,626.0,10.0,0.461,0.168,4.4,11.2,7.7,10.5,0.8,0.3,10.2,15.0,0.5,0.0,0.5,0.038,-1.1,-1.4,-2.5,-0.1,
289,227.0,Nick Weatherspoon,27.0,CHI,SF,41.0,,611.0,10.5,0.492,0.216,10.2,12.1,11.1,7.5,1.5,0.9,18.7,17.3,0.2,0.4,0.6,0.049,-1.7,-1.0,-2.7,-0.1,
290,228.0,Willie Norwood,30.0,2TM,SF,35.0,,611.0,8.2,0.463,0.414,8.5,11.7,10.2,7.0,2.3,0.3,20.7,17.2,-0.3,0.8,0.5,0.037,-3.6,0.0,-3.5,-0.3,
291,228.0,Willie Norwood,30.0,DET,SF,16.0,,260.0,10.4,0.464,0.354,11.1,10.7,10.9,7.1,2.2,0.6,15.2,16.4,0.1,0.2,0.4,0.07,-2.3,-0.1,-2.3,0.0,
292,228.0,Willie Norwood,30.0,POR,SF,19.0,,351.0,6.6,0.461,0.465,6.7,12.5,9.6,6.9,2.4,0.0,24.6,17.8,-0.4,0.5,0.1,0.012,-4.5,0.1,-4.4,-0.2,
293,229.0,Ernie DiGregorio,27.0,2TM,PG,52.0,,606.0,8.5,0.456,0.158,1.2,7.0,4.2,29.7,1.3,0.1,29.4,20.3,-0.9,0.4,-0.6,-0.046,-2.9,-2.1,-5.0,-0.5,
294,229.0,Ernie DiGregorio,27.0,LAL,PG,25.0,,332.0,7.1,0.45,0.2,1.6,5.4,3.5,26.1,0.8,0.0,29.7,18.2,-0.5,0.1,-0.4,-0.052,-3.0,-2.7,-5.8,-0.3,
295,229.0,Ernie DiGregorio,27.0,BOS,PG,27.0,,274.0,10.1,0.462,0.119,0.8,9.1,5.0,34.0,2.0,0.2,29.1,22.9,-0.5,0.2,-0.2,-0.039,-2.7,-1.3,-4.1,-0.2,
296,230.0,Al Eberhard,25.0,DET,SF,37.0,,576.0,10.0,0.49,0.381,6.9,11.7,9.3,5.9,1.0,0.4,11.0,13.9,0.6,0.3,0.9,0.078,-1.3,-0.8,-2.1,0.0,
297,231.0,Wilson Washington,22.0,2TM,PF,38.0,0.0,561.0,11.4,0.499,0.257,8.3,19.2,13.5,2.5,1.4,3.4,21.6,19.3,-0.5,0.8,0.3,0.026,-3.3,0.2,-3.1,-0.2,
298,231.0,Wilson Washington,22.0,PHI,PF,14.0,0.0,38.0,5.5,0.439,0.316,5.5,30.9,18.7,3.7,1.2,2.7,31.6,31.5,-0.2,0.1,-0.1,-0.184,-5.4,-0.4,-5.8,-0.1,
299,231.0,Wilson Washington,22.0,NJN,PF,24.0,,523.0,11.9,0.506,0.251,8.5,18.3,13.2,2.4,1.4,3.5,20.3,18.4,-0.3,0.7,0.4,0.041,-3.2,0.2,-2.9,-0.1,
300,232.0,Kevin Restani,26.0,2TM,PF,54.0,,547.0,9.0,0.443,0.078,6.7,13.6,10.1,7.0,0.4,0.5,9.0,13.2,0.3,0.2,0.5,0.044,-1.4,-1.3,-2.7,-0.1,
301,232.0,Kevin Restani,26.0,MIL,PF,8.0,,84.0,10.8,0.45,0.071,4.9,12.8,8.8,13.5,0.0,0.6,6.5,13.9,0.1,0.0,0.1,0.055,-2.0,-0.7,-2.7,0.0,
302,232.0,Kevin Restani,26.0,KCK,PF,46.0,,463.0,8.7,0.441,0.079,7.0,13.7,10.4,5.8,0.5,0.5,9.4,13.1,0.2,0.2,0.4,0.042,-1.3,-1.4,-2.7,-0.1,
303,233.0,Cliff Pondexter,23.0,CHI,PF,44.0,,534.0,11.6,0.469,0.235,7.4,19.1,13.3,21.1,1.7,1.5,24.2,9.4,0.4,0.6,1.0,0.087,0.0,2.2,2.2,0.6,
304,234.0,Ken Charles,26.0,ATL,SG,21.0,,520.0,11.1,0.456,0.272,1.2,3.9,2.5,22.5,2.2,0.6,15.2,18.8,0.1,0.4,0.6,0.051,-1.5,-0.3,-1.8,0.0,
305,235.0,Mo Layton,29.0,SAS,PG,41.0,,498.0,11.6,0.524,0.077,0.9,5.6,3.4,27.5,1.9,0.4,25.4,18.1,0.0,0.3,0.3,0.031,-1.5,-1.6,-3.1,-0.1,
306,236.0,Derrek Dickey,26.0,2TM,PF,47.0,,493.0,10.5,0.477,0.182,7.6,13.2,10.3,6.1,1.3,0.4,15.8,20.4,-0.1,0.4,0.3,0.033,-2.6,-1.1,-3.7,-0.2,
307,236.0,Derrek Dickey,26.0,GSW,PF,22.0,,273.0,14.0,0.495,0.131,7.7,10.6,9.1,5.9,1.7,0.4,11.0,22.2,0.2,0.3,0.5,0.084,-1.1,-1.0,-2.1,0.0,
308,236.0,Derrek Dickey,26.0,CHI,PF,25.0,,220.0,6.1,0.445,0.279,7.5,16.3,11.9,6.3,0.9,0.5,23.1,18.2,-0.3,0.1,-0.1,-0.031,-4.3,-1.3,-5.6,-0.2,
309,237.0,Wesley Cox,23.0,GSW,SF,43.0,,453.0,11.7,0.452,0.578,9.2,23.1,16.0,3.5,2.1,1.2,14.2,21.9,-0.2,0.8,0.6,0.062,-3.9,-0.6,-4.5,-0.3,
310,238.0,Gus Bailey,26.0,NOJ,SG,48.0,,449.0,11.8,0.46,0.482,9.6,8.0,8.8,11.6,1.8,1.7,16.4,17.0,0.1,0.4,0.5,0.059,-0.8,0.4,-0.4,0.2,
311,239.0,Steve Green,24.0,IND,SF,44.0,0.0,449.0,9.9,0.495,0.438,6.6,8.9,7.7,8.8,1.4,0.2,13.1,14.7,0.4,0.2,0.7,0.074,-1.9,-0.5,-2.5,-0.1,
312,240.0,Joe Pace,24.0,WSB,C,49.0,,438.0,13.7,0.528,0.664,11.2,19.1,15.1,7.0,1.2,2.4,19.6,19.3,0.3,0.6,0.9,0.102,-2.3,0.6,-1.7,0.0,
313,241.0,Greg Griffin,25.0,PHO,SF,36.0,,422.0,6.8,0.392,0.213,10.6,14.6,12.6,7.1,1.6,0.0,17.4,19.7,-0.6,0.5,-0.1,-0.011,-4.9,-1.6,-6.5,-0.5,
314,242.0,Louie Nelson,26.0,2TM,SG,33.0,,406.0,12.5,0.458,0.398,3.0,9.8,6.2,12.3,2.3,0.9,16.2,27.0,-0.4,0.4,0.0,-0.001,-1.9,-0.3,-2.2,-0.1,
315,242.0,Louie Nelson,26.0,KCK,SG,8.0,,53.0,2.4,0.398,0.786,1.9,3.9,2.9,11.1,1.7,1.0,29.8,19.3,-0.2,0.0,-0.1,-0.117,-4.6,-0.5,-5.1,-0.1,
316,242.0,Louie Nelson,26.0,NJN,SG,25.0,,353.0,14.0,0.463,0.371,3.1,10.7,6.7,12.5,2.5,0.9,14.9,28.1,-0.3,0.4,0.1,0.016,-1.5,-0.3,-1.8,0.0,
317,243.0,Jim Eakins,31.0,2TM,C,33.0,,406.0,11.2,0.614,0.698,7.7,11.7,9.7,8.4,0.8,2.1,22.7,13.7,0.6,0.3,0.9,0.105,-2.1,0.0,-2.2,0.0,
318,243.0,Jim Eakins,31.0,SAS,C,16.0,,251.0,11.1,0.665,0.654,7.4,11.6,9.6,8.1,0.5,2.0,26.4,14.0,0.4,0.2,0.5,0.103,-2.1,-0.2,-2.2,0.0,
319,243.0,Jim Eakins,31.0,MIL,C,17.0,,155.0,11.5,0.539,0.765,8.0,11.8,9.9,9.0,1.1,2.3,16.5,13.3,0.2,0.1,0.3,0.108,-2.2,0.2,-2.1,0.0,
320,244.0,Joe Hassett,22.0,SEA,SG,48.0,,404.0,11.9,0.457,0.059,3.4,5.8,4.5,15.7,2.4,0.0,13.9,23.0,0.0,0.5,0.5,0.054,-2.4,0.1,-2.3,0.0,
321,245.0,Phil Walker,21.0,WSB,SG,40.0,,384.0,9.0,0.438,0.596,5.4,8.0,6.7,18.6,1.6,0.6,23.4,26.0,-0.7,0.3,-0.4,-0.045,-3.2,-1.4,-4.6,-0.3,
322,246.0,Robert Smith,22.0,DEN,PG,45.0,,378.0,10.9,0.562,0.247,1.7,7.9,4.9,13.5,2.1,0.4,15.7,12.9,0.5,0.3,0.8,0.097,-2.1,0.7,-1.4,0.1,
323,247.0,Freddie Boyd,27.0,NOJ,SG,21.0,,363.0,7.7,0.426,0.2,0.5,4.4,2.5,16.9,1.1,0.4,14.3,14.6,-0.1,0.2,0.1,0.013,-3.1,-0.6,-3.7,-0.2,
324,248.0,Bubbles Hawkins,23.0,NJN,SG,15.0,,343.0,13.3,0.501,0.193,5.7,8.6,7.1,15.6,2.8,2.0,20.9,22.1,-0.1,0.4,0.3,0.042,-1.6,1.0,-0.6,0.1,
325,249.0,Brad Davis,22.0,LAL,PG,33.0,,334.0,10.5,0.484,0.403,1.3,9.2,5.4,29.1,2.0,0.3,29.2,14.0,0.0,0.3,0.3,0.041,-2.3,-0.1,-2.4,0.0,
326,250.0,James Silas,28.0,SAS,PG,37.0,,311.0,13.3,0.565,0.753,1.4,6.1,3.9,14.9,1.6,0.2,18.9,19.8,0.5,0.1,0.6,0.095,-1.4,-1.2,-2.6,0.0,
327,251.0,Mel Bennett,23.0,IND,PF,31.0,0.0,285.0,7.6,0.367,0.556,16.3,15.4,15.9,9.6,1.7,1.3,22.9,17.2,-0.4,0.3,-0.1,-0.014,-4.2,-0.8,-5.0,-0.2,
328,252.0,Tom Boerwinkle,32.0,CHI,C,22.0,,227.0,10.3,0.503,0.26,6.7,21.5,14.2,26.1,0.6,1.0,31.8,14.5,0.0,0.2,0.2,0.035,-2.2,0.9,-1.3,0.1,
329,253.0,Rudy White,24.0,HOU,SG,21.0,,219.0,6.4,0.409,0.212,3.8,6.5,5.1,13.4,1.7,0.0,19.1,20.9,-0.3,0.0,-0.3,-0.07,-4.2,-1.5,-5.7,-0.3,
330,254.0,Johnny Neumann,26.0,IND,SG,20.0,1.0,216.0,7.4,0.442,0.209,2.2,4.2,3.2,17.3,1.2,0.2,19.0,20.2,-0.2,0.1,-0.1,-0.029,-3.6,-1.4,-5.0,-0.2,
331,255.0,Claude Terry,28.0,ATL,SG,27.0,,166.0,6.9,0.405,0.162,1.9,8.1,4.9,6.1,1.7,0.0,9.9,19.6,-0.2,0.1,0.0,-0.008,-4.0,-0.8,-4.8,-0.1,
332,256.0,Zaid Abdul-Aziz,31.0,2TM,C,16.0,,158.0,11.4,0.449,0.383,12.4,20.9,16.6,8.5,0.9,1.0,16.6,21.1,0.0,0.1,0.1,0.033,-3.2,-0.8,-4.0,-0.1,
333,256.0,Zaid Abdul-Aziz,31.0,BOS,C,2.0,,24.0,11.5,0.279,0.231,26.0,37.3,31.8,16.5,1.9,2.1,17.3,28.0,-0.1,0.1,0.0,-0.062,-4.1,-0.2,-4.3,0.0,
334,256.0,Zaid Abdul-Aziz,31.0,HOU,PF,14.0,,134.0,11.4,0.493,0.426,10.0,17.9,13.8,7.0,0.7,0.8,16.5,19.9,0.1,0.0,0.1,0.05,-3.0,-0.9,-4.0,-0.1,
335,257.0,Mark Crow,23.0,NJN,SF,15.0,,154.0,12.7,0.473,0.25,8.4,8.6,8.5,7.8,1.4,0.3,11.9,24.1,0.1,0.1,0.2,0.051,-2.2,-1.0,-3.2,0.0,
336,258.0,Gary Brokaw,24.0,BUF,SG,13.0,,130.0,13.3,0.504,0.558,2.5,7.4,5.0,21.3,1.1,2.0,18.3,20.1,0.1,0.1,0.1,0.053,-1.4,-0.2,-1.6,0.1,
337,259.0,Jim Ard,29.0,2TM,C,15.0,,125.0,3.2,0.495,0.294,7.8,23.2,15.6,8.1,0.0,0.0,42.2,10.7,-0.2,0.1,-0.1,-0.041,-4.6,-0.5,-5.2,-0.1,
338,259.0,Jim Ard,29.0,BOS,C,1.0,,9.0,9.4,0.266,2.0,11.6,33.1,22.6,12.6,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.081,-4.2,0.0,-4.2,0.0,
339,259.0,Jim Ard,29.0,CHI,C,14.0,,116.0,2.7,0.52,0.188,7.5,22.4,15.0,7.8,0.0,0.0,44.7,10.9,-0.2,0.1,-0.1,-0.05,-4.7,-0.6,-5.2,-0.1,
340,260.0,Mike Dunleavy,23.0,2TM,PG,15.0,0.0,119.0,15.9,0.458,0.36,0.9,8.2,4.4,32.3,3.6,0.4,17.2,23.2,0.1,0.1,0.1,0.057,-2.4,0.4,-2.0,0.1,
341,260.0,Mike Dunleavy,23.0,PHI,PG,4.0,0.0,17.0,17.4,0.508,0.286,0.0,5.8,3.0,47.8,2.6,0.0,27.6,24.2,0.0,0.0,0.0,0.061,-3.7,-0.1,-3.8,0.0,
342,260.0,Mike Dunleavy,23.0,HOU,PG,11.0,,102.0,15.7,0.45,0.372,1.0,8.6,4.7,29.7,3.7,0.5,15.2,23.1,0.1,0.1,0.1,0.056,-2.2,0.5,-1.7,0.1,
343,261.0,Dave Wohl,28.0,NJN,PG,10.0,,118.0,1.5,0.446,0.353,0.8,2.6,1.6,14.0,1.1,0.0,28.9,17.3,-0.2,0.0,-0.2,-0.079,-5.8,-1.0,-6.9,-0.2,
344,262.0,Larry Moffett,23.0,HOU,SF,20.0,,110.0,4.0,0.374,0.588,9.4,10.9,10.1,7.5,0.9,1.0,27.2,10.7,-0.1,0.0,-0.1,-0.042,-4.1,-0.6,-4.6,-0.1,
345,263.0,Dale Schlueter,32.0,POR,C,10.0,,109.0,6.0,0.464,0.947,4.9,15.0,10.0,19.9,1.3,1.0,35.8,15.2,-0.2,0.2,0.0,-0.006,-3.9,0.7,-3.2,0.0,
346,264.0,Al Fleming,23.0,SEA,SF,20.0,,97.0,10.7,0.52,0.548,13.1,18.6,15.7,10.1,0.0,2.8,29.4,21.4,-0.1,0.1,0.0,0.018,-3.9,-0.1,-4.1,-0.1,
347,265.0,Scott Sims,22.0,SAS,PG,12.0,,95.0,5.2,0.46,0.577,5.8,8.5,7.2,24.7,1.4,0.0,36.8,21.0,-0.2,0.1,-0.2,-0.088,-4.5,-1.2,-5.7,-0.1,
348,266.0,Jacky Dorsey,23.0,2TM,SF,11.0,,88.0,12.2,0.447,0.516,13.3,21.5,17.6,7.5,1.0,1.8,13.6,19.5,0.0,0.1,0.2,0.092,-3.3,-0.2,-3.5,0.0,
349,266.0,Jacky Dorsey,23.0,DEN,SF,7.0,,37.0,9.2,0.317,0.417,14.4,40.2,27.7,6.6,2.4,2.7,17.4,17.8,-0.1,0.1,0.0,0.02,-4.5,0.2,-4.3,0.0,
350,266.0,Jacky Dorsey,23.0,POR,SF,4.0,,51.0,14.4,0.524,0.579,12.5,8.0,10.2,8.1,0.0,1.1,11.2,20.8,0.1,0.0,0.2,0.145,-2.5,-0.5,-3.0,0.0,
351,267.0,Bobby Wilson,27.0,IND,SG,12.0,0.0,86.0,6.6,0.402,0.083,6.6,7.0,6.8,12.9,1.0,0.6,13.9,18.9,-0.1,0.0,0.0,-0.015,-4.0,-0.6,-4.6,-0.1,
352,268.0,Robin Jones,23.0,HOU,C,12.0,,66.0,7.7,0.533,0.5,7.8,14.9,11.2,4.2,0.7,0.8,22.3,19.0,0.0,0.0,0.0,-0.008,-4.5,-0.5,-5.1,-0.1,
353,269.0,Eddie Owens,24.0,BUF,SF,8.0,,63.0,8.8,0.444,0.286,8.6,8.5,8.5,11.0,0.7,0.0,11.3,16.9,0.0,0.0,0.0,0.027,-3.2,-0.6,-3.9,0.0,
354,270.0,Rich Laurel,23.0,MIL,SG,10.0,,57.0,7.5,0.366,0.129,10.9,7.6,9.3,6.8,2.3,0.9,10.9,24.5,-0.1,0.0,0.0,-0.034,-4.4,-0.7,-5.1,-0.1,
355,271.0,Jim Bostic,25.0,DET,PF,4.0,,48.0,18.9,0.537,0.227,17.8,17.2,17.5,9.7,0.0,0.0,11.0,21.7,0.1,0.0,0.1,0.144,-2.0,-0.7,-2.7,0.0,
356,272.0,Larry Johnson,23.0,BUF,SG,4.0,,38.0,8.0,0.216,0.154,2.8,11.2,7.1,23.5,6.1,2.7,17.8,17.7,-0.2,0.1,-0.1,-0.099,-3.9,1.0,-2.9,0.0,
357,273.0,George Karl,26.0,SAS,PG,4.0,,30.0,3.4,0.436,0.333,0.0,16.7,8.7,18.7,1.5,0.0,36.8,14.0,-0.1,0.0,0.0,-0.048,-4.7,-0.1,-4.7,0.0,
358,274.0,Bob Bigelow,24.0,2TM,SF,5.0,,24.0,6.7,0.308,0.0,12.8,25.2,19.1,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-0.027,-4.6,-0.4,-5.0,0.0,
359,274.0,Bob Bigelow,24.0,KCK,SF,1.0,,7.0,21.4,1.0,0.0,29.1,44.0,36.5,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.318,-4.2,0.0,-4.1,0.0,
360,274.0,Bob Bigelow,24.0,BOS,SF,4.0,,17.0,0.6,0.25,0.0,6.1,17.5,12.0,0.0,0.0,0.0,0.0,27.3,-0.1,0.0,-0.1,-0.169,-4.7,-0.6,-5.4,-0.1,
