,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
120,105.0,Fred Brown,29.0,SEA,SG,72.0,,1965.0,19.6,0.528,0.188,3.0,6.9,4.9,19.9,2.6,0.7,12.7,25.0,4.1,2.5,6.7,0.163,2.5,1.0,3.5,2.8,
121,106.0,Don Ford,25.0,LAL,PF,79.0,,1945.0,11.6,0.497,0.156,5.8,12.5,9.3,9.1,1.6,1.2,12.5,14.1,1.7,1.8,3.5,0.087,-0.8,0.4,-0.4,0.8,
122,107.0,Charlie Criss,29.0,ATL,PG,77.0,,1935.0,14.8,0.496,0.394,1.3,5.6,3.4,22.5,2.6,0.2,14.5,21.4,1.9,1.8,3.7,0.092,0.0,-0.2,-0.1,0.9,
123,108.0,Bill Walton,25.0,POR,C,58.0,,1929.0,24.8,0.554,0.279,6.5,34.2,20.7,22.8,1.4,4.1,17.2,24.5,3.6,4.8,8.4,0.209,4.4,3.7,8.1,4.9,"MVP-1,AS,NBA1,DEF1"
124,109.0,Jim Price,28.0,2TM,PG,83.0,,1929.0,12.2,0.495,0.258,3.1,10.6,7.0,18.1,2.6,0.2,19.3,17.9,0.6,1.8,2.4,0.061,-1.8,0.5,-1.3,0.3,
125,109.0,Jim Price,28.0,DEN,PG,49.0,,1090.0,11.2,0.517,0.225,2.9,11.7,7.5,18.9,2.8,0.2,23.9,14.8,0.1,1.1,1.3,0.056,-2.2,0.9,-1.2,0.2,
126,109.0,Jim Price,28.0,DET,PG,34.0,,839.0,13.5,0.478,0.284,3.4,9.1,6.3,17.1,2.4,0.3,15.3,22.0,0.4,0.7,1.2,0.066,-1.3,-0.1,-1.4,0.1,
127,110.0,Ron Lee,25.0,PHO,PG,82.0,,1928.0,16.2,0.478,0.24,5.0,8.6,6.8,21.8,5.0,0.5,17.4,24.5,0.0,3.8,3.8,0.094,-1.4,2.7,1.3,1.6,
128,111.0,Alvan Adams,23.0,PHO,C,70.0,,1914.0,17.7,0.528,0.327,8.4,22.2,15.2,16.4,1.9,1.7,18.6,24.5,1.5,3.4,4.9,0.123,0.1,0.9,1.0,1.5,
129,112.0,Otis Birdsong,22.0,KCK,SG,73.0,,1878.0,17.1,0.53,0.325,3.8,5.7,4.8,14.1,1.7,0.3,11.7,25.1,3.3,0.9,4.2,0.108,1.3,-1.0,0.3,1.1,
130,113.0,Junior Bridgeman,24.0,MIL,SF,82.0,,1876.0,17.0,0.539,0.216,6.3,10.1,8.2,13.4,1.7,0.8,14.5,24.5,2.9,1.1,4.0,0.102,1.1,-1.2,-0.1,0.9,
131,114.0,Coby Dietrick,29.0,SAS,PF,79.0,,1876.0,11.3,0.496,0.21,4.3,15.3,10.0,14.0,1.9,1.4,19.5,15.2,0.5,2.0,2.5,0.063,-1.3,0.7,-0.6,0.7,
132,115.0,Eddie Johnson,22.0,ATL,SG,79.0,,1875.0,13.6,0.535,0.293,2.9,6.1,4.4,18.9,2.5,0.1,17.8,20.2,1.8,1.8,3.5,0.091,-0.7,0.0,-0.7,0.6,
133,116.0,Paul Griffin,24.0,NOJ,PF,82.0,,1853.0,10.9,0.506,0.439,8.3,18.0,13.2,11.4,2.1,1.2,26.0,11.8,0.3,2.6,2.9,0.076,-1.9,1.8,-0.1,0.9,
134,117.0,Robert Reid,22.0,HOU,SF,80.0,,1849.0,11.3,0.475,0.167,6.2,14.6,10.3,8.7,1.7,1.5,11.6,15.0,1.4,0.9,2.3,0.061,-1.6,0.3,-1.3,0.3,
135,118.0,John Johnson,30.0,2TM,SF,77.0,,1823.0,11.9,0.453,0.215,5.5,12.1,8.7,16.9,1.1,0.6,15.8,22.4,0.1,2.0,2.1,0.055,-1.4,-0.6,-2.0,0.0,
136,118.0,John Johnson,30.0,HOU,SF,1.0,,11.0,-2.6,0.376,0.75,18.8,9.9,14.5,11.3,0.0,0.0,36.1,30.1,-0.1,0.0,-0.1,-0.281,-4.9,-0.4,-5.3,0.0,
137,118.0,John Johnson,30.0,SEA,SF,76.0,,1812.0,11.9,0.453,0.212,5.4,12.1,8.6,17.0,1.1,0.6,15.6,22.3,0.2,2.0,2.1,0.057,-1.3,-0.6,-2.0,0.0,
138,119.0,Dave Twardzik,27.0,POR,PG,75.0,,1820.0,14.3,0.651,0.572,2.1,5.5,3.8,17.5,2.7,0.1,23.6,14.5,3.2,2.3,5.5,0.146,-0.2,1.3,1.1,1.4,
139,120.0,Steve Mix,30.0,PHI,SF,82.0,20.0,1819.0,14.8,0.576,0.393,5.5,10.8,8.3,12.7,2.1,0.1,16.6,16.4,3.3,1.7,5.1,0.134,0.8,0.2,1.0,1.4,
140,121.0,Scott May,23.0,CHI,SF,55.0,,1802.0,12.7,0.516,0.35,7.2,12.9,10.0,9.2,1.3,0.2,14.9,18.7,2.1,1.1,3.1,0.084,-0.4,-1.3,-1.7,0.2,
141,122.0,E.C. Coleman,27.0,GSW,PF,72.0,,1801.0,9.1,0.493,0.123,6.5,14.9,10.6,7.1,1.7,0.7,16.8,12.3,0.6,2.1,2.7,0.071,-2.7,0.6,-2.2,-0.1,DEF2
142,123.0,Jim Brewer,26.0,CLE,PF,80.0,,1798.0,10.5,0.456,0.256,10.1,17.8,13.9,7.0,1.5,1.4,19.2,11.9,0.2,2.5,2.6,0.07,-1.6,0.8,-0.8,0.6,
143,124.0,Tree Rollins,22.0,ATL,C,80.0,,1795.0,15.6,0.521,0.285,10.5,23.4,16.7,6.3,1.5,7.2,17.1,15.8,1.5,3.5,5.0,0.133,-1.3,2.6,1.3,1.5,
144,125.0,Mark Olberding,21.0,SAS,PF,79.0,,1773.0,12.1,0.557,0.473,6.4,15.2,11.0,8.9,1.1,0.7,16.9,15.2,2.5,1.4,3.9,0.105,-1.0,-0.6,-1.5,0.2,
145,126.0,John Mengelt,28.0,CHI,SG,81.0,,1767.0,14.5,0.535,0.353,2.5,5.4,4.0,19.9,1.4,0.1,13.7,20.6,3.2,0.6,3.9,0.105,0.4,-1.3,-0.9,0.5,
146,127.0,Spencer Haywood,28.0,NYK,PF,67.0,,1765.0,15.7,0.505,0.158,8.4,17.3,12.9,9.9,0.9,2.1,13.3,22.6,1.5,1.5,3.1,0.083,0.1,-1.0,-0.9,0.5,
147,128.0,Jim McElroy,24.0,NOJ,PG,74.0,,1760.0,13.6,0.512,0.275,2.4,5.6,4.0,22.5,1.5,1.0,17.2,17.7,1.7,1.2,2.9,0.078,-0.1,-0.2,-0.3,0.8,
148,129.0,Mitch Kupchak,23.0,WSB,PF,67.0,,1759.0,17.7,0.564,0.523,9.1,16.9,12.9,5.9,0.7,1.2,16.3,24.1,3.2,1.7,4.9,0.134,0.9,-0.9,0.1,0.9,
149,130.0,Bill Robinzine,25.0,KCK,PF,82.0,,1748.0,13.6,0.512,0.4,10.1,21.5,15.8,5.6,1.9,0.3,17.8,21.1,1.0,2.0,3.0,0.082,-1.8,-0.9,-2.7,-0.3,
150,131.0,Ron Behagen,27.0,3TM,PF,80.0,10.0,1735.0,14.2,0.477,0.307,11.3,18.9,15.0,8.7,1.6,1.0,16.0,24.1,0.4,2.0,2.4,0.066,-1.4,-1.2,-2.6,-0.3,
151,131.0,Ron Behagen,27.0,ATL,PF,26.0,,571.0,15.9,0.509,0.281,9.8,23.7,16.5,9.4,2.4,1.2,17.2,23.8,0.3,1.0,1.2,0.103,-1.1,0.1,-0.9,0.2,
152,131.0,Ron Behagen,27.0,HOU,PF,3.0,,33.0,11.6,0.612,0.091,6.3,16.5,11.2,8.9,0.0,0.0,20.8,17.4,0.0,0.0,0.0,0.045,-3.6,-0.3,-3.8,0.0,
153,131.0,Ron Behagen,27.0,IND,PF,51.0,10.0,1131.0,13.5,0.46,0.324,12.3,16.5,14.3,8.4,1.3,0.9,15.4,24.4,0.1,1.0,1.1,0.048,-1.6,-1.9,-3.5,-0.4,
154,132.0,Darryl Dawkins,21.0,PHI,C,70.0,11.0,1722.0,18.0,0.608,0.381,7.1,24.9,16.3,6.8,0.9,3.7,15.4,17.5,3.6,2.7,6.4,0.178,0.7,1.1,1.8,1.7,
155,133.0,Tom Owens,28.0,POR,C,82.0,,1714.0,17.4,0.546,0.435,12.1,20.6,16.4,13.0,0.9,1.2,16.6,21.1,3.4,2.6,6.0,0.169,0.9,0.0,1.0,1.3,
156,134.0,Wil Jones,30.0,BUF,PF,79.0,,1711.0,9.4,0.473,0.232,6.7,14.2,10.5,9.3,1.9,1.3,19.5,16.4,-0.6,1.4,0.9,0.024,-2.9,0.3,-2.6,-0.3,
157,135.0,Ollie Johnson,28.0,ATL,SF,82.0,,1704.0,13.9,0.514,0.21,5.5,11.3,8.3,10.5,2.2,1.3,13.7,18.5,1.7,1.9,3.6,0.102,0.2,0.3,0.6,1.1,
158,136.0,Tom McMillen,25.0,ATL,C,68.0,,1683.0,13.3,0.535,0.255,9.4,17.7,13.5,7.4,0.9,0.6,14.7,17.7,2.2,1.7,3.9,0.112,-0.5,-1.1,-1.6,0.2,
159,137.0,Walt Frazier,32.0,CLE,PG,51.0,,1664.0,17.5,0.52,0.252,3.3,9.5,6.4,18.5,2.1,0.4,12.5,21.6,2.8,1.8,4.6,0.132,1.1,0.7,1.9,1.6,
160,138.0,Charles Dudley,27.0,GSW,PG,78.0,,1660.0,13.4,0.585,0.783,5.2,12.6,8.8,29.8,1.9,0.1,32.7,11.8,1.9,1.8,3.6,0.105,-0.6,0.5,-0.1,0.8,
161,139.0,Bob Carrington,24.0,2TM,SG,72.0,1.0,1653.0,9.7,0.479,0.29,4.0,6.4,5.1,9.7,1.7,0.7,15.1,17.6,0.2,1.1,1.3,0.038,-2.8,-0.3,-3.1,-0.4,
162,139.0,Bob Carrington,24.0,NJN,SG,37.0,,1032.0,8.3,0.444,0.247,3.8,6.9,5.3,7.2,1.8,0.6,13.2,17.9,-0.4,0.8,0.4,0.017,-3.9,-0.3,-4.2,-0.6,
163,139.0,Bob Carrington,24.0,IND,SG,35.0,1.0,621.0,12.1,0.545,0.376,4.3,5.5,4.9,13.7,1.6,0.9,18.5,17.0,0.6,0.3,1.0,0.074,-0.9,-0.3,-1.2,0.1,
164,140.0,Marvin Barnes,25.0,2TM,PF,60.0,,1646.0,13.9,0.463,0.275,8.8,19.6,14.2,11.8,1.8,2.6,15.5,21.1,0.1,1.9,2.0,0.06,-1.5,0.6,-0.9,0.4,
165,140.0,Marvin Barnes,25.0,DET,PF,12.0,,269.0,13.0,0.459,0.246,11.1,24.2,17.8,10.1,1.2,2.1,18.2,22.7,-0.1,0.3,0.2,0.038,-2.5,-0.3,-2.9,-0.1,
166,140.0,Marvin Barnes,25.0,BUF,PF,48.0,,1377.0,14.1,0.464,0.282,8.4,18.7,13.6,12.2,1.9,2.7,14.9,20.8,0.3,1.6,1.8,0.064,-1.4,0.8,-0.5,0.5,
167,141.0,Jo Jo White,31.0,BOS,PG,46.0,,1641.0,11.9,0.458,0.174,3.4,7.7,5.6,18.1,1.4,0.2,13.6,20.3,0.6,1.1,1.7,0.049,-1.1,-0.7,-1.8,0.1,
168,142.0,Caldwell Jones,27.0,PHI,C,80.0,69.0,1636.0,11.3,0.509,0.426,10.6,24.2,17.6,6.9,0.7,4.0,23.1,12.8,0.5,2.5,3.1,0.09,-2.1,1.2,-1.0,0.4,
169,143.0,Dennis Awtrey,29.0,PHO,C,81.0,,1623.0,6.1,0.47,0.413,6.0,13.2,9.6,11.5,0.5,0.8,28.9,10.1,-0.6,1.6,1.0,0.03,-2.9,-0.2,-3.1,-0.5,
170,144.0,Kermit Washington,26.0,2TM,PF,57.0,,1617.0,17.4,0.54,0.485,14.0,24.4,19.4,5.9,1.3,2.0,14.8,17.4,2.9,2.4,5.3,0.158,0.9,-0.1,0.8,1.1,
171,144.0,Kermit Washington,26.0,LAL,PF,25.0,,751.0,15.1,0.492,0.451,15.5,22.2,19.0,5.0,1.1,1.6,15.3,18.0,0.8,1.0,1.7,0.111,0.0,-1.4,-1.4,0.1,
172,144.0,Kermit Washington,26.0,BOS,PF,32.0,,866.0,19.3,0.582,0.517,12.6,26.4,19.7,6.7,1.5,2.4,14.3,16.9,2.1,1.4,3.6,0.199,1.7,1.0,2.7,1.0,
173,145.0,Anthony Roberts,22.0,DEN,SF,82.0,,1598.0,12.2,0.467,0.288,9.0,13.4,11.3,9.4,1.1,0.2,12.5,22.7,0.8,1.1,1.9,0.057,-1.8,-2.2,-4.0,-0.8,
174,146.0,John Brown,26.0,ATL,SF,75.0,,1594.0,11.4,0.557,0.494,9.1,11.7,10.3,9.1,1.6,0.3,19.0,15.4,2.1,1.5,3.7,0.11,-1.4,-0.3,-1.7,0.1,
175,147.0,Slick Watts,26.0,2TM,PG,71.0,,1584.0,10.9,0.423,0.28,3.7,7.6,5.6,24.8,3.1,1.0,21.1,19.1,-1.3,2.1,0.8,0.025,-2.6,1.3,-1.4,0.2,
176,147.0,Slick Watts,26.0,SEA,PG,32.0,,809.0,9.3,0.423,0.195,2.5,7.9,5.1,22.4,3.0,0.9,23.8,18.2,-1.0,1.2,0.2,0.009,-3.5,1.2,-2.3,-0.1,
177,147.0,Slick Watts,26.0,NOJ,PG,39.0,,775.0,12.7,0.423,0.36,4.9,7.2,6.1,27.3,3.1,1.1,18.7,19.9,-0.3,0.9,0.7,0.041,-1.7,1.3,-0.4,0.3,
178,148.0,Bingo Smith,31.0,CLE,SG,82.0,,1581.0,14.3,0.47,0.161,4.1,9.2,6.6,8.9,1.1,0.7,8.3,24.6,1.2,1.3,2.5,0.076,-0.5,-1.0,-1.4,0.2,
179,149.0,Alex English,24.0,MIL,SF,82.0,,1552.0,17.4,0.568,0.226,9.6,17.4,13.4,11.4,1.2,1.8,16.4,20.3,2.7,1.3,4.0,0.123,1.1,-0.5,0.6,1.0,
180,150.0,Al Skinner,25.0,2TM,SG,77.0,,1551.0,10.6,0.525,0.416,4.5,10.4,7.4,12.5,1.9,0.7,21.8,18.1,0.5,1.3,1.8,0.055,-2.6,0.0,-2.6,-0.2,
181,150.0,Al Skinner,25.0,NJN,SG,8.0,,277.0,13.3,0.503,0.436,4.7,14.0,9.1,16.0,2.0,0.9,19.4,19.9,0.1,0.3,0.4,0.073,-1.4,0.5,-0.9,0.1,
182,150.0,Al Skinner,25.0,DET,SG,69.0,,1274.0,10.0,0.531,0.411,4.4,9.6,7.1,11.8,1.8,0.6,22.4,17.7,0.4,1.0,1.3,0.051,-2.8,-0.1,-2.9,-0.3,
183,151.0,Ray Williams,23.0,NYK,PG,81.0,,1550.0,14.5,0.485,0.3,5.8,8.1,7.0,30.9,3.0,0.5,23.7,25.0,-0.4,1.4,1.0,0.031,-0.7,-0.7,-1.3,0.3,
184,152.0,Alvin Scott,22.0,PHO,SF,81.0,,1538.0,12.3,0.543,0.518,8.9,15.1,11.9,6.9,1.5,1.3,15.8,13.0,1.9,2.1,4.0,0.126,-0.8,0.3,-0.5,0.6,
185,153.0,Tom Burleson,25.0,KCK,C,76.0,,1525.0,16.5,0.515,0.472,11.4,21.0,16.2,11.3,1.8,2.8,16.2,18.9,2.2,2.0,4.3,0.134,-0.1,1.0,0.9,1.1,
186,154.0,Jamaal Wilkes,24.0,LAL,SF,51.0,,1490.0,16.1,0.475,0.235,8.0,17.7,13.0,16.1,2.3,0.7,13.3,21.0,1.3,2.0,3.3,0.106,0.5,0.6,1.1,1.2,
187,155.0,Allan Bristow,26.0,SAS,SF,82.0,,1481.0,14.6,0.529,0.387,7.3,10.7,9.1,16.7,2.1,0.1,18.8,20.2,1.6,1.2,2.8,0.089,0.0,-0.7,-0.7,0.5,
188,156.0,Tim Bassett,26.0,NJN,PF,65.0,,1474.0,8.6,0.408,0.253,8.9,18.1,13.3,5.4,1.8,1.2,15.8,12.7,-0.7,1.8,1.1,0.036,-3.1,0.3,-2.8,-0.3,
189,157.0,Larry Wright,23.0,WSB,PG,70.0,,1466.0,13.7,0.52,0.188,2.1,4.8,3.4,25.0,2.1,0.5,17.8,19.3,1.5,1.2,2.7,0.088,-0.8,0.2,-0.7,0.5,
190,158.0,Jan van Breda Kolff,26.0,NJN,SF,68.0,,1419.0,7.5,0.435,0.421,4.3,12.8,8.3,9.1,1.6,1.7,17.4,10.9,-0.2,1.4,1.2,0.04,-3.3,1.1,-2.2,-0.1,
191,159.0,Mike Green,26.0,2TM,C,72.0,,1382.0,14.3,0.506,0.276,10.1,16.8,13.6,7.1,1.0,3.6,15.4,19.0,1.2,1.6,2.8,0.097,-1.4,0.0,-1.4,0.2,
192,159.0,Mike Green,26.0,SEA,C,9.0,,250.0,14.2,0.532,0.356,8.6,14.0,11.2,5.7,1.1,2.8,17.9,18.7,0.2,0.3,0.6,0.106,-0.9,0.4,-0.5,0.1,
193,159.0,Mike Green,26.0,SAS,C,63.0,,1132.0,14.3,0.5,0.26,10.5,17.4,14.1,7.4,0.9,3.8,14.9,19.1,1.0,1.3,2.2,0.095,-1.5,-0.1,-1.6,0.1,
194,160.0,Corky Calhoun,27.0,POR,SF,79.0,,1370.0,10.8,0.522,0.208,5.7,10.6,8.2,8.2,1.4,0.6,13.8,13.3,1.5,1.6,3.1,0.109,-0.6,0.4,-0.2,0.6,
195,161.0,Len Elmore,25.0,IND,C,69.0,6.0,1327.0,12.5,0.419,0.342,9.9,21.1,15.4,7.8,2.5,2.8,14.1,14.6,0.1,2.1,2.1,0.078,-1.5,1.4,-0.1,0.6,
196,162.0,Howard Porter,29.0,2TM,SF,63.0,,1323.0,17.4,0.528,0.244,7.0,13.8,10.3,4.9,1.0,1.5,7.3,21.2,2.8,1.1,3.9,0.142,1.5,-0.8,0.8,0.9,
197,162.0,Howard Porter,29.0,DET,SF,8.0,,107.0,7.0,0.391,0.163,5.0,11.6,8.3,2.5,1.2,2.4,9.8,18.3,-0.1,0.1,0.0,-0.004,-3.8,-0.4,-4.1,-0.1,
198,162.0,Howard Porter,29.0,NJN,SF,55.0,,1216.0,18.3,0.537,0.25,7.2,14.0,10.4,5.1,0.9,1.4,7.1,21.5,2.9,1.0,3.9,0.155,2.0,-0.8,1.2,1.0,
199,163.0,Ralph Simpson,28.0,2TM,SG,64.0,,1323.0,10.1,0.416,0.181,4.3,8.0,6.2,16.5,2.5,0.3,16.9,21.6,-1.3,1.1,-0.2,-0.007,-2.8,-0.7,-3.4,-0.5,
200,163.0,Ralph Simpson,28.0,DET,SG,32.0,,739.0,11.7,0.454,0.185,3.9,7.7,5.8,16.8,1.9,0.2,17.3,23.4,-0.3,0.5,0.2,0.012,-1.8,-1.3,-3.2,-0.2,
201,163.0,Ralph Simpson,28.0,DEN,SG,32.0,,584.0,8.1,0.357,0.174,4.7,8.3,6.6,16.0,3.3,0.3,16.2,19.3,-1.0,0.6,-0.4,-0.032,-3.9,0.2,-3.7,-0.3,
202,164.0,Bruce Seals,24.0,SEA,SF,73.0,,1322.0,10.3,0.455,0.318,4.6,13.2,8.7,8.8,1.4,1.3,14.1,21.1,-0.1,1.7,1.6,0.059,-3.2,0.2,-3.0,-0.3,
203,165.0,Tom Abernethy,23.0,LAL,SF,73.0,,1317.0,15.6,0.544,0.275,8.5,12.0,10.3,9.7,1.9,0.8,9.9,14.9,2.9,1.3,4.1,0.15,1.5,0.4,1.9,1.3,
204,166.0,Charles Johnson,28.0,2TM,SG,71.0,,1299.0,10.9,0.43,0.105,3.3,8.7,6.0,13.9,2.1,0.2,10.7,20.0,-0.1,1.3,1.1,0.042,-2.6,0.2,-2.4,-0.1,
205,166.0,Charles Johnson,28.0,GSW,SG,32.0,,492.0,11.8,0.416,0.043,4.7,8.2,6.4,13.8,2.9,0.4,8.8,20.9,-0.1,0.6,0.4,0.043,-2.4,0.7,-1.8,0.0,
206,166.0,Charles Johnson,28.0,WSB,SG,39.0,,807.0,10.3,0.44,0.147,2.4,9.0,5.7,14.0,1.7,0.1,11.9,19.5,0.0,0.7,0.7,0.041,-2.7,0.0,-2.8,-0.2,
207,167.0,Kent Benson,23.0,MIL,C,69.0,,1288.0,13.2,0.497,0.298,7.2,17.2,12.1,9.8,2.4,2.2,18.2,19.3,0.2,1.5,1.7,0.064,-1.8,0.6,-1.2,0.3,
208,168.0,Joe Meriweather,24.0,NOJ,C,54.0,,1277.0,13.7,0.506,0.324,10.3,17.6,14.0,6.1,0.6,4.6,16.7,16.7,0.8,1.7,2.6,0.096,-2.0,1.1,-1.0,0.3,
209,169.0,Dave Robisch,28.0,2TM,C,78.0,18.0,1277.0,12.8,0.466,0.3,7.9,19.6,13.8,8.9,1.4,1.2,12.7,16.8,0.9,1.4,2.3,0.086,-0.8,-0.2,-1.0,0.3,
210,169.0,Dave Robisch,28.0,IND,C,23.0,18.0,598.0,13.0,0.469,0.354,7.5,21.0,14.1,10.6,1.5,1.3,14.0,15.3,0.4,0.7,1.1,0.09,-0.5,0.4,-0.1,0.3,
211,169.0,Dave Robisch,28.0,LAL,C,55.0,,679.0,12.6,0.465,0.261,8.3,18.3,13.5,7.5,1.3,1.0,11.8,18.1,0.4,0.7,1.2,0.083,-1.1,-0.7,-1.8,0.0,
212,170.0,Lloyd Walton,24.0,MIL,PG,76.0,,1264.0,11.3,0.476,0.241,2.1,4.3,3.2,24.1,2.7,0.5,21.9,14.6,0.3,0.8,1.1,0.04,-1.4,-0.1,-1.4,0.2,
213,171.0,Ernie Grunfeld,22.0,MIL,SG,73.0,,1261.0,12.0,0.479,0.31,5.8,10.6,8.1,14.6,1.9,0.8,15.8,18.7,0.6,0.9,1.4,0.055,-1.4,-0.5,-1.9,0.0,
214,172.0,Nate Williams,27.0,2TM,SG,73.0,,1249.0,14.8,0.466,0.167,5.1,11.1,8.1,9.0,2.1,1.4,9.6,26.7,0.4,1.5,1.9,0.073,-1.3,-0.2,-1.6,0.1,
215,172.0,Nate Williams,27.0,NOJ,SG,27.0,,434.0,14.4,0.458,0.173,6.1,13.7,10.0,11.3,2.1,1.4,9.8,22.3,0.3,0.5,0.8,0.091,-1.2,0.7,-0.5,0.2,
216,172.0,Nate Williams,27.0,GSW,SG,46.0,,815.0,15.0,0.47,0.165,4.6,9.7,7.1,7.8,2.0,1.4,9.6,29.1,0.1,0.9,1.1,0.063,-1.4,-0.8,-2.1,0.0,
217,173.0,Joe Bryant,23.0,PHI,PF,81.0,0.0,1236.0,12.6,0.492,0.33,8.8,14.0,11.5,13.7,2.0,1.0,18.7,18.8,0.8,1.4,2.2,0.086,-1.1,0.2,-0.9,0.3,
218,174.0,Brian Taylor,26.0,DEN,PG,39.0,,1222.0,11.6,0.498,0.285,2.6,5.5,4.1,14.5,2.6,0.4,14.5,16.6,0.9,0.9,1.8,0.071,-1.8,0.3,-1.4,0.2,
219,175.0,John Kuester,22.0,KCK,PG,78.0,,1215.0,12.2,0.516,0.329,1.6,8.0,4.8,26.3,2.1,0.0,21.0,14.5,1.1,0.8,1.9,0.077,-1.4,-0.1,-1.5,0.1,
220,176.0,Bo Ellis,23.0,DEN,PF,78.0,,1213.0,9.1,0.462,0.325,10.0,15.5,12.9,7.7,1.8,2.0,21.3,14.6,-0.3,1.4,1.1,0.044,-3.2,0.3,-2.9,-0.3,
221,177.0,Cedric Maxwell,22.0,BOS,SF,72.0,23.0,1213.0,17.8,0.62,0.791,11.8,19.7,15.9,7.6,2.0,2.0,22.3,17.5,2.4,1.8,4.2,0.166,0.8,1.2,2.0,1.2,
222,178.0,Eddie Jordan,23.0,2TM,PG,73.0,,1213.0,15.7,0.459,0.31,2.7,7.1,4.8,20.4,4.5,0.8,14.8,22.0,0.1,1.8,1.9,0.074,-0.8,2.6,1.8,1.2,
223,178.0,Eddie Jordan,23.0,CLE,PG,22.0,,171.0,10.7,0.397,0.286,1.2,5.4,3.3,24.4,3.3,0.3,18.2,17.9,-0.2,0.2,0.0,0.013,-2.8,0.6,-2.2,0.0,
224,178.0,Eddie Jordan,23.0,NJN,PG,51.0,,1042.0,16.6,0.466,0.313,2.9,7.3,5.0,19.8,4.7,0.9,14.4,22.7,0.2,1.6,1.8,0.084,-0.5,2.9,2.4,1.2,
225,179.0,Mike Newlin,29.0,HOU,SG,45.0,,1181.0,16.0,0.511,0.352,3.1,7.8,5.4,24.2,2.1,0.4,17.4,23.3,1.5,0.3,1.8,0.073,0.7,-0.9,-0.2,0.5,
226,180.0,Lloyd Neal,27.0,POR,PF,61.0,,1174.0,19.8,0.543,0.328,10.5,22.3,16.5,10.3,1.1,1.0,13.4,24.0,2.4,1.9,4.3,0.178,2.1,-0.4,1.8,1.1,
227,181.0,Toby Knight,22.0,NYK,SF,80.0,,1169.0,12.2,0.499,0.209,10.9,17.4,14.2,4.3,1.9,1.2,16.0,19.6,0.4,1.2,1.6,0.066,-2.6,-1.0,-3.6,-0.5,
228,182.0,Ed Ratleff,27.0,HOU,SF,68.0,,1163.0,11.5,0.452,0.152,5.0,9.9,7.4,16.8,2.4,1.0,16.8,13.6,0.5,0.5,1.0,0.042,-0.8,0.9,0.1,0.6,
229,183.0,Tom Boswell,24.0,BOS,PF,65.0,,1149.0,12.9,0.563,0.345,10.6,14.8,12.7,8.6,1.0,0.6,18.8,17.1,1.6,1.1,2.7,0.111,-1.3,-0.2,-1.5,0.1,
230,184.0,Larry Steele,28.0,POR,SG,65.0,,1132.0,13.8,0.519,0.273,3.2,7.1,5.2,10.7,2.4,0.2,11.6,19.8,1.6,1.4,3.0,0.127,-1.0,0.8,-0.3,0.5,
231,185.0,Wally Walker,23.0,2TM,SF,77.0,,1104.0,12.2,0.47,0.26,7.7,12.7,10.1,10.1,1.1,0.5,13.0,20.5,0.7,1.2,1.9,0.084,-1.2,-0.6,-1.8,0.0,
232,185.0,Wally Walker,23.0,POR,SF,9.0,,101.0,9.5,0.483,0.195,7.4,10.1,8.8,11.1,0.9,0.0,19.8,21.7,0.0,0.1,0.1,0.024,-3.0,-0.8,-3.8,-0.1,
233,185.0,Wally Walker,23.0,SEA,SF,68.0,,1003.0,12.5,0.469,0.267,7.8,12.9,10.2,10.0,1.1,0.5,12.3,20.3,0.7,1.1,1.9,0.09,-1.1,-0.6,-1.6,0.1,
234,186.0,Rickey Green,23.0,GSW,PG,76.0,,1098.0,9.3,0.41,0.24,4.4,6.3,5.4,17.6,2.4,0.0,16.0,17.6,-0.7,1.1,0.3,0.014,-2.9,0.0,-2.9,-0.3,
235,187.0,Bird Averitt,25.0,2TM,SG,55.0,,1085.0,10.3,0.454,0.291,1.6,6.4,3.9,26.3,1.6,0.4,20.8,24.6,-1.2,0.5,-0.7,-0.03,-2.7,-2.0,-4.7,-0.7,
236,187.0,Bird Averitt,25.0,NJN,SG,21.0,,409.0,8.2,0.419,0.239,1.6,6.5,3.9,23.0,1.8,0.1,20.9,23.7,-0.8,0.3,-0.5,-0.059,-4.0,-1.9,-5.9,-0.4,
237,187.0,Bird Averitt,25.0,BUF,SG,34.0,,676.0,11.5,0.476,0.324,1.6,6.3,4.0,28.2,1.5,0.6,20.6,25.2,-0.4,0.2,-0.2,-0.013,-1.8,-2.1,-3.9,-0.3,
238,188.0,Bill Willoughby,20.0,BUF,SF,56.0,,1079.0,10.9,0.472,0.22,7.6,14.1,10.9,4.9,1.0,2.3,12.3,16.8,0.4,0.7,1.2,0.051,-1.9,-0.6,-2.5,-0.1,
239,189.0,John Lambert,25.0,CLE,PF,76.0,,1075.0,10.8,0.435,0.143,11.7,18.9,15.3,4.7,1.2,2.4,14.8,15.5,-0.1,1.5,1.5,0.067,-3.0,0.2,-2.8,-0.2,
240,190.0,Ted McClain,31.0,2TM,PG,70.0,0.0,1020.0,10.2,0.485,0.261,2.1,9.4,5.8,20.4,2.6,0.3,22.4,15.5,0.0,0.8,0.8,0.037,-2.9,0.5,-2.3,-0.1,
