,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
33,Shawn Kemp,Cleveland Cavaliers,82.0,28.3,2.4,0.418,2492.0,17.2,0.508,4.0,-2.1,0.0,0.3902,82.0,0,1.0,2000
34,David Robinson,San Antonio Spurs,80.0,29.2,3.5,0.512,2557.0,24.6,0.568,12.7,5.8,5.0,0.6463,82.0,0,0.9756,2000
35,Jamal Mashburn,Miami Heat,76.0,26.4,1.2,0.493,2828.0,15.4,0.526,6.4,0.5,1.8,0.6341,82.0,0,0.9268,2000
36,Dirk Nowitzki,Dallas Mavericks,82.0,26.5,1.6,0.513,2938.0,17.5,0.564,8.1,1.6,2.6,0.4878,82.0,0,1.0,2000
37,Mitch Richmond,Washington Wizards,74.0,22.8,1.7,0.47,2397.0,16.5,0.536,5.2,1.1,1.9,0.3537,82.0,0,0.9024,2000
38,Terrell Brandon,Minnesota Timberwolves,71.0,29.4,2.3,0.492,2587.0,20.8,0.535,8.6,4.3,4.1,0.6098,82.0,0,0.8659,2000
39,Maurice Taylor,Los Angeles Clippers,62.0,25.2,1.6,0.464,2227.0,13.4,0.492,-0.3,-3.8,-1.0,0.1829,82.0,0,0.7561,2000
40,Ron Mercer,Orlando Magic,68.0,22.9,1.4,0.433,2377.0,12.7,0.479,1.8,-3.1,-0.6,0.5,82.0,0,0.8293,2000
41,Derek Anderson,Los Angeles Clippers,64.0,24.3,1.6,0.47,2201.0,16.9,0.542,3.3,-0.1,1.1,0.1829,82.0,0,0.7805,2000
44,Jim Jackson,Atlanta Hawks,79.0,24.6,0.8,0.458,2767.0,14.3,0.496,2.8,-0.8,0.8,0.3415,82.0,0,0.9634,2000
45,Vin Baker,Seattle SuperSonics,79.0,26.2,1.4,0.456,2849.0,14.0,0.5,3.5,-3.0,-0.7,0.5488,82.0,0,0.9634,2000
46,Cedric Ceballos,Dallas Mavericks,69.0,24.6,1.1,0.468,2064.0,18.1,0.516,4.0,-1.0,0.5,0.4878,82.0,0,0.8415,2000
47,Lamar Odom,Los Angeles Clippers,76.0,28.6,2.5,0.467,2767.0,16.8,0.521,3.2,0.6,1.8,0.1829,82.0,0,0.9268,2000
48,Rasheed Wallace,Portland Trail Blazers,81.0,25.2,2.4,0.522,2845.0,18.1,0.556,9.3,2.2,3.0,0.7195,82.0,0,0.9878,2000
49,Darrell Armstrong,Orlando Magic,82.0,25.6,2.2,0.494,2590.0,19.5,0.542,8.0,4.5,4.3,0.5,82.0,0.001,1.0,2000
51,Nick Van Exel,Denver Nuggets,79.0,29.0,1.0,0.445,2950.0,16.0,0.483,4.9,-0.2,1.3,0.4268,82.0,0,0.9634,2000
52,Lamond Murray,Cleveland Cavaliers,74.0,23.4,1.9,0.476,2365.0,14.9,0.517,3.3,-0.3,1.0,0.3902,82.0,0,0.9024,2000
53,Glen Rice,Los Angeles Lakers,80.0,22.2,0.8,0.472,2530.0,16.2,0.551,9.0,0.9,1.8,0.8171,82.0,0,0.9756,2000
54,Cuttino Mobley,Houston Rockets,81.0,22.0,1.5,0.481,2496.0,16.0,0.545,5.2,-0.1,1.2,0.4146,82.0,0,0.9878,2000
55,Tracy McGrady,Toronto Raptors,79.0,25.0,3.0,0.46,2462.0,20.0,0.509,6.6,3.5,3.4,0.5488,82.0,0,0.9634,2000
56,Larry Hughes,Golden State Warriors,82.0,21.8,1.7,0.413,2324.0,14.7,0.467,1.7,-0.9,0.7,0.2317,82.0,0,1.0,2000
57,Patrick Ewing,New York Knicks,62.0,25.6,2.0,0.466,2035.0,16.9,0.516,4.8,-0.2,0.9,0.6098,82.0,0,0.7561,2000
58,Juwan Howard,Washington Wizards,82.0,23.6,1.1,0.459,2909.0,12.3,0.496,1.9,-2.8,-0.6,0.3537,82.0,0,1.0,2000
59,Steve Smith,Portland Trail Blazers,82.0,21.2,1.3,0.52,2689.0,17.3,0.584,10.4,2.9,3.3,0.7195,82.0,0,1.0,2000
62,Mike Bibby,Vancouver Grizzlies,82.0,26.3,1.8,0.483,3155.0,16.7,0.521,5.6,0.6,2.1,0.2683,82.0,0,1.0,2000
63,Jason Kidd,Phoenix Suns,67.0,31.6,2.4,0.442,2616.0,18.4,0.498,8.5,4.3,4.2,0.6463,82.0,0.021,0.8171,2000
64,Donyell Marshall,Golden State Warriors,64.0,26.8,2.2,0.423,2071.0,17.1,0.478,3.8,0.7,1.4,0.2317,82.0,0,0.7805,2000
65,Bryon Russell,Utah Jazz,82.0,21.2,1.9,0.504,2900.0,15.1,0.55,8.8,1.7,2.7,0.6707,82.0,0,1.0,2000
66,Kenny Anderson,Boston Celtics,82.0,21.8,1.8,0.483,2593.0,17.4,0.524,7.3,1.8,2.5,0.4268,82.0,0,1.0,2000
68,Rodney Rogers,Phoenix Suns,82.0,21.4,1.7,0.551,2286.0,17.1,0.57,7.4,2.6,2.7,0.6463,82.0,0,1.0,2000
69,Bob Sura,Cleveland Cavaliers,73.0,21.6,1.5,0.512,2216.0,15.6,0.545,4.9,1.7,2.1,0.3902,82.0,0,0.8902,2000
75,Tyrone Nesby,Los Angeles Clippers,73.0,18.8,1.4,0.449,2317.0,12.6,0.487,1.3,-2.7,-0.4,0.1829,82.0,0,0.8902,2000
76,Alan Henderson,Atlanta Hawks,82.0,21.1,1.7,0.462,2775.0,14.7,0.503,4.3,-1.6,0.3,0.3415,82.0,0,1.0,2000
77,Kendall Gill,New Jersey Nets,76.0,19.6,2.3,0.425,2355.0,15.2,0.465,3.7,0.0,1.2,0.378,82.0,0,0.9268,2000
78,Othella Harrington,Vancouver Grizzlies,82.0,21.2,1.1,0.506,2677.0,13.3,0.56,3.0,-3.5,-1.0,0.2683,82.0,0,1.0,2000
81,Erick Strickland,Dallas Mavericks,68.0,20.7,1.7,0.483,2025.0,16.5,0.531,4.9,1.1,1.6,0.4878,82.0,0,0.8293,2000
83,Lindsey Hunter,Detroit Pistons,82.0,19.7,1.9,0.519,2919.0,13.2,0.543,5.6,0.7,2.0,0.5122,82.0,0,1.0,2000
84,Rod Strickland,Washington Wizards,69.0,23.9,1.7,0.43,2188.0,17.1,0.485,3.7,1.0,1.6,0.3537,82.0,0,0.8415,2000
85,Scottie Pippen,Portland Trail Blazers,82.0,23.8,1.9,0.501,2749.0,16.4,0.533,7.8,3.6,3.9,0.7195,82.0,0,1.0,2000
86,Damon Stoudamire,Portland Trail Blazers,78.0,20.8,1.0,0.477,2372.0,15.5,0.508,6.1,0.9,1.7,0.7195,82.0,0,0.9512,2000
87,Doug Christie,Toronto Raptors,73.0,20.7,2.0,0.472,2264.0,15.8,0.526,5.1,1.4,1.9,0.5488,82.0,0,0.8902,2000
88,Jeff Hornacek,Utah Jazz,77.0,17.4,1.1,0.537,2133.0,16.3,0.59,6.5,1.9,2.1,0.6707,82.0,0,0.939,2000
89,Raef LaFrentz,Denver Nuggets,81.0,21.5,2.7,0.48,2435.0,16.3,0.512,5.9,0.2,1.4,0.4268,82.0,0,0.9878,2000
90,Shandon Anderson,Houston Rockets,82.0,19.9,1.6,0.524,2700.0,13.8,0.567,4.9,-0.5,1.1,0.4146,82.0,0,1.0,2000
91,Vlade Divac,Sacramento Kings,82.0,23.3,2.6,0.507,2374.0,18.0,0.552,7.2,2.8,2.9,0.5366,82.0,0,1.0,2000
92,Jason Williams,Sacramento Kings,81.0,22.4,1.5,0.448,2760.0,11.6,0.477,1.5,-1.9,0.1,0.5366,82.0,0,0.9878,2000
93,Christian Laettner,Detroit Pistons,82.0,21.2,1.5,0.478,2443.0,14.8,0.539,5.1,-0.8,0.7,0.5122,82.0,0,1.0,2000
94,John Stockton,Utah Jazz,82.0,23.3,1.9,0.53,2432.0,22.4,0.591,11.2,6.6,5.3,0.6707,82.0,0,1.0,2000
95,Jason Caffey,Golden State Warriors,71.0,20.5,1.2,0.479,2159.0,12.4,0.515,1.6,-4.0,-1.1,0.2317,82.0,0,0.8659,2000
96,Tyrone Hill,Philadelphia 76ers,68.0,22.0,1.3,0.485,2155.0,14.6,0.529,5.7,-1.4,0.3,0.5976,82.0,0,0.8293,2000
97,Metta World Peace,Chicago Bulls,72.0,19.1,2.2,0.447,2238.0,13.4,0.491,2.3,-0.2,1.0,0.2073,82.0,0,0.878,2000
102,Brent Barry,Seattle SuperSonics,80.0,20.1,1.7,0.579,2726.0,14.6,0.609,7.5,1.8,2.6,0.5488,82.0,0,0.9756,2000
104,Tim Thomas,Milwaukee Bucks,80.0,17.4,1.1,0.503,2093.0,14.7,0.549,3.8,-0.8,0.6,0.5122,82.0,0,0.9756,2000
106,Ruben Patterson,Seattle SuperSonics,81.0,18.6,1.7,0.545,2097.0,18.8,0.587,6.7,1.9,2.1,0.5488,82.0,0,0.9878,2000
107,Wally Szczerbiak,Minnesota Timberwolves,73.0,18.1,1.1,0.532,2171.0,15.4,0.571,6.2,0.9,1.6,0.6098,82.0,0,0.8902,2000
108,Antonio Davis,Toronto Raptors,79.0,21.6,1.8,0.44,2479.0,15.1,0.52,6.1,-2.0,0.0,0.5488,82.0,0,0.9634,2000
109,Dikembe Mutombo,Atlanta Hawks,82.0,26.9,3.6,0.562,2984.0,19.4,0.621,9.9,2.4,3.3,0.3415,82.0,0,1.0,2000
111,Mookie Blaylock,Golden State Warriors,73.0,21.7,2.3,0.451,2459.0,15.1,0.468,3.3,0.9,1.8,0.2317,82.0,0,0.8902,2000
112,Malik Sealy,Minnesota Timberwolves,82.0,18.0,1.1,0.482,2392.0,14.4,0.53,5.5,-0.3,1.0,0.6098,82.0,0,1.0,2000
113,Avery Johnson,San Antonio Spurs,82.0,19.1,1.1,0.474,2571.0,14.8,0.5,6.3,0.3,1.5,0.6463,82.0,0,1.0,2000
114,Andre Miller,Cleveland Cavaliers,82.0,20.3,1.2,0.456,2093.0,17.9,0.517,5.3,1.9,2.1,0.3902,82.0,0,1.0,2000
117,Nick Anderson,Sacramento Kings,72.0,17.2,1.5,0.476,2094.0,11.8,0.479,2.8,-0.3,0.9,0.5366,82.0,0,0.878,2000
118,Larry Johnson,New York Knicks,70.0,18.6,0.7,0.477,2281.0,12.4,0.517,5.1,0.7,1.6,0.6098,82.0,0,0.8537,2000
126,George McCloud,Denver Nuggets,78.0,17.0,0.9,0.501,2118.0,13.2,0.548,3.8,-0.2,1.0,0.4268,82.0,0,0.9512,2000
127,Dale Davis,Indiana Pacers,74.0,20.8,2.0,0.502,2127.0,17.4,0.537,7.1,0.8,1.5,0.6829,82.0,0,0.9024,2000
130,Michael Olowokandi,Los Angeles Clippers,80.0,18.5,2.2,0.437,2493.0,10.4,0.467,-0.8,-6.0,-2.6,0.1829,82.0,0,0.9756,2000
131,Anthony Peeler,Minnesota Timberwolves,82.0,15.0,0.9,0.494,2073.0,13.2,0.52,4.1,-0.5,0.8,0.6098,82.0,0,1.0,2000
133,P.J. Brown,Miami Heat,80.0,18.9,1.6,0.48,2302.0,15.3,0.516,6.9,0.3,1.4,0.6341,82.0,0,0.9756,2000
134,George Lynch,Philadelphia 76ers,75.0,19.2,2.1,0.473,2416.0,13.7,0.498,5.8,1.0,1.8,0.5976,82.0,0,0.9146,2000
141,Wesley Person,Cleveland Cavaliers,79.0,14.4,0.7,0.509,2056.0,12.0,0.528,3.7,0.3,1.2,0.3902,82.0,0,0.9634,2000
155,Howard Eisley,Utah Jazz,82.0,14.9,0.8,0.462,2096.0,11.5,0.492,3.0,-1.7,0.2,0.6707,82.0,0,1.0,2000
161,Jerome Williams,Detroit Pistons,82.0,18.8,1.5,0.564,2102.0,17.9,0.593,7.6,1.2,1.7,0.5122,82.0,0,1.0,2000
165,James Posey,Denver Nuggets,81.0,13.9,1.6,0.506,2052.0,13.0,0.55,4.3,0.7,1.4,0.4268,82.0,0,0.9878,2000
167,Horace Grant,Seattle SuperSonics,76.0,18.4,1.5,0.444,2688.0,11.7,0.472,5.2,-0.7,0.9,0.5488,82.0,0,0.9268,2000
168,Mark Jackson,Indiana Pacers,81.0,19.8,1.0,0.51,2190.0,17.7,0.538,6.7,3.1,2.8,0.6829,82.0,0,0.9878,2000
177,Eric Snow,Philadelphia 76ers,82.0,18.7,1.8,0.44,2866.0,12.8,0.482,6.1,0.1,1.5,0.5976,82.0,0,1.0,2000
187,Mario Elie,San Antonio Spurs,79.0,13.1,1.0,0.508,2217.0,10.4,0.565,4.6,-0.3,1.0,0.6463,82.0,0,0.9634,2000
193,Dan Majerle,Miami Heat,69.0,15.1,1.5,0.533,2308.0,11.4,0.559,6.1,1.9,2.3,0.6341,82.0,0,0.8415,2000
202,Ron Harper,Los Angeles Lakers,80.0,14.6,1.6,0.43,2042.0,12.0,0.468,4.0,0.6,1.3,0.8171,82.0,0,0.9756,2000
206,Charles Oakley,Toronto Raptors,80.0,16.9,1.9,0.43,2431.0,10.1,0.459,2.2,-2.2,-0.1,0.5488,82.0,0,0.9756,2000
246,Bo Outlaw,Orlando Magic,82.0,15.4,3.2,0.602,2326.0,15.3,0.597,6.8,4.5,3.8,0.5,82.0,0,1.0,2000
252,Jamie Feick,New Jersey Nets,81.0,15.8,1.0,0.431,2241.0,12.3,0.477,4.8,-2.3,-0.2,0.378,82.0,0,0.9878,2000
286,Ervin Johnson,Milwaukee Bucks,80.0,13.5,2.6,0.516,2129.0,12.7,0.55,4.9,-0.4,0.9,0.5122,82.0,0,0.9756,2000
