,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Oklahoma City Thunder,53,242.4,38.1,88.1,0.433,14.5,38.9,0.371,23.7,49.2,0.481,17.3,23.0,0.75,12.2,33.5,45.6,24.9,7.6,4.3,17.2,21.2,107.9
1,2.0,Boston Celtics,53,240.9,38.4,86.5,0.443,14.0,38.8,0.361,24.4,47.8,0.51,17.7,22.4,0.787,11.4,30.9,42.4,25.0,6.0,4.2,13.3,18.5,108.4
2,3.0,Detroit Pistons,51,241.0,37.4,84.7,0.442,12.5,36.2,0.346,24.9,48.5,0.513,22.3,28.2,0.791,11.5,29.9,41.3,23.0,9.2,5.6,17.3,21.9,109.7
3,4.0,Houston Rockets,51,243.4,40.5,88.2,0.459,12.4,35.4,0.35,28.1,52.8,0.532,16.7,22.1,0.754,11.4,28.4,39.8,24.5,8.8,4.8,13.6,20.5,110.0
4,5.0,Phoenix Suns,53,240.5,40.1,85.7,0.468,12.3,35.6,0.347,27.7,50.1,0.553,18.9,24.2,0.781,12.2,31.7,44.0,24.8,8.2,4.3,16.9,19.3,111.4
5,6.0,New York Knicks,53,240.9,39.8,86.6,0.459,13.9,38.7,0.358,25.9,47.9,0.541,18.4,23.6,0.777,10.2,31.5,41.7,24.7,7.1,4.5,14.1,19.4,111.8
6,7.0,Toronto Raptors,54,241.9,39.9,86.4,0.462,12.8,37.2,0.345,27.1,49.2,0.55,19.6,24.5,0.802,11.1,32.4,43.5,24.6,8.0,5.2,15.8,19.5,112.2
7,8.0,San Antonio Spurs,52,240.5,41.2,90.5,0.455,13.2,36.4,0.361,28.0,54.1,0.518,16.6,21.2,0.784,10.4,32.7,43.1,26.5,7.8,4.6,13.5,20.8,112.2
8,9.0,Los Angeles Clippers,52,241.4,40.9,87.9,0.466,13.5,37.0,0.366,27.4,50.9,0.539,17.3,21.7,0.799,11.5,30.4,41.9,26.1,9.2,4.7,13.4,19.8,112.7
9,10.0,Golden State Warriors,53,240.9,41.6,88.5,0.47,12.6,35.6,0.355,29.0,52.8,0.548,17.6,22.1,0.797,11.6,33.3,44.9,26.7,8.5,4.2,16.2,18.8,113.5
