,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Denver Nuggets,53,242.8,42.9,86.7,0.495,13.8,34.9,0.396,29.1,51.8,0.562,20.7,25.6,0.81,9.5,33.0,42.5,28.0,6.9,4.3,12.7,18.9,120.4
1,2.0,Oklahoma City Thunder,53,242.4,43.3,88.9,0.487,13.4,37.2,0.36,29.9,51.8,0.578,19.8,24.1,0.822,9.2,34.5,43.7,25.6,9.9,5.8,12.4,19.8,119.9
2,3.0,Cleveland Cavaliers,53,240.9,43.6,91.8,0.475,14.7,41.0,0.358,28.9,50.8,0.57,17.8,22.8,0.78,12.1,32.5,44.6,28.7,9.1,5.1,14.4,19.9,119.7
3,4.0,Miami Heat,54,240.5,43.6,94.1,0.463,13.4,36.9,0.362,30.2,57.1,0.528,19.2,24.3,0.791,11.9,34.8,46.8,28.7,9.2,4.2,14.3,18.9,119.7
4,5.0,Minnesota Timberwolves,54,241.4,42.9,89.1,0.481,14.2,38.0,0.374,28.6,51.1,0.561,19.2,25.7,0.746,11.5,33.4,44.9,26.3,8.7,5.6,14.4,21.4,119.1
5,6.0,Utah Jazz,53,242.8,42.3,90.4,0.468,12.9,36.9,0.35,29.4,53.5,0.549,20.7,25.9,0.798,11.8,32.2,44.0,30.1,8.0,3.5,15.8,21.8,118.3
6,7.0,San Antonio Spurs,52,240.5,42.3,89.1,0.475,13.0,37.4,0.348,29.3,51.7,0.566,19.9,25.5,0.783,11.3,35.3,46.6,26.3,7.7,5.1,13.8,19.0,117.6
7,8.0,Atlanta Hawks,54,240.9,43.4,91.6,0.474,14.6,39.2,0.372,28.8,52.4,0.55,16.1,20.8,0.774,10.0,32.1,42.2,30.8,9.3,4.7,14.3,19.9,117.5
8,9.0,Detroit Pistons,51,241.0,43.0,89.6,0.48,11.2,31.9,0.35,31.9,57.7,0.552,20.3,26.8,0.755,13.0,32.7,45.7,26.8,10.6,6.3,15.4,22.5,117.5
9,10.0,New York Knicks,53,240.9,42.5,90.5,0.47,15.0,39.6,0.378,27.6,51.0,0.541,17.3,21.9,0.79,13.3,33.0,46.2,26.8,7.9,4.1,13.6,20.3,117.3
10,11.0,Chicago Bulls,53,240.9,42.7,90.4,0.472,14.8,40.1,0.369,27.9,50.3,0.554,16.9,21.5,0.788,10.2,34.7,45.0,29.4,7.3,5.0,14.5,18.7,117.0
11,12.0,Philadelphia 76ers,52,243.8,41.6,90.1,0.461,12.9,35.9,0.359,28.7,54.2,0.529,20.7,25.4,0.815,12.2,31.4,43.6,24.9,9.0,5.6,13.8,20.3,116.7
12,13.0,Los Angeles Lakers,51,240.0,41.7,83.5,0.499,11.8,33.8,0.35,29.9,49.8,0.6,21.0,27.3,0.769,9.8,31.5,41.3,25.2,8.2,4.1,15.1,18.8,116.1
