,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder,25.2,53.0,15.0,54,14,10.82,-0.15,10.68,118.3,107.5,10.8,99.2,0.265,0.426,0.596,,0.557,11.2,21.8,0.217,,0.516,14.7,74.0,0.188,,Paycom Center,655624,18203
1,2.0,Boston Celtics,26.9,44.0,23.0,48,19,7.24,-0.72,6.52,120.3,112.7,7.6,94.7,0.2,0.469,0.578,,0.549,11.0,29.4,0.16,,0.522,11.7,75.2,0.191,,TD Garden,612992,19156
2,3.0,Detroit Pistons,26.1,48.0,19.0,48,19,7.46,-0.5,6.96,117.3,109.8,7.5,99.5,0.294,0.35,0.578,,0.541,12.9,30.9,0.223,,0.516,14.9,73.9,0.258,,Little Caesars Arena,668278,19633
3,4.0,San Antonio Spurs,25.4,49.0,18.0,47,20,7.04,0.34,7.38,118.5,111.5,7.0,100.1,0.281,0.424,0.592,,0.556,12.0,25.6,0.22,,0.522,11.7,76.9,0.186,,Frost Bank Center,612358,18707
4,5.0,New York Knicks,28.2,44.0,25.0,47,22,6.25,-0.21,6.04,119.3,112.9,6.4,97.5,0.241,0.433,0.586,,0.554,12.1,29.2,0.19,,0.536,13.0,76.9,0.212,,Madison Square Garden (IV),653374,19799
5,6.0,Houston Rockets,26.6,41.0,25.0,42,24,4.23,-0.29,3.94,117.6,113.2,4.4,95.9,0.262,0.344,0.571,,0.537,13.5,35.1,0.199,,0.529,12.1,74.1,0.19,,Toyota Center,559770,18057
6,7.0,Cleveland Cavaliers,27.0,41.0,27.0,42,26,4.22,0.02,4.24,118.5,114.3,4.2,100.0,0.258,0.447,0.591,,0.558,12.3,27.0,0.2,,0.541,13.6,73.7,0.21,,Rocket Arena,680120,19432
7,8.0,Denver Nuggets,27.8,41.0,27.0,42,26,4.03,-0.13,3.9,121.5,117.5,4.0,98.1,0.302,0.406,0.612,,0.572,11.7,23.4,0.244,,0.545,10.7,74.9,0.197,,Ball Arena,614378,19819
8,9.0,Miami Heat,26.3,38.0,30.0,42,26,3.81,-0.11,3.7,115.9,112.2,3.7,103.8,0.27,0.398,0.575,,0.536,11.7,25.8,0.213,,0.531,13.2,74.9,0.192,,Kaseya Center,688817,19680
9,10.0,Charlotte Hornets,24.0,34.0,34.0,41,27,3.19,-0.5,2.69,118.4,115.1,3.3,97.1,0.248,0.478,0.585,,0.548,13.6,30.2,0.203,,0.542,11.5,76.6,0.189,,Spectrum Center,571660,18441
10,11.0,Minnesota Timberwolves,27.9,41.0,27.0,41,27,3.29,-0.39,2.91,117.3,114.1,3.2,100.5,0.292,0.424,0.597,,0.564,13.0,25.9,0.219,,0.533,12.8,74.7,0.219,,Target Center,584241,17184
11,12.0,Toronto Raptors,24.8,38.0,29.0,37,30,1.75,-0.05,1.7,114.8,113.1,1.7,98.4,0.259,0.371,0.573,,0.537,12.1,25.7,0.203,,0.539,14.1,73.9,0.219,,Scotiabank Arena,659270,18836
12,13.0,Orlando Magic,24.7,38.0,28.0,36,30,1.62,0.04,1.66,115.2,113.6,1.6,99.5,0.306,0.382,0.576,,0.531,12.0,25.1,0.245,,0.541,13.1,75.5,0.22,,Kia Center,621122,18459
13,14.0,Phoenix Suns,27.0,39.0,28.0,36,31,1.37,0.06,1.43,115.3,113.9,1.4,97.1,0.224,0.456,0.569,,0.538,12.9,28.9,0.176,,0.54,14.5,71.4,0.217,,Mortgage Matchup Center,580414,16583
14,15.0,Los Angeles Lakers,28.0,42.0,25.0,36,31,1.22,-0.17,1.05,118.0,116.8,1.2,98.6,0.312,0.402,0.607,,0.571,13.2,23.9,0.239,,0.558,13.1,74.6,0.194,,Crypto.com Arena,659271,18836
15,16.0,Atlanta Hawks,25.1,36.0,31.0,36,31,1.1,-0.29,0.82,115.2,114.1,1.1,101.9,0.236,0.426,0.581,,0.55,12.3,23.6,0.183,,0.546,13.8,74.2,0.206,,State Farm Arena,550326,16186
16,17.0,Los Angeles Clippers,30.3,34.0,33.0,35,32,0.85,0.13,0.98,117.0,116.1,0.9,96.5,0.305,0.405,0.602,,0.556,13.4,23.6,0.253,,0.545,12.6,73.5,0.198,,Intuit Dome,580500,17591
17,18.0,Golden State Warriors,28.7,32.0,35.0,35,32,0.75,0.4,1.15,115.3,114.5,0.8,99.2,0.23,0.506,0.583,,0.549,13.5,25.6,0.185,,0.544,13.9,72.4,0.2,,Chase Center,614176,18064
