,PLAYER_NAME,TEAM_ABBREVIATION,PIE
233,Kevin Garnett,MIN,0.222
399,Tim Duncan,SAS,0.212
231,Keon Clark,UTA,0.17
15,Andrei Kirilenko,UTA,0.163
434,Yao Ming,HOU,0.158
190,Jason Kidd,NJN,0.157
239,Kobe Bryant,LAL,0.156
377,Shaquille O'Neal,LAL,0.156
60,Carlos Boozer,CLE,0.154
408,Tracy McGrady,ORL,0.153
363,Sam Cassell,MIN,0.151
198,Jermaine O'Neal,IND,0.149
137,Elton Brand,LAC,0.148
378,Shareef Abdur-Rahim,POR,0.145
230,Kenyon Martin,NJN,0.145
243,Lamar Odom,MIA,0.143
371,Sean Lampley,GSW,0.141
121,Dirk Nowitzki,DAL,0.14
25,Antonio Daniels,SEA,0.14
220,Karl Malone,LAL,0.14
321,Peja Stojakovic,SAC,0.138
141,Erick Dampier,GSW,0.138
123,Donyell Marshall,TOR,0.137
337,Ray Allen,SEA,0.137
380,Shawn Marion,PHX,0.137
317,Pau Gasol,MEM,0.137
319,Paul Pierce,BOS,0.137
67,Chauncey Billups,DET,0.137
386,Stephon Marbury,NYK,0.137
30,Baron Davis,NOH,0.136
263,Manu Ginobili,SAS,0.136
281,Mehmet Okur,DET,0.134
32,Ben Wallace,DET,0.134
435,Zach Randolph,POR,0.133
41,Brad Miller,SAC,0.132
114,Desmond Ferguson,POR,0.131
423,Vince Carter,TOR,0.131
5,Alan Henderson,ATL,0.13
82,Corey Maggette,LAC,0.13
342,Richard Jefferson,NJN,0.129
36,Bobby Jackson,SAC,0.128
8,Allen Iverson,PHI,0.127
14,Andre Miller,DEN,0.127
389,Steve Nash,DAL,0.126
227,Kendrick Perkins,BOS,0.125
250,Leon Smith,SEA,0.125
45,Brent Barry,SEA,0.124
266,Marcus Camby,DEN,0.124
290,Michael Redd,MIL,0.123
247,LeBron James,CLE,0.123
13,Amar'e Stoudemire,PHX,0.123
59,Carlos Arroyo,UTA,0.122
229,Kenny Thomas,PHI,0.122
180,James Posey,MEM,0.122
150,Gary Payton,LAL,0.121
47,Brian Cardinal,GSW,0.121
293,Michael Sweetney,NYK,0.12
284,Metta World Peace,IND,0.12
19,Antawn Jamison,DAL,0.12
127,Dwyane Wade,MIA,0.118
106,David West,NOH,0.118
392,Stromile Swift,MEM,0.118
417,Troy Murphy,GSW,0.118
402,Toni Kukoc,MIL,0.118
128,Earl Boykins,DEN,0.117
35,Bob Sura,ATL,0.117
28,Austin Croshere,IND,0.117
315,P.J. Brown,NOH,0.116
174,Jamaal Magloire,NOH,0.116
224,Keith Van Horn,MIL,0.116
406,Tony Parker,SAS,0.115
340,Reggie Miller,IND,0.115
193,Jason Williams,MEM,0.115
295,Mike Bibby,SAC,0.115
299,Mike Wilks,HOU,0.115
178,Jamal Sampson,LAL,0.114
420,Tyson Chandler,CHI,0.114
429,Wally Szczerbiak,MIN,0.114
341,Richard Hamilton,DET,0.114
333,Rasheed Wallace,DET,0.114
66,Charlie Ward,SAS,0.114
191,Jason Richardson,GSW,0.113
175,Jamaal Tinsley,IND,0.113
441,Zydrunas Ilgauskas,CLE,0.113
194,Jeff Foster,IND,0.113
439,Zendon Hamilton,PHI,0.112
132,Eddie Jones,MIA,0.112
346,Ricky Davis,BOS,0.112
75,Chris Webber,SAC,0.112
383,Speedy Claxton,GSW,0.112
241,Kwame Brown,WAS,0.112
245,Larry Hughes,WAS,0.112
202,Jerome Williams,CHI,0.112
160,Hedo Turkoglu,SAS,0.111
278,Matt Harpring,UTA,0.111
192,Jason Terry,ATL,0.111
296,Mike Dunleavy,GSW,0.111
354,Rodney White,DEN,0.111
388,Steve Francis,HOU,0.111
176,Jamal Crawford,CHI,0.111
274,Marquis Daniels,DAL,0.11
78,Christian Laettner,WAS,0.11
102,Darrell Armstrong,NOH,0.11
31,Ben Handlogten,UTA,0.109
365,Samuel Dalembert,PHI,0.109
328,Raef LaFrentz,BOS,0.108
300,Mikki Moore,UTA,0.108
332,Rashard Lewis,SEA,0.108
211,Jon Barry,DEN,0.108
306,Nazr Mohammed,NYK,0.107
207,Joe Smith,MIL,0.107
232,Kerry Kittles,NJN,0.106
297,Mike James,DET,0.106
0,Aaron McKie,PHI,0.106
351,Rod Strickland,TOR,0.106
261,Malik Rose,SAS,0.106
148,Fred Hoiberg,MIN,0.106
269,Mark Blount,BOS,0.105
144,Etan Thomas,WAS,0.105
61,Carmelo Anthony,DEN,0.105
4,Al Harrington,IND,0.105
46,Brevin Knight,MIL,0.105
188,Jason Hart,SAS,0.105
90,Damon Jones,MIL,0.105
288,Michael Finley,DAL,0.104
240,Kurt Thomas,NYK,0.104
201,Jerome Moiso,TOR,0.104
86,Cuttino Mobley,HOU,0.104
368,Scott Padgett,HOU,0.104
212,Jonathan Bender,IND,0.104
99,Darius Miles,POR,0.104
80,Clar. Weatherspoon,HOU,0.103
336,Raul Lopez,UTA,0.102
334,Rasho Nesterovic,SAS,0.101
110,Derek Anderson,POR,0.101
425,Vlade Divac,SAC,0.101
395,Tayshaun Prince,DET,0.101
91,Damon Stoudamire,POR,0.101
246,Latrell Sprewell,MIN,0.1
385,Stephen Jackson,ATL,0.1
154,Gilbert Arenas,WAS,0.1
159,Greg Ostertag,UTA,0.1
70,Chris Bosh,TOR,0.1
129,Earl Watson,MEM,0.1
139,Eric Snow,PHI,0.1
24,Antoine Walker,DAL,0.099
258,Luke Walton,LAL,0.099
115,Desmond Mason,MIL,0.099
177,Jamal Mashburn,NOH,0.098
44,Brendan Haywood,WAS,0.098
84,Corliss Williamson,DET,0.098
375,Shane Battier,MEM,0.098
234,Kevin Ollie,CLE,0.098
156,Glenn Robinson,PHI,0.098
118,Devin Brown,SAS,0.098
204,Jim Jackson,HOU,0.098
353,Rodney Rogers,NJN,0.098
195,Jeff McInnis,CLE,0.097
116,Desmond Penigar,ORL,0.096
34,Bo Outlaw,MEM,0.096
94,Dan Gadzuric,MIL,0.096
126,Drew Gooden,ORL,0.096
69,Chris Andersen,DEN,0.096
329,Rafer Alston,MIA,0.096
348,Robert Horry,SAS,0.095
400,Tim Thomas,NYK,0.095
421,Udonis Haslem,MIA,0.095
255,Lorenzen Wright,MEM,0.095
426,Vladimir Radmanovic,SEA,0.095
206,Joe Johnson,PHX,0.095
26,Antonio Davis,CHI,0.094
308,Nene,DEN,0.094
