,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Voting,Voting,Voting,Voting,Unnamed: 8_level_0,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced
,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
0,1,Shai Gilgeous-Alexander,27,OKC,83,939,1000,0.939,68,33.2,31.1,4.3,6.6,1.4,0.8,0.553,0.386,0.879,15.2,0.323
1,2,Nikola Jokić,30,DEN,10,634,1000,0.634,65,34.8,27.7,12.9,10.7,1.4,0.8,0.569,0.38,0.831,14.9,0.316
2,3,Victor Wembanyama,22,SAS,5,569,1000,0.569,64,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.0,0.257
3,4,Luka Dončić,26,LAL,0,250,1000,0.25,64,35.8,33.5,7.7,8.3,1.6,0.5,0.476,0.366,0.78,9.5,0.199
4,5,Cade Cunningham,24,DET,2,117,1000,0.117,64,33.9,23.9,5.5,9.9,1.4,0.8,0.461,0.342,0.812,7.9,0.174
5,6,Jaylen Brown,29,BOS,0,89,1000,0.089,71,34.4,28.7,6.9,5.1,1.0,0.4,0.477,0.347,0.795,6.9,0.135
6,7T,Kawhi Leonard,34,LAC,0,1,1000,0.001,65,32.1,27.9,6.4,3.6,1.9,0.4,0.505,0.387,0.892,9.2,0.212
7,7T,Donovan Mitchell,29,CLE,0,1,1000,0.001,70,33.5,27.9,4.5,5.7,1.5,0.3,0.483,0.364,0.865,8.2,0.169
