,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Denver Nuggets*,82,241.8,47.3,97.3,0.486,0.9,2.9,0.311,46.4,94.4,0.491,24.6,31.3,0.785,16.2,28.1,44.3,27.6,10.9,5.2,16.9,26.2,120.0
1,2.0,Los Angeles Lakers*,82,240.9,48.2,88.5,0.545,1.1,3.6,0.305,47.1,84.9,0.555,20.8,27.2,0.763,13.0,31.1,44.1,31.4,8.5,5.9,18.7,23.5,118.2
2,3.0,Detroit Pistons*,82,241.8,46.8,97.5,0.48,0.5,2.4,0.226,46.3,95.1,0.487,21.7,27.6,0.788,17.1,30.9,48.0,28.1,8.4,4.8,16.4,25.3,116.0
3,4.0,Portland Trail Blazers*,82,242.4,45.2,89.9,0.503,0.6,2.5,0.252,44.6,87.5,0.51,24.4,32.5,0.751,14.7,28.0,42.7,27.1,10.0,6.3,18.1,23.9,115.5
4,5.0,Boston Celtics*,82,240.3,45.4,89.3,0.508,1.3,3.8,0.356,44.0,85.6,0.515,22.7,28.1,0.806,13.6,32.1,45.7,27.9,7.9,5.0,16.2,21.7,114.8
5,6.0,San Antonio Spurs*,82,241.2,45.1,87.8,0.513,0.7,2.5,0.272,44.4,85.4,0.52,23.9,31.4,0.763,13.7,30.1,43.9,28.2,9.2,5.4,18.8,26.6,114.8
6,7.0,Kansas City Kings,82,240.9,44.7,88.7,0.504,0.8,2.9,0.265,43.9,85.8,0.512,24.7,31.6,0.779,14.2,28.4,42.6,28.6,8.1,3.7,19.4,26.5,114.8
7,8.0,Philadelphia 76ers*,82,241.5,42.0,85.3,0.492,0.7,2.7,0.263,41.3,82.5,0.5,28.2,35.2,0.803,15.9,28.8,44.7,24.4,10.0,6.5,19.2,24.0,112.9
8,9.0,Houston Rockets*,82,241.8,45.7,90.7,0.504,0.5,2.3,0.22,45.2,88.5,0.511,19.3,27.6,0.699,16.2,29.2,45.4,27.3,8.3,7.3,19.6,24.8,111.2
9,10.0,Dallas Mavericks*,82,242.1,43.4,88.8,0.489,1.9,5.4,0.343,41.6,83.4,0.498,22.5,28.3,0.793,13.4,28.6,42.0,26.2,7.0,4.1,14.4,21.9,111.2
10,11.0,Milwaukee Bucks*,82,241.5,43.5,88.5,0.491,1.1,3.6,0.303,42.4,84.9,0.499,22.8,30.2,0.757,15.3,28.7,44.0,26.4,8.4,5.9,16.9,27.3,110.9
11,12.0,Golden State Warriors,82,242.1,42.7,92.1,0.463,1.4,4.8,0.282,41.3,87.3,0.473,23.7,30.9,0.768,16.2,26.1,42.3,21.5,9.8,3.5,17.8,26.0,110.4
12,13.0,New Jersey Nets*,82,240.9,44.5,90.8,0.49,0.6,2.7,0.232,43.8,88.1,0.498,19.9,27.3,0.729,15.0,28.4,43.4,26.4,9.4,5.1,16.5,24.5,109.5
13,14.0,Utah Jazz*,82,240.9,42.4,89.0,0.476,1.3,3.7,0.336,41.2,85.3,0.482,22.9,29.7,0.772,13.2,31.1,44.3,26.1,8.7,8.5,19.2,23.9,109.0
14,15.0,Chicago Bulls*,82,241.5,42.1,84.3,0.5,0.4,2.0,0.18,41.8,82.3,0.507,24.2,30.8,0.784,13.1,28.9,42.0,24.3,7.6,5.7,17.8,25.3,108.7
15,16.0,Cleveland Cavaliers*,82,241.2,42.3,89.8,0.471,1.2,4.1,0.287,41.1,85.7,0.48,22.8,30.4,0.749,14.7,29.8,44.5,25.6,7.6,5.8,16.9,26.5,108.6
16,17.0,Indiana Pacers,82,241.2,42.5,89.3,0.476,0.4,1.9,0.194,42.2,87.4,0.482,22.8,30.7,0.744,14.6,32.0,46.6,23.7,7.6,4.5,19.8,27.3,108.3
17,18.0,Phoenix Suns*,82,241.5,42.8,87.1,0.491,1.1,3.7,0.283,41.7,83.4,0.5,21.4,27.8,0.771,12.5,29.6,42.1,28.5,8.9,4.3,19.3,24.8,108.0
18,19.0,Los Angeles Clippers,82,240.6,43.0,86.8,0.495,0.7,2.3,0.298,42.3,84.5,0.501,20.4,26.9,0.758,14.1,29.7,43.9,23.6,6.5,6.1,19.4,22.4,107.1
19,20.0,Atlanta Hawks,82,242.1,42.0,86.8,0.484,0.9,2.9,0.311,41.1,84.0,0.49,21.7,28.9,0.752,14.2,28.6,42.8,24.5,8.1,6.6,18.0,25.0,106.6
20,21.0,Washington Bullets*,82,242.1,43.1,90.0,0.479,1.3,4.9,0.274,41.8,85.2,0.49,18.0,24.3,0.743,12.3,29.2,41.5,25.5,8.6,4.8,15.6,22.8,105.5
21,22.0,New York Knicks,82,241.8,41.9,86.6,0.484,0.6,2.4,0.258,41.3,84.2,0.49,20.8,28.7,0.726,13.6,25.6,39.2,24.4,9.2,3.3,17.8,29.2,105.2
22,23.0,Seattle SuperSonics,82,240.3,40.0,84.3,0.474,0.5,2.3,0.243,39.4,82.0,0.481,21.7,28.1,0.771,12.4,27.9,40.3,26.6,7.9,4.2,18.2,24.1,102.1
23,,League Average,82,241.4,43.8,89.1,0.491,0.9,3.1,0.282,42.9,86.0,0.499,22.4,29.4,0.764,14.3,29.2,43.5,26.3,8.5,5.3,17.9,24.9,110.8
