,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
13,14.0,Chicago Bulls*,25.2,38.0,44.0,39,43,-0.84,0.34,-0.5,108.7,109.6,-0.9,99.4,0.366,0.023,0.556,,0.502,15.4,32.2,0.287,,0.495,13.8,67.5,0.257,,Chicago Stadium,487297,11885.0
14,15.0,Atlanta Hawks,25.5,34.0,48.0,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,0.333,0.033,0.536,,0.489,15.3,32.5,0.25,,0.485,15.2,63.8,0.249,,Omni Coliseum,290746,8479.0
15,16.0,Phoenix Suns*,26.4,36.0,46.0,35,47,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,0.319,0.043,0.544,,0.497,16.3,29.8,0.246,,0.498,15.0,68.3,0.24,,Arizona Veterans Memorial Coliseum,478788,11678.0
16,17.0,Kansas City Kings,26.1,31.0,51.0,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,0.357,0.033,0.559,,0.508,15.9,34.0,0.278,,0.514,14.2,66.6,0.262,,Kemper Arena,262813,6410.0
17,18.0,Cleveland Cavaliers*,26.6,36.0,46.0,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,0.338,0.045,0.526,,0.478,14.1,32.9,0.254,,0.483,13.7,66.9,0.265,,Coliseum at Richfield,324004,7903.0
18,19.0,Los Angeles Clippers,27.3,31.0,51.0,30,52,-4.49,-0.07,-4.55,105.8,110.2,-4.4,101.0,0.31,0.026,0.543,,0.499,16.4,33.7,0.235,,0.495,12.7,66.1,0.21,,Los Angeles Memorial Sports Arena,384519,9379.0
19,20.0,New York Knicks,25.8,24.0,58.0,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,0.331,0.028,0.53,,0.487,15.2,31.7,0.24,,0.499,16.5,63.3,0.339,,Madison Square Garden (IV),457137,11150.0
20,21.0,Seattle SuperSonics,26.4,31.0,51.0,27,55,-5.44,0.0,-5.44,102.8,108.2,-5.4,99.3,0.334,0.027,0.529,,0.477,15.9,30.0,0.257,,0.498,14.6,67.3,0.238,,,303344,
21,22.0,Indiana Pacers,24.1,22.0,60.0,26,56,-6.21,0.75,-5.46,102.5,108.4,-5.9,105.1,0.344,0.021,0.527,,0.478,16.1,31.7,0.255,,0.499,14.3,70.5,0.282,,Market Square Arena,438377,10662.0
22,23.0,Golden State Warriors,26.1,22.0,60.0,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,0.335,0.053,0.522,,0.47,14.4,34.5,0.257,,0.54,16.1,66.0,0.268,,Oakland-Alameda County Coliseum Arena,300586,7331.0
23,,League Average,26.4,,,41,41,0.0,0.0,0.0,107.9,107.9,,102.1,0.33,0.035,0.543,,0.496,14.9,32.9,0.252,,0.496,14.9,67.1,0.252,,,454445,11284.0
