,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Los Angeles Lakers*,27.4,62.0,20.0,58,24,7.35,-0.87,6.48,114.1,107.0,7.1,103.2,0.308,0.041,0.589,,0.551,15.7,33.8,0.235,,0.485,13.7,67.1,0.22,,The Forum,610361,14887.0
1,2.0,Milwaukee Bucks*,25.7,59.0,23.0,58,24,6.85,-0.16,6.69,110.5,103.6,6.9,99.7,0.341,0.041,0.545,,0.497,14.2,35.4,0.258,,0.467,16.1,65.6,0.29,,MECCA Arena,422924,10315.0
2,3.0,Boston Celtics*,28.5,63.0,19.0,57,25,6.65,-0.18,6.47,112.8,106.3,6.5,101.6,0.315,0.042,0.564,,0.515,13.8,32.8,0.254,,0.481,12.6,70.4,0.198,,Boston Garden,610547,14890.0
3,4.0,Philadelphia 76ers*,27.9,58.0,24.0,51,31,4.1,0.07,4.17,111.3,107.3,4.0,100.8,0.412,0.032,0.561,,0.497,16.0,37.4,0.331,,0.494,15.7,66.6,0.259,,The Spectrum,575415,14035.0
4,5.0,Portland Trail Blazers*,25.2,42.0,40.0,49,33,3.4,-0.6,2.8,110.4,107.1,3.3,103.6,0.362,0.027,0.554,,0.506,14.8,33.9,0.271,,0.497,15.9,64.5,0.232,,Memorial Coliseum,519306,12666.0
5,6.0,Detroit Pistons*,26.9,46.0,36.0,47,35,2.49,0.24,2.73,109.6,107.2,2.4,105.0,0.283,0.025,0.529,,0.483,13.0,35.4,0.223,,0.501,14.9,69.6,0.245,,Pontiac Silverdome,691550,17130.0
6,7.0,Denver Nuggets*,28.3,52.0,30.0,47,35,2.44,-0.39,2.05,110.7,108.4,2.3,107.6,0.322,0.029,0.54,,0.491,13.2,33.6,0.253,,0.516,17.0,66.1,0.275,,McNichols Sports Arena,448546,10940.0
7,8.0,Dallas Mavericks*,25.0,44.0,38.0,47,35,2.17,-0.37,1.8,111.5,109.3,2.2,98.8,0.319,0.061,0.549,,0.499,12.5,30.7,0.253,,0.51,14.2,68.8,0.221,,Reunion Arena,683916,16681.0
8,9.0,Houston Rockets*,25.3,48.0,34.0,45,37,1.72,-0.34,1.38,107.9,106.3,1.6,102.2,0.304,0.025,0.54,,0.507,16.0,37.4,0.213,,0.487,15.2,67.4,0.259,,The Summit,553014,13488.0
9,10.0,San Antonio Spurs*,28.1,41.0,41.0,43,39,0.91,-0.29,0.63,109.9,109.0,0.9,103.9,0.357,0.028,0.565,,0.517,15.6,33.2,0.272,,0.501,15.0,68.5,0.269,,HemisFair Arena,351950,8584.0
10,11.0,New Jersey Nets*,26.5,42.0,40.0,42,40,0.23,0.41,0.64,107.9,107.7,0.2,101.1,0.3,0.03,0.532,,0.493,13.8,33.9,0.219,,0.505,15.6,68.2,0.263,,Brendan Byrne Arena,502177,12243.0
11,12.0,Utah Jazz*,27.0,41.0,41.0,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,0.333,0.042,0.534,,0.483,15.8,29.0,0.257,,0.469,15.7,65.3,0.238,,Salt Palace,371829,8910.0
12,13.0,Washington Bullets*,27.1,40.0,42.0,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,0.269,0.054,0.524,,0.486,13.4,27.5,0.2,,0.491,15.3,68.2,0.226,,Capital Centre,383098,9344.0
