,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Joel Embiid,Philadelphia 76ers,66.0,47.5,2.7,0.573,2284.0,31.4,0.655,12.3,9.2,6.4,0.6585,82.0,0.915,0.8049,2023
1,Luka Dončić,Dallas Mavericks,66.0,49.0,1.9,0.56,2391.0,28.7,0.609,10.2,8.9,6.6,0.4634,82.0,0.01,0.8049,2023
3,Shai Gilgeous-Alexander,Oklahoma City Thunder,68.0,41.7,2.6,0.531,2416.0,27.2,0.626,11.4,7.3,5.6,0.4878,82.0,0.046,0.8293,2023
4,Giannis Antetokounmpo,Milwaukee Bucks,63.0,48.6,1.6,0.572,2024.0,29.0,0.605,8.6,8.5,5.4,0.7073,82.0,0.606,0.7683,2023
5,Jayson Tatum,Boston Celtics,74.0,43.5,1.8,0.543,2732.0,23.7,0.607,10.5,5.5,5.1,0.6951,82.0,0.28,0.9024,2023
9,Donovan Mitchell,Cleveland Cavaliers,68.0,37.0,1.9,0.572,2432.0,22.9,0.614,8.9,6.3,5.0,0.622,82.0,0.03,0.8293,2023
12,Jaylen Brown,Boston Celtics,67.0,37.0,1.5,0.55,2405.0,19.1,0.581,5.0,1.3,2.0,0.6951,82.0,0,0.8171,2023
14,Trae Young,Atlanta Hawks,73.0,39.4,1.2,0.485,2541.0,22.0,0.573,6.7,3.3,3.4,0.5,82.0,0,0.8902,2023
17,Lauri Markkanen,Utah Jazz,66.0,36.1,1.2,0.586,2273.0,22.1,0.64,8.2,3.8,3.3,0.4512,82.0,0,0.8049,2023
18,Julius Randle,New York Knicks,77.0,39.2,0.9,0.536,2737.0,20.3,0.581,8.1,3.7,3.9,0.5732,82.0,0,0.939,2023
19,De'Aaron Fox,Sacramento Kings,73.0,35.3,1.4,0.557,2435.0,21.8,0.599,7.4,2.5,2.7,0.5854,82.0,0.002,0.8902,2023
20,Zach LaVine,Chicago Bulls,77.0,33.5,1.1,0.558,2768.0,19.0,0.607,7.1,1.9,2.7,0.4878,82.0,0,0.939,2023
22,Anthony Edwards,Minnesota Timberwolves,79.0,34.8,2.3,0.528,2842.0,17.4,0.564,3.8,1.0,2.1,0.5122,82.0,0,0.9634,2023
23,DeMar DeRozan,Chicago Bulls,74.0,34.2,1.6,0.522,2682.0,20.6,0.592,8.5,2.0,2.6,0.4878,82.0,0,0.9024,2023
24,Nikola Jokić,Denver Nuggets,69.0,46.1,2.0,0.66,2323.0,31.5,0.701,14.9,13.0,8.8,0.6463,82.0,0.674,0.8415,2023
25,Pascal Siakam,Toronto Raptors,71.0,37.8,1.4,0.515,2652.0,20.3,0.565,7.8,3.1,3.4,0.5,82.0,0,0.8659,2023
26,Jalen Brunson,New York Knicks,68.0,33.7,1.1,0.547,2379.0,21.2,0.597,8.7,3.9,3.5,0.5732,82.0,0.001,0.8293,2023
31,Kristaps Porziņģis,Washington Wizards,65.0,34.3,2.4,0.565,2120.0,23.1,0.627,7.7,4.3,3.4,0.4268,82.0,0,0.7927,2023
32,Jimmy Butler,Miami Heat,64.0,34.1,2.1,0.56,2138.0,27.6,0.647,12.3,8.7,5.8,0.5366,82.0,0.003,0.7805,2023
33,Jalen Green,Houston Rockets,76.0,29.5,1.0,0.485,2602.0,14.5,0.538,1.8,-2.1,0.0,0.2683,82.0,0,0.9268,2023
34,Keldon Johnson,San Antonio Spurs,63.0,29.9,0.9,0.512,2063.0,15.3,0.551,1.3,-1.8,0.1,0.2683,82.0,0,0.7683,2023
35,Klay Thompson,Golden State Warriors,69.0,28.4,1.1,0.556,2279.0,14.7,0.576,3.1,-0.3,1.0,0.5366,82.0,0,0.8415,2023
37,Darius Garland,Cleveland Cavaliers,69.0,32.1,1.3,0.537,2447.0,18.8,0.587,7.6,2.4,2.7,0.622,82.0,0,0.8415,2023
39,Kyle Kuzma,Washington Wizards,64.0,32.1,1.1,0.518,2239.0,14.3,0.544,0.9,-1.7,0.2,0.4268,82.0,0,0.7805,2023
40,Terry Rozier,Charlotte Hornets,63.0,30.3,1.5,0.484,2221.0,14.7,0.517,1.7,-0.6,0.8,0.3293,82.0,0,0.7683,2023
41,Anfernee Simons,Portland Trail Blazers,62.0,27.8,0.9,0.548,2171.0,14.8,0.581,2.5,-1.1,0.5,0.4024,82.0,0,0.7561,2023
43,CJ McCollum,New Orleans Pelicans,75.0,31.0,1.4,0.515,2649.0,15.6,0.541,4.3,0.8,1.9,0.5122,82.0,0,0.9146,2023
47,Jerami Grant,Portland Trail Blazers,63.0,27.4,1.6,0.554,2246.0,16.0,0.606,4.1,-0.2,1.0,0.4024,82.0,0,0.7683,2023
48,Dejounte Murray,Atlanta Hawks,74.0,31.9,1.8,0.514,2693.0,17.0,0.54,4.7,1.0,2.1,0.5,82.0,0,0.9024,2023
49,Bam Adebayo,Miami Heat,75.0,32.8,2.0,0.541,2598.0,20.1,0.592,7.4,1.5,2.3,0.5366,82.0,0,0.9146,2023
50,Jordan Poole,Golden State Warriors,82.0,27.6,1.1,0.514,2458.0,14.6,0.573,3.2,-1.9,0.1,0.5366,82.0,0,1.0,2023
53,Mikal Bridges,Brooklyn Nets,83.0,27.8,1.8,0.535,2963.0,16.8,0.587,7.5,1.7,2.8,0.5488,82.0,0,1.0122,2023
54,Tyler Herro,Miami Heat,67.0,29.7,1.0,0.531,2337.0,15.3,0.566,3.5,0.6,1.6,0.5366,82.0,0,0.8171,2023
55,Paolo Banchero,Orlando Magic,72.0,30.6,1.3,0.465,2430.0,14.9,0.529,2.4,-1.5,0.3,0.4146,82.0,0,0.878,2023
57,Jamal Murray,Denver Nuggets,65.0,30.2,1.2,0.537,2133.0,18.0,0.571,5.1,1.3,1.8,0.6463,82.0,0,0.7927,2023
59,RJ Barrett,New York Knicks,73.0,27.4,0.6,0.485,2475.0,12.9,0.531,2.2,-3.1,-0.7,0.5732,82.0,0,0.8902,2023
60,Jrue Holiday,Milwaukee Bucks,67.0,31.8,1.6,0.556,2183.0,19.2,0.586,6.7,3.1,2.8,0.7073,82.0,0,0.8171,2023
61,Fred VanVleet,Toronto Raptors,69.0,30.6,2.4,0.486,2535.0,17.0,0.54,6.5,2.5,2.9,0.5,82.0,0,0.8415,2023
63,Domantas Sabonis,Sacramento Kings,79.0,38.7,1.3,0.632,2736.0,23.5,0.668,12.6,5.8,5.4,0.5854,82.0,0.027,0.9634,2023
65,Franz Wagner,Orlando Magic,80.0,26.2,1.2,0.543,2609.0,15.9,0.589,5.4,-0.1,1.3,0.4146,82.0,0,0.9756,2023
67,Deandre Ayton,Phoenix Suns,67.0,29.7,1.4,0.592,2035.0,19.9,0.617,6.2,0.9,1.5,0.5488,82.0,0,0.8171,2023
69,D'Angelo Russell,Los Angeles Lakers,71.0,27.0,1.4,0.572,2304.0,16.3,0.605,5.1,1.5,2.0,0.5244,82.0,0,0.8659,2023
70,Nikola Vučević,Chicago Bulls,82.0,31.8,1.4,0.573,2746.0,19.1,0.594,8.3,2.7,3.2,0.4878,82.0,0,1.0,2023
72,Gary Trent Jr.,Toronto Raptors,66.0,21.6,1.8,0.522,2118.0,15.0,0.56,4.5,0.2,1.2,0.5,82.0,0,0.8049,2023
73,Spencer Dinwiddie,Brooklyn Nets,79.0,27.2,1.1,0.524,2725.0,16.0,0.573,6.3,0.7,1.8,0.5488,82.0,0,0.9634,2023
76,OG Anunoby,Toronto Raptors,67.0,23.8,2.6,0.556,2386.0,14.6,0.586,4.7,0.4,1.5,0.5,82.0,0,0.8171,2023
77,Buddy Hield,Indiana Pacers,80.0,24.6,1.5,0.596,2482.0,15.4,0.614,4.4,1.9,2.4,0.4268,82.0,0,0.9756,2023
