,PLAYER_NAME,TEAM_ABBREVIATION,PIE
128,Dirk Nowitzki,DAL,0.201
136,Dwyane Wade,MIA,0.195
242,Kevin Garnett,MIN,0.191
423,Tim Duncan,SAS,0.189
453,Yao Ming,HOU,0.185
65,Carlos Boozer,UTA,0.181
260,LeBron James,CLE,0.181
250,Kobe Bryant,LAL,0.172
279,Manu Ginobili,SAS,0.171
413,Steve Nash,PHX,0.165
135,Dwight Howard,ORL,0.162
455,Zach Randolph,POR,0.162
428,Tracy McGrady,HOU,0.161
202,Jason Kidd,NJN,0.16
75,Chris Bosh,TOR,0.158
109,David Lee,NYK,0.157
427,Tony Parker,SAS,0.155
336,Pau Gasol,MEM,0.154
145,Elton Brand,LAC,0.154
79,Chris Paul,NOK,0.15
442,Vince Carter,NJN,0.149
74,Chauncey Billups,DET,0.146
339,Paul Pierce,BOS,0.146
273,Luol Deng,CHI,0.145
14,Amar'e Stoudemire,PHX,0.144
282,Marcus Camby,DEN,0.142
162,Gilbert Arenas,WAS,0.142
39,Baron Davis,GSW,0.141
255,Kyle Lowry,MEM,0.14
213,Joe Johnson,ATL,0.14
146,Emeka Okafor,CHA,0.14
210,Jermaine O'Neal,IND,0.139
6,Al Jefferson,BOS,0.139
401,Shawn Marion,PHX,0.138
391,Sean May,CHA,0.135
222,Jose Calderon,TOR,0.134
67,Carmelo Anthony,DEN,0.134
360,Ray Allen,SEA,0.134
355,Rashard Lewis,SEA,0.134
152,Esteban Batista,ATL,0.134
306,Michael Redd,MIL,0.134
11,Allen Iverson,DEN,0.133
161,Gerald Wallace,CHA,0.133
397,Shaquille O'Neal,MIA,0.132
225,Josh Howard,DAL,0.132
20,Andre Iguodala,PHI,0.13
86,Corey Maggette,LAC,0.13
418,T.J. Ford,TOR,0.129
205,Jason Terry,DAL,0.127
243,Kevin Martin,SAC,0.127
40,Ben Gordon,CHI,0.127
383,Sam Cassell,LAC,0.125
120,Deron Williams,UTA,0.124
257,Lamar Odom,LAL,0.124
248,Kirk Hinrich,CHI,0.124
112,David West,NOK,0.124
37,Antonio McDyess,DET,0.123
227,Josh Smith,ATL,0.123
57,Brian Cardinal,MEM,0.122
25,Andres Nocioni,CHI,0.122
302,Metta World Peace,SAC,0.121
53,Brandon Roy,POR,0.121
457,Zydrunas Ilgauskas,CLE,0.121
437,Tyson Chandler,NOK,0.119
68,Caron Butler,WAS,0.119
300,Mehmet Okur,UTA,0.118
432,Trevor Ariza,ORL,0.118
15,Amir Johnson,DET,0.117
224,Josh Childress,ATL,0.117
164,Grant Hill,ORL,0.116
29,Antawn Jamison,WAS,0.116
21,Andre Miller,PHI,0.116
315,Mike Miller,MEM,0.116
133,Drew Gooden,CLE,0.116
261,Leandro Barbosa,PHX,0.115
365,Richard Hamilton,DET,0.115
363,Renaldo Balkman,NYK,0.114
325,Nenad Krstic,NJN,0.114
447,Walter Herrmann,CHA,0.113
130,Donyell Marshall,CLE,0.113
326,Nene,DEN,0.112
55,Brent Barry,SAS,0.112
106,Darrell Armstrong,IND,0.112
206,Jason Williams,MIA,0.112
400,Shavlik Randolph,PHI,0.111
64,Carlos Arroyo,ORL,0.111
36,Antonio Daniels,WAS,0.111
319,Mo Williams,MIL,0.111
338,Paul Millsap,UTA,0.11
26,Andrew Bogut,MIL,0.11
212,Jerry Stackhouse,DAL,0.11
393,Sergio Rodriguez,POR,0.11
56,Brevin Knight,CHA,0.11
367,Ricky Davis,MIN,0.11
356,Rasheed Wallace,DET,0.109
81,Chris Webber,DET,0.109
84,Chucky Atkins,MEM,0.109
138,Earl Boykins,MIL,0.109
378,Ruben Patterson,MIL,0.109
268,Lou Williams,PHI,0.109
456,Zaza Pachulia,ATL,0.108
183,Jamaal Tinsley,IND,0.108
127,Dikembe Mutombo,HOU,0.108
425,Tony Allen,BOS,0.108
41,Ben Wallace,CHI,0.107
420,Tayshaun Prince,DET,0.106
384,Samuel Dalembert,PHI,0.106
343,Quentin Richardson,NYK,0.106
311,Mike Bibby,SAC,0.106
28,Andris Biedrins,GSW,0.105
49,Bostjan Nachbar,NJN,0.104
362,Reggie Evans,DEN,0.104
131,Dorell Wright,MIA,0.103
51,Brad Miller,SAC,0.103
66,Carlos Delfino,DET,0.103
82,Chris Wilcox,SEA,0.103
143,Eddy Curry,NYK,0.103
125,Devin Harris,DAL,0.103
196,Jarrett Jack,POR,0.103
229,Julius Hodge,MIL,0.102
193,Jannero Pargo,NOK,0.102
274,Luther Head,HOU,0.102
312,Mike Dunleavy,IND,0.102
170,Ike Diogu,IND,0.102
293,Matt Bonner,SAS,0.102
340,Peja Stojakovic,NOK,0.102
45,Bobby Jackson,NOK,0.101
88,Craig Smith,MIN,0.101
410,Stephon Marbury,NYK,0.101
214,Joe Smith,PHI,0.101
434,Troy Murphy,IND,0.101
73,Charlie Villanueva,MIL,0.101
412,Steve Francis,NYK,0.1
38,Austin Croshere,DAL,0.1
350,Rajon Rondo,BOS,0.1
262,Leon Powe,BOS,0.1
361,Raymond Felton,CHA,0.1
438,Udonis Haslem,MIA,0.1
116,Delonte West,BOS,0.099
284,Marcus Williams,NJN,0.099
272,Luke Walton,LAL,0.099
184,Jamal Crawford,NYK,0.099
435,Tyronn Lue,ATL,0.099
296,Matt Harpring,UTA,0.099
254,Kyle Korver,PHI,0.098
166,Hakim Warrick,MEM,0.098
304,Michael Finley,SAS,0.098
424,Tim Thomas,LAC,0.097
204,Jason Richardson,GSW,0.097
141,Eddie House,NJN,0.097
27,Andrew Bynum,LAL,0.097
385,Sarunas Jasikevicius,GSW,0.096
399,Shaun Livingston,LAC,0.096
168,Hedo Turkoglu,ORL,0.096
5,Al Harrington,GSW,0.096
32,Anthony Parker,TOR,0.096
181,Jalen Rose,PHX,0.095
352,Randy Foye,MIN,0.095
186,Jameer Nelson,ORL,0.095
76,Chris Duhon,CHI,0.095
366,Richard Jefferson,NJN,0.095
221,Jorge Garbajosa,TOR,0.094
320,Monta Ellis,GSW,0.094
16,Anderson Varejao,CLE,0.094
190,James Posey,MIA,0.094
124,Devin Brown,NOK,0.094
201,Jason Kapono,MIA,0.094
380,Ryan Gomes,BOS,0.093
