,Player,Team,G,Par,Stocks,eFG%,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
39,Nikola Vučević,Orlando Magic,62.0,34.1,1.7,0.525,21.9,0.549,6.4,4.2,3.1,0.4521,73.0,0,0.8493,2020
40,Julius Randle,New York Knicks,64.0,32.3,1.1,0.492,17.5,0.538,2.7,-0.3,0.9,0.3182,66.0,0,0.9697,2020
41,Kyle Lowry,Toronto Raptors,58.0,31.9,1.8,0.518,17.7,0.59,7.5,3.2,2.8,0.7361,72.0,0,0.8056,2020
42,Buddy Hield,Sacramento Kings,72.0,26.8,1.1,0.545,16.0,0.566,3.0,1.1,1.7,0.4306,72.0,0,1.0,2020
43,Jrue Holiday,New Orleans Pelicans,61.0,30.6,2.4,0.516,17.0,0.537,3.9,1.8,2.0,0.4167,72.0,0,0.8472,2020
44,Shai Gilgeous-Alexander,Oklahoma City Thunder,70.0,28.2,1.8,0.514,17.7,0.568,6.1,1.7,2.2,0.6111,72.0,0,0.9722,2020
46,Dennis Schröder,Oklahoma City Thunder,65.0,26.5,0.9,0.534,16.7,0.575,3.6,-0.1,1.0,0.6111,72.0,0,0.9028,2020
47,Danilo Gallinari,Oklahoma City Thunder,62.0,25.8,0.8,0.547,19.5,0.612,6.3,3.3,2.4,0.6111,72.0,0,0.8611,2020
50,Montrezl Harrell,Los Angeles Clippers,63.0,27.4,1.7,0.58,23.2,0.607,7.0,2.9,2.2,0.6806,72.0,0,0.875,2020
51,Evan Fournier,Orlando Magic,66.0,24.3,1.3,0.56,16.4,0.595,4.6,1.0,1.6,0.4521,73.0,0,0.9041,2020
52,Jamal Murray,Denver Nuggets,59.0,27.3,1.4,0.519,17.7,0.559,4.3,1.2,1.5,0.6301,73.0,0,0.8082,2020
53,Domantas Sabonis,Indiana Pacers,62.0,35.9,1.3,0.55,20.7,0.586,7.5,3.2,2.9,0.6164,73.0,0,0.8493,2020
55,Devonte' Graham,Charlotte Hornets,63.0,29.1,1.2,0.495,15.8,0.537,3.4,0.5,1.4,0.3538,65.0,0,0.9692,2020
56,Lou Williams,Los Angeles Clippers,65.0,26.9,0.9,0.477,17.3,0.546,4.1,0.7,1.3,0.6806,72.0,0,0.9028,2020
58,Terry Rozier,Charlotte Hornets,63.0,26.5,1.2,0.514,14.8,0.553,3.0,-0.4,0.8,0.3538,65.0,0,0.9692,2020
59,Ja Morant,Memphis Grizzlies,67.0,29.0,1.2,0.509,17.4,0.556,3.8,0.3,1.2,0.4658,73.0,0,0.9178,2020
60,Andre Drummond,Cleveland Cavaliers,57.0,35.6,3.5,0.536,22.0,0.553,4.2,0.9,1.4,0.2923,65.0,0,0.8769,2020
61,Kevin Love,Cleveland Cavaliers,56.0,30.6,0.9,0.55,17.9,0.599,3.8,2.0,1.8,0.2923,65.0,0,0.8615,2020
63,Chris Paul,Oklahoma City Thunder,70.0,29.3,1.8,0.552,21.7,0.61,8.9,4.4,3.5,0.6111,72.0,0.026,0.9722,2020
67,Marcus Morris,Los Angeles Clippers,62.0,23.1,1.3,0.526,14.3,0.57,3.6,-0.1,0.9,0.6806,72.0,0,0.8611,2020
70,Dillon Brooks,Memphis Grizzlies,73.0,21.6,1.3,0.476,11.3,0.51,1.2,-4.1,-1.1,0.4658,73.0,0,1.0,2020
71,Goran Dragić,Miami Heat,59.0,24.5,0.9,0.526,16.3,0.573,3.5,-0.1,0.8,0.6027,73.0,0,0.8082,2020
73,Bam Adebayo,Miami Heat,72.0,31.2,2.4,0.558,20.3,0.598,8.5,3.4,3.3,0.6027,73.0,0,0.9863,2020
74,Tim Hardaway Jr.,Dallas Mavericks,71.0,21.0,0.7,0.55,14.5,0.581,4.4,-0.1,1.0,0.5733,75.0,0,0.9467,2020
77,Hassan Whiteside,Portland Trail Blazers,67.0,30.2,3.3,0.624,25.0,0.644,8.5,3.2,2.6,0.473,74.0,0,0.9054,2020
81,Kendrick Nunn,Miami Heat,67.0,21.3,1.0,0.514,12.9,0.534,2.0,-2.3,-0.1,0.6027,73.0,0,0.9178,2020
82,JJ Redick,New Orleans Pelicans,60.0,19.8,0.5,0.596,15.4,0.644,4.1,0.7,1.1,0.4167,72.0,0,0.8333,2020
83,Jordan Clarkson,Utah Jazz,71.0,19.7,0.8,0.542,17.3,0.574,3.4,1.1,1.3,0.6111,72.0,0,0.9861,2020
84,Will Barton,Denver Nuggets,58.0,25.1,1.6,0.523,15.6,0.549,4.2,1.1,1.5,0.6301,73.0,0,0.7945,2020
85,Bogdan Bogdanović,Sacramento Kings,61.0,21.9,1.2,0.547,15.2,0.565,3.1,0.6,1.2,0.4306,72.0,0,0.8472,2020
86,Rudy Gobert,Utah Jazz,68.0,30.1,2.8,0.693,21.7,0.699,10.7,3.6,3.3,0.6111,72.0,0,0.9444,2020
