,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
1,Alex English,Denver Nuggets,82.0,28.4,4.8,7.3,2.9,0.517,2988.0,24.1,0.561,28.9,10.3,4.6,5.0,0.5488,82.0,0.056,1.0,1983
2,Kiki Vandeweghe,Denver Nuggets,82.0,26.7,2.5,5.3,1.3,0.552,2909.0,21.8,0.613,24.9,11.0,2.4,3.2,0.5488,82.0,0.001,1.0,1983
4,George Gervin,San Antonio Spurs,78.0,26.2,3.4,4.6,2.0,0.491,2830.0,20.5,0.561,29.1,9.4,1.8,2.7,0.6463,82.0,0.04,0.9512,1983
5,Moses Malone,Philadelphia 76ers,78.0,24.5,1.3,15.3,3.1,0.501,2922.0,25.1,0.578,26.0,15.1,3.7,4.2,0.7927,82.0,0.96,0.9512,1983
6,Mark Aguirre,Dallas Mavericks,81.0,24.4,4.1,6.3,1.3,0.488,2784.0,20.5,0.535,30.0,6.9,1.7,2.6,0.4634,82.0,0,0.9878,1983
7,Joe Barry Carroll,Golden State Warriors,79.0,24.1,2.1,8.7,3.4,0.513,2988.0,20.1,0.549,26.5,7.0,1.5,2.6,0.3659,82.0,0,0.9634,1983
8,World B. Free,Cleveland Cavaliers,73.0,23.9,4.0,2.8,1.5,0.461,2638.0,18.4,0.519,29.6,5.7,1.1,2.0,0.2805,82.0,0,0.8902,1983
9,Reggie Theus,Chicago Bulls,82.0,23.8,5.9,3.7,1.9,0.485,2856.0,19.2,0.541,28.8,6.5,1.4,2.4,0.3415,82.0,0,1.0,1983
11,Larry Bird,Boston Celtics,79.0,23.6,5.8,11.0,2.8,0.512,2982.0,24.1,0.561,25.0,14.0,7.5,7.2,0.6829,82.0,0.485,0.9634,1983
12,Isiah Thomas,Detroit Pistons,81.0,22.9,7.8,4.0,2.9,0.483,3093.0,18.9,0.525,26.1,7.4,1.9,3.0,0.4512,82.0,0.005,0.9878,1983
13,Sidney Moncrief,Milwaukee Bucks,76.0,22.5,3.9,5.8,1.8,0.525,2710.0,22.6,0.602,24.7,13.2,5.4,5.1,0.622,82.0,0.301,0.9268,1983
14,Darrell Griffith,Utah Jazz,77.0,22.2,3.5,3.9,2.2,0.496,2787.0,15.8,0.514,26.9,2.8,-0.9,0.8,0.3659,82.0,0,0.939,1983
15,Bernard King,New York Knicks,68.0,21.9,2.9,4.8,1.5,0.528,2207.0,20.3,0.566,29.1,7.5,3.5,3.1,0.5366,82.0,0.005,0.8293,1983
16,Kareem Abdul-Jabbar,Los Angeles Lakers,79.0,21.8,2.5,7.5,3.0,0.588,2554.0,23.6,0.619,24.6,10.9,4.5,4.2,0.7073,82.0,0.02,0.9634,1983
17,Jim Paxson,Portland Trail Blazers,81.0,21.7,2.9,2.1,1.9,0.517,2740.0,20.1,0.573,25.1,10.2,3.0,3.5,0.561,82.0,0,0.9878,1983
18,Dan Issel,Denver Nuggets,80.0,21.6,2.8,7.5,1.5,0.512,2431.0,21.6,0.573,25.5,8.4,2.1,2.5,0.5488,82.0,0,0.9756,1983
19,Julius Erving,Philadelphia 76ers,72.0,21.4,3.7,6.8,3.4,0.518,2421.0,23.1,0.566,25.5,10.9,6.5,5.2,0.7927,82.0,0.149,0.878,1983
20,Marques Johnson,Milwaukee Bucks,80.0,21.4,4.5,7.0,2.0,0.511,2853.0,21.1,0.543,25.7,10.7,4.5,4.7,0.622,82.0,0.002,0.9756,1983
21,Purvis Short,Golden State Warriors,67.0,21.4,3.4,5.3,1.6,0.489,2397.0,17.6,0.534,25.2,5.2,0.1,1.3,0.3659,82.0,0,0.8171,1983
23,Calvin Natt,Portland Trail Blazers,80.0,20.4,2.1,7.5,1.2,0.544,2879.0,19.0,0.593,22.3,9.8,1.8,2.8,0.561,82.0,0,0.9756,1983
25,Clark Kellogg,Indiana Pacers,81.0,20.1,2.8,10.6,2.2,0.48,2761.0,20.3,0.516,25.5,6.8,0.9,2.0,0.2439,82.0,0,0.9878,1983
26,Gus Williams,Seattle SuperSonics,80.0,20.0,8.0,2.6,2.6,0.478,2761.0,20.5,0.517,25.8,8.5,4.2,4.3,0.5854,82.0,0.004,0.9756,1983
27,Mike Mitchell,San Antonio Spurs,80.0,19.9,1.2,6.7,1.4,0.511,2803.0,16.9,0.541,22.7,7.6,-0.7,0.9,0.6463,82.0,0,0.9756,1983
28,Eddie Johnson,Atlanta Hawks,82.0,19.8,2.6,6.1,1.1,0.501,2933.0,15.9,0.537,22.2,7.4,0.2,1.7,0.5244,82.0,0,1.0,1983
29,Andrew Toney,Philadelphia 76ers,81.0,19.7,4.5,2.8,1.2,0.51,2474.0,17.9,0.558,27.3,7.3,0.7,1.7,0.7927,82.0,0,0.9878,1983
30,Jamaal Wilkes,Los Angeles Lakers,80.0,19.6,2.3,4.3,1.0,0.53,2552.0,17.6,0.558,24.1,7.4,-0.5,1.0,0.7073,82.0,0,0.9756,1983
31,Jeff Ruland,Washington Bullets,79.0,19.4,3.0,11.0,1.9,0.552,2862.0,19.4,0.595,23.0,10.1,2.8,3.5,0.5122,82.0,0.016,0.9634,1983
32,Robert Parish,Boston Celtics,78.0,19.3,1.8,10.6,2.9,0.55,2459.0,23.0,0.582,23.6,10.8,4.3,3.9,0.6829,82.0,0,0.9512,1983
33,Walter Davis,Phoenix Suns,80.0,19.0,5.0,2.5,1.7,0.519,2491.0,19.1,0.548,25.8,8.1,2.3,2.7,0.6463,82.0,0,0.9756,1983
34,Dan Roundfield,Atlanta Hawks,77.0,19.0,2.9,11.4,2.3,0.472,2811.0,18.8,0.526,24.2,7.4,1.7,2.6,0.5244,82.0,0.003,0.939,1983
35,Jay Vincent,Dallas Mavericks,81.0,18.7,2.6,7.3,1.5,0.489,2726.0,17.1,0.532,23.4,6.0,-0.2,1.2,0.4634,82.0,0,0.9878,1983
