,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Isiah Thomas,21.0,DET,PG,81.0,81.0,3093.0,18.9,0.525,0.081,0.337,3.5,7.7,5.5,30.3,2.9,0.5,15.6,26.1,4.5,3.0,7.4,0.115,1.9,0.0,1.9,3.0,"MVP-16,AS,NBA2"
1,2.0,Rick Mahorn,24.0,WSB,PF,82.0,82.0,3023.0,11.6,0.51,0.004,0.331,6.2,22.5,14.3,5.4,1.4,2.8,16.2,14.4,0.0,6.2,6.2,0.099,-2.6,2.2,-0.4,1.2,
2,3.0,Mychal Thompson,28.0,POR,PF,80.0,80.0,3017.0,15.4,0.52,0.001,0.388,6.8,21.3,14.0,17.8,1.1,2.1,18.9,20.1,1.5,3.9,5.4,0.086,0.8,0.7,1.5,2.7,
3,4.0,Alex English,29.0,DEN,SF,82.0,82.0,2988.0,24.1,0.561,0.006,0.264,8.9,11.5,10.2,19.5,1.7,2.1,11.3,28.9,8.7,1.6,10.3,0.166,5.4,-0.8,4.6,5.0,"MVP-6,AS,NBA2"
4,5.0,Joe Barry Carroll,24.0,GSW,C,79.0,79.0,2988.0,20.1,0.549,0.002,0.307,7.7,17.5,12.5,8.6,1.7,2.9,14.1,26.5,4.3,2.8,7.0,0.113,1.9,-0.4,1.5,2.6,
5,6.0,Larry Bird,26.0,BOS,PF,79.0,79.0,2982.0,24.1,0.561,0.052,0.282,7.0,24.2,15.7,22.4,2.3,1.3,12.6,25.0,8.4,5.6,14.0,0.225,5.4,2.1,7.5,7.2,"MVP-2,DPOY-3,AS,NBA1,DEF2"
6,7.0,Buck Williams,22.0,NJN,PF,82.0,82.0,2961.0,18.6,0.611,0.004,0.573,14.1,25.0,19.6,5.9,1.4,2.2,17.7,18.4,5.5,5.9,11.4,0.185,1.6,0.4,2.0,3.0,"MVP-7,AS,NBA2"
7,8.0,Eddie Johnson,23.0,KCK,SF,82.0,82.0,2933.0,15.9,0.537,0.052,0.231,7.0,11.4,9.2,10.4,1.1,0.4,10.7,22.2,5.3,2.1,7.4,0.121,1.6,-1.3,0.2,1.7,
8,9.0,Moses Malone,27.0,PHI,C,78.0,78.0,2922.0,25.1,0.578,0.001,0.604,16.8,25.9,21.6,5.1,1.4,3.0,13.8,26.0,9.1,6.0,15.1,0.248,4.0,-0.3,3.7,4.2,"MVP-1,AS,NBA1,DEF1"
9,10.0,Larry Nance,23.0,PHO,PF,82.0,82.0,2914.0,18.7,0.573,0.003,0.268,9.5,17.1,13.5,9.7,1.6,4.2,13.7,19.4,4.8,5.6,10.5,0.172,1.7,1.8,3.5,4.0,
