,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
65,Kenny Thomas,Houston Rockets,72.0,23.2,2.1,0.478,2484.0,16.4,0.52,4.4,0.1,1.3,0.3415,82.0,0,0.878,2002
69,Kurt Thomas,New York Knicks,82.0,24.1,1.9,0.494,2771.0,15.8,0.542,6.5,-1.0,0.7,0.3659,82.0,0,1.0,2002
70,Mike Bibby,Sacramento Kings,80.0,21.5,1.3,0.479,2659.0,14.9,0.513,6.3,0.4,1.6,0.7439,82.0,0.001,0.9756,2002
71,Brad Miller,Indiana Pacers,76.0,23.8,1.5,0.501,2263.0,20.1,0.572,8.3,2.3,2.5,0.5122,82.0,0,0.9268,2002
73,Raef LaFrentz,Dallas Mavericks,78.0,22.0,3.4,0.514,2455.0,17.9,0.533,6.4,1.8,2.3,0.6951,82.0,0,0.9512,2002
74,Damon Stoudamire,Portland Trail Blazers,75.0,23.9,1.0,0.459,2796.0,14.7,0.506,6.6,0.5,1.7,0.5976,82.0,0,0.9146,2002
75,Kerry Kittles,New Jersey Nets,82.0,19.4,2.0,0.518,2601.0,16.1,0.542,7.7,2.6,3.0,0.6341,82.0,0,1.0,2002
76,John Stockton,Utah Jazz,82.0,24.8,2.2,0.534,2566.0,21.9,0.601,10.7,5.3,4.8,0.5366,82.0,0,1.0,2002
77,Quentin Richardson,Los Angeles Clippers,81.0,19.0,1.3,0.504,2152.0,17.4,0.534,5.6,2.2,2.3,0.4756,82.0,0,0.9878,2002
81,Chauncey Billups,Minnesota Timberwolves,82.0,20.8,1.0,0.498,2355.0,17.6,0.555,7.6,2.5,2.7,0.6098,82.0,0,1.0,2002
82,Darrell Armstrong,Orlando Magic,82.0,21.8,2.0,0.503,2730.0,16.7,0.553,7.6,2.4,3.0,0.5366,82.0,0,1.0,2002
84,Desmond Mason,Seattle SuperSonics,75.0,18.5,1.3,0.475,2420.0,13.4,0.533,4.7,-1.7,0.2,0.5488,82.0,0,0.9146,2002
86,Larry Hughes,Golden State Warriors,73.0,20.0,1.8,0.435,2049.0,15.4,0.484,2.4,0.3,1.2,0.2561,82.0,0,0.8902,2002
88,David Robinson,San Antonio Spurs,78.0,21.7,2.9,0.507,2303.0,20.3,0.562,10.1,3.9,3.4,0.7073,82.0,0,0.9512,2002
89,Chucky Atkins,Detroit Pistons,79.0,17.4,1.0,0.553,2285.0,14.5,0.568,5.1,0.2,1.3,0.6098,82.0,0,0.9634,2002
90,Eric Snow,Philadelphia 76ers,61.0,22.2,1.7,0.445,2225.0,14.7,0.51,5.5,0.3,1.3,0.5244,82.0,0,0.7439,2002
91,Doug Christie,Sacramento Kings,81.0,20.8,2.3,0.521,2798.0,15.2,0.578,8.6,2.4,3.1,0.7439,82.0,0,0.9878,2002
92,Anfernee Hardaway,Phoenix Suns,80.0,20.5,1.9,0.43,2462.0,13.9,0.472,2.9,-0.4,1.0,0.439,82.0,0,0.9756,2002
95,Matt Harpring,Philadelphia 76ers,81.0,20.2,1.0,0.473,2541.0,14.1,0.512,6.1,-0.8,0.8,0.5244,82.0,0,0.9878,2002
97,Alvin Williams,Toronto Raptors,82.0,20.9,1.9,0.447,2927.0,13.8,0.47,5.2,0.3,1.7,0.5122,82.0,0,1.0,2002
101,Steve Smith,San Antonio Spurs,77.0,16.1,0.9,0.54,2211.0,13.9,0.588,6.4,0.9,1.6,0.7073,82.0,0,0.939,2002
103,Dikembe Mutombo,Philadelphia 76ers,80.0,23.3,2.8,0.501,2907.0,16.0,0.574,9.6,0.7,2.0,0.5244,82.0,0,0.9756,2002
106,Keon Clark,Toronto Raptors,81.0,19.8,2.2,0.49,2185.0,16.7,0.522,5.3,-0.7,0.7,0.5122,82.0,0,0.9878,2002
109,Danny Fortson,Golden State Warriors,77.0,24.5,0.8,0.429,2216.0,15.9,0.504,4.5,-2.0,0.0,0.2561,82.0,0,0.939,2002
112,Vlade Divac,Sacramento Kings,80.0,23.2,2.2,0.474,2420.0,17.0,0.513,7.3,2.8,2.9,0.7439,82.0,0,0.9756,2002
113,Pat Garrity,Orlando Magic,80.0,16.5,1.2,0.537,2406.0,12.3,0.553,5.1,-0.6,0.9,0.5366,82.0,0,0.9756,2002
116,Michael Olowokandi,Los Angeles Clippers,80.0,21.1,2.5,0.433,2568.0,12.4,0.457,1.6,-2.8,-0.5,0.4756,82.0,0,0.9756,2002
122,Andrei Kirilenko,Utah Jazz,82.0,16.7,3.3,0.47,2151.0,18.8,0.553,7.3,3.7,3.1,0.5366,82.0,0,1.0,2002
123,James Posey,Denver Nuggets,73.0,19.1,2.1,0.422,2238.0,12.9,0.474,2.7,-0.8,0.7,0.3293,82.0,0,0.8902,2002
126,Rod Strickland,Miami Heat,76.0,19.6,1.2,0.448,2294.0,15.6,0.495,4.9,0.7,1.6,0.439,82.0,0,0.9268,2002
127,Chris Whitney,Washington Wizards,82.0,15.9,1.0,0.518,2171.0,15.6,0.568,6.5,1.5,2.0,0.4512,82.0,0,1.0,2002
133,Nazr Mohammed,Atlanta Hawks,82.0,18.0,1.5,0.461,2168.0,14.0,0.49,3.3,-3.8,-1.0,0.4024,82.0,0,1.0,2002
134,Kenny Anderson,Boston Celtics,76.0,18.5,2.0,0.442,2430.0,13.6,0.472,5.2,-0.4,1.0,0.5976,82.0,0,0.9268,2002
136,Anthony Mason,Milwaukee Bucks,82.0,21.7,1.0,0.506,3143.0,12.9,0.544,6.4,-0.6,1.1,0.5,82.0,0,1.0,2002
139,Dale Davis,Portland Trail Blazers,78.0,19.5,1.9,0.51,2447.0,16.6,0.551,8.5,1.1,1.9,0.5976,82.0,0,0.9512,2002
140,Darius Miles,Los Angeles Clippers,82.0,17.2,2.2,0.484,2227.0,14.4,0.516,3.4,0.6,1.5,0.4756,82.0,0,1.0,2002
144,Jamaal Tinsley,Indiana Pacers,80.0,21.2,2.2,0.408,2442.0,13.4,0.446,1.7,-0.4,1.0,0.5122,82.0,0,0.9756,2002
147,Brian Grant,Miami Heat,72.0,19.2,1.1,0.469,2256.0,12.7,0.508,4.8,-1.1,0.5,0.439,82.0,0,0.878,2002
149,Antonio Daniels,San Antonio Spurs,82.0,14.1,0.7,0.486,2175.0,13.4,0.534,5.9,0.4,1.3,0.7073,82.0,0,1.0,2002
150,Tony Parker,San Antonio Spurs,77.0,16.1,1.3,0.467,2267.0,11.7,0.497,3.8,-1.1,0.6,0.7073,82.0,0,0.939,2002
153,Anthony Peeler,Minnesota Timberwolves,82.0,13.7,0.8,0.502,2060.0,12.2,0.519,3.8,-0.2,1.0,0.6098,82.0,0,1.0,2002
160,Trenton Hassell,Chicago Bulls,78.0,14.2,1.3,0.473,2237.0,10.4,0.502,1.5,-2.7,-0.4,0.2561,82.0,0,0.9512,2002
165,Mark Jackson,New York Knicks,82.0,19.6,0.9,0.506,2367.0,16.3,0.536,6.0,1.6,2.1,0.3659,82.0,0,1.0,2002
167,Rasho Nesterović,Minnesota Timberwolves,82.0,15.8,1.8,0.493,2218.0,12.9,0.499,4.1,-1.7,0.2,0.6098,82.0,0,1.0,2002
168,Jumaine Jones,Cleveland Cavaliers,81.0,15.7,1.5,0.489,2142.0,13.2,0.501,3.3,-0.6,0.7,0.3537,82.0,0,0.9878,2002
169,Moochie Norris,Houston Rockets,82.0,16.0,1.0,0.426,2249.0,13.1,0.471,1.8,-2.4,-0.2,0.3415,82.0,0,1.0,2002
170,Horace Grant,Orlando Magic,76.0,15.7,1.4,0.513,2210.0,13.9,0.539,5.6,0.0,1.1,0.5366,82.0,0,0.9268,2002
177,Rick Fox,Los Angeles Lakers,82.0,16.1,1.1,0.475,2289.0,11.3,0.502,4.3,-0.7,0.7,0.7073,82.0,0,1.0,2002
184,Ben Wallace,Detroit Pistons,80.0,22.0,5.2,0.531,2921.0,18.6,0.522,11.6,4.4,4.8,0.6098,82.0,0.019,0.9756,2002
210,Robert Horry,Los Angeles Lakers,81.0,15.6,2.1,0.48,2140.0,14.5,0.528,6.9,3.5,3.0,0.7073,82.0,0,0.9878,2002
