,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder*,25.2,61.0,16.0,62,15,11.39,-0.14,11.25,118.7,107.3,11.4,99.2,0.267,0.424,0.598,,0.559,11.2,22.3,0.219,,0.515,14.7,74.4,0.188,,Paycom Center,728436,18203
1,2.0,San Antonio Spurs*,25.4,59.0,19.0,57,21,8.31,0.0,8.31,119.4,111.1,8.3,100.0,0.276,0.424,0.595,,0.559,11.8,26.1,0.216,,0.522,11.5,77.8,0.181,,Frost Bank Center,668721,18715
2,3.0,Detroit Pistons*,26.1,57.0,21.0,57,21,8.06,-0.55,7.52,117.6,109.5,8.1,99.2,0.293,0.345,0.58,,0.544,13.0,30.7,0.223,,0.517,14.9,74.2,0.251,,Little Caesars Arena,786425,19642
3,4.0,Boston Celtics,26.9,52.0,25.0,56,21,7.55,-0.47,7.08,120.7,112.8,7.9,94.7,0.209,0.465,0.581,,0.551,11.0,29.2,0.168,,0.523,11.4,75.7,0.19,,TD Garden,708772,19156
4,5.0,New York Knicks,28.2,50.0,28.0,54,24,6.5,-0.53,5.97,120.0,113.3,6.7,97.1,0.239,0.428,0.589,,0.557,12.2,29.6,0.19,,0.541,13.0,77.1,0.209,,Madison Square Garden (IV),733044,19812
5,6.0,Charlotte Hornets,24.0,42.0,36.0,51,27,5.09,-0.69,4.4,119.5,114.3,5.2,97.0,0.247,0.484,0.59,,0.553,13.5,30.4,0.202,,0.539,11.5,77.0,0.188,,Spectrum Center,747696,18692
6,7.0,Houston Rockets,26.5,48.0,29.0,50,27,4.87,-0.36,4.51,118.2,113.2,5.0,95.9,0.261,0.35,0.575,,0.541,13.4,34.6,0.199,,0.53,12.1,74.1,0.187,,Toyota Center,686155,18057
7,8.0,Denver Nuggets,27.8,50.0,28.0,50,28,4.74,-0.33,4.41,122.1,117.4,4.7,98.4,0.299,0.409,0.615,,0.575,11.5,23.2,0.241,,0.543,10.4,75.3,0.197,,Ball Arena,753254,19822
8,9.0,Cleveland Cavaliers,27.2,48.0,29.0,48,29,4.09,-0.14,3.96,119.0,114.9,4.1,99.9,0.264,0.444,0.593,,0.56,12.2,26.7,0.204,,0.542,13.3,74.2,0.212,,Rocket Arena,738416,19432
9,10.0,Minnesota Timberwolves,28.0,46.0,31.0,47,30,3.52,-0.26,3.26,116.4,112.9,3.5,100.5,0.286,0.419,0.59,,0.557,12.9,25.7,0.214,,0.527,13.0,74.3,0.219,,Target Center,675531,17321
10,11.0,Atlanta Hawks,25.2,45.0,33.0,45,33,2.71,-0.26,2.45,116.1,113.5,2.6,101.7,0.236,0.429,0.585,,0.554,12.3,24.1,0.183,,0.545,14.0,74.5,0.207,,State Farm Arena,635822,16303
11,12.0,Toronto Raptors,24.8,43.0,34.0,44,33,2.44,-0.19,2.25,115.6,113.2,2.4,98.5,0.264,0.367,0.579,,0.544,12.2,25.7,0.204,,0.54,14.3,73.8,0.223,,Scotiabank Arena,715796,18837
12,13.0,Miami Heat,26.2,41.0,37.0,44,34,2.33,0.05,2.38,116.4,114.2,2.2,103.6,0.271,0.405,0.577,,0.539,11.5,25.5,0.215,,0.539,12.9,74.9,0.195,,Kaseya Center,788101,19703
13,14.0,Los Angeles Lakers,28.1,50.0,27.0,42,35,1.53,-0.06,1.48,118.2,116.6,1.6,98.5,0.321,0.397,0.609,,0.572,13.1,24.0,0.247,,0.557,13.0,74.6,0.19,,Crypto.com Arena,716262,18849
14,15.0,Phoenix Suns,26.8,42.0,35.0,42,35,1.49,0.22,1.71,115.6,114.1,1.5,97.2,0.224,0.456,0.568,,0.537,12.7,28.9,0.175,,0.543,14.6,71.9,0.22,,Mortgage Matchup Center,648698,16633
15,16.0,Los Angeles Clippers,30.1,39.0,38.0,41,36,1.08,-0.12,0.96,117.3,116.2,1.1,96.4,0.299,0.403,0.603,,0.559,13.2,23.7,0.246,,0.546,12.9,73.0,0.193,,Intuit Dome,668723,17598
16,17.0,Orlando Magic,24.7,41.0,36.0,39,38,0.01,0.1,0.11,114.8,114.8,0.0,99.7,0.309,0.387,0.576,,0.53,12.3,24.7,0.249,,0.546,12.9,75.4,0.224,,Kia Center,730983,18435
17,18.0,Golden State Warriors,28.5,36.0,41.0,38,39,-0.3,0.37,0.07,114.8,115.1,-0.3,99.3,0.235,0.5,0.583,,0.549,13.8,25.7,0.189,,0.55,14.0,73.0,0.2,,Chase Center,686432,18064
18,19.0,Philadelphia 76ers,25.5,43.0,35.0,38,40,-0.28,-0.08,-0.37,115.7,116.0,-0.3,99.4,0.276,0.393,0.575,,0.532,11.9,26.2,0.224,,0.543,13.3,72.3,0.214,,Xfinity Mobile Arena,759125,18978
