,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Boston Celtics,77,240.6,38.2,86.7,0.441,14.1,39.3,0.36,24.1,47.4,0.509,16.5,21.2,0.777,10.9,30.5,41.4,24.7,6.1,4.2,12.4,18.5,107.1
1,2.0,Oklahoma City Thunder*,77,242.3,38.3,88.2,0.435,14.3,39.1,0.365,24.1,49.2,0.49,16.5,22.2,0.745,11.9,33.3,45.3,24.8,7.5,4.3,16.8,20.9,107.5
2,3.0,Detroit Pistons*,78,241.6,37.7,85.2,0.443,12.5,36.4,0.344,25.2,48.8,0.517,21.4,27.1,0.788,11.3,29.5,40.8,23.4,8.7,5.8,16.9,21.4,109.4
3,4.0,Houston Rockets,77,242.9,40.5,88.2,0.459,12.4,35.2,0.352,28.1,53.0,0.531,16.5,22.0,0.751,11.5,28.2,39.8,24.6,9.0,4.6,13.5,19.9,109.9
4,5.0,New York Knicks,78,241.0,39.4,85.6,0.46,13.8,38.2,0.361,25.6,47.4,0.54,17.9,22.9,0.779,9.8,30.6,40.5,25.0,7.3,4.4,14.3,19.5,110.4
5,6.0,Charlotte Hornets,78,241.0,41.0,87.9,0.466,12.8,35.6,0.359,28.2,52.3,0.539,16.5,20.5,0.803,10.0,29.1,39.1,26.0,8.1,4.4,12.6,19.9,111.3
6,7.0,Phoenix Suns,77,241.0,40.2,85.3,0.472,12.1,35.0,0.347,28.1,50.3,0.559,18.7,23.9,0.785,11.8,31.9,43.7,24.9,7.8,4.5,16.4,18.9,111.3
7,8.0,San Antonio Spurs*,78,240.6,41.0,90.9,0.451,13.1,37.1,0.352,27.9,53.8,0.518,16.5,20.8,0.791,10.2,32.2,42.4,26.3,7.7,4.5,13.0,20.4,111.5
8,9.0,Toronto Raptors,77,241.3,40.1,86.0,0.466,12.7,36.0,0.353,27.4,50.0,0.548,19.2,24.2,0.794,11.1,32.1,43.1,24.4,7.9,5.2,16.1,19.7,112.1
9,10.0,Los Angeles Clippers,77,241.3,41.1,87.5,0.469,13.5,36.5,0.369,27.6,51.0,0.541,16.9,21.3,0.794,11.5,30.6,42.1,26.3,8.5,4.5,14.4,20.1,112.6
10,11.0,Minnesota Timberwolves,77,241.3,41.1,89.6,0.459,12.2,34.4,0.356,28.9,55.2,0.523,19.6,25.2,0.779,11.6,32.1,43.7,26.0,8.4,4.1,15.0,20.5,114.1
11,12.0,Los Angeles Lakers,77,240.3,42.7,88.2,0.484,12.9,36.4,0.354,29.8,51.8,0.575,16.8,21.1,0.794,10.7,30.2,40.9,27.6,8.8,3.5,14.6,21.3,115.0
12,13.0,Golden State Warriors,77,241.6,42.3,88.5,0.478,12.8,36.0,0.357,29.5,52.5,0.561,17.7,22.0,0.804,11.5,32.9,44.5,27.0,8.9,4.1,16.0,18.6,115.1
13,14.0,Cleveland Cavaliers,77,241.0,41.2,88.9,0.464,13.9,37.7,0.369,27.3,51.1,0.534,18.9,23.7,0.796,11.3,32.1,43.5,26.9,8.6,4.4,15.2,20.5,115.2
14,15.0,Orlando Magic,77,241.9,41.9,87.8,0.477,12.0,34.0,0.354,29.9,53.8,0.555,19.6,25.1,0.781,10.6,32.9,43.5,25.3,8.2,5.3,14.7,21.8,115.4
15,16.0,Brooklyn Nets,77,241.0,42.0,84.8,0.495,12.5,32.7,0.381,29.5,52.1,0.567,19.4,24.9,0.779,10.3,33.1,43.3,27.2,9.3,5.3,14.4,19.6,115.8
16,17.0,Atlanta Hawks,78,241.0,42.2,89.4,0.472,13.0,36.4,0.356,29.3,52.9,0.553,18.5,23.3,0.794,11.2,34.1,45.3,26.6,8.5,4.9,16.2,18.6,115.9
17,18.0,Portland Trail Blazers,78,240.6,42.0,89.3,0.47,12.6,35.1,0.359,29.4,54.2,0.542,19.3,24.4,0.789,11.9,31.0,42.9,26.4,10.9,5.7,15.6,22.0,115.9
18,19.0,Philadelphia 76ers,78,242.6,41.9,89.6,0.468,13.4,37.8,0.356,28.5,51.8,0.55,19.2,24.4,0.787,12.1,33.0,45.1,27.7,7.2,5.2,15.4,20.0,116.5
19,20.0,Denver Nuggets,78,242.9,42.7,91.1,0.469,13.4,38.7,0.347,29.3,52.4,0.559,18.0,23.3,0.772,11.2,31.7,42.9,27.6,7.9,4.7,11.8,21.6,116.8
