,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Amen Thompson,23.0,HOU,PG,75.0,75.0,2795.0,18.6,0.587,0.114,0.376,9.0,14.2,11.6,20.3,2.0,1.5,13.4,19.9,5.9,3.6,9.5,0.163,1.5,1.0,2.4,3.1,
1,2.0,Kevin Durant,37.0,HOU,SF,74.0,74.0,2690.0,21.0,0.638,0.328,0.336,1.6,14.7,8.2,20.6,1.1,2.3,13.6,27.1,6.8,3.0,9.9,0.176,4.2,0.1,4.3,4.2,AS
2,3.0,Desmond Bane,27.0,ORL,SG,77.0,77.0,2625.0,16.9,0.609,0.353,0.284,3.9,9.8,6.9,19.4,1.4,1.1,10.8,23.3,4.7,2.2,7.0,0.127,1.6,-0.4,1.2,2.1,
3,4.0,Mikal Bridges,29.0,NYK,SF,78.0,78.0,2596.0,15.2,0.584,0.438,0.101,3.2,9.9,6.5,15.9,1.9,2.4,7.7,17.4,4.5,3.2,7.7,0.142,1.2,1.3,2.6,3.0,
4,5.0,Toumani Camara,25.0,POR,PF,78.0,78.0,2590.0,11.2,0.576,0.664,0.161,5.1,12.0,8.5,10.4,1.6,1.1,13.6,16.2,1.8,2.5,4.3,0.08,-1.1,0.0,-1.2,0.6,
5,6.0,Jamal Murray,28.0,DEN,PG,73.0,73.0,2579.0,22.0,0.621,0.411,0.288,1.5,12.1,7.0,31.7,1.2,1.0,10.0,28.0,7.6,1.7,9.3,0.173,5.5,-1.4,4.1,4.0,AS
6,7.0,Jabari Smith Jr.,22.0,HOU,PF,73.0,73.0,2561.0,13.5,0.567,0.496,0.212,4.7,16.9,10.9,7.5,1.1,2.4,9.0,18.1,3.1,3.1,6.2,0.117,-0.6,-0.1,-0.7,0.9,
7,8.0,Julius Randle,31.0,MIN,PF,77.0,77.0,2550.0,18.4,0.584,0.284,0.408,5.6,16.6,11.2,23.2,1.6,0.6,13.2,26.4,4.1,3.2,7.3,0.138,1.4,0.1,1.4,2.2,
8,9.0,Scottie Barnes,24.0,TOR,PF,75.0,75.0,2528.0,19.1,0.575,0.203,0.267,6.4,19.1,12.7,26.1,2.1,4.3,14.5,23.5,3.0,4.2,7.1,0.136,1.7,2.3,4.0,3.8,AS
9,10.0,Tyrese Maxey,25.0,PHI,PG,66.0,66.0,2523.0,22.2,0.59,0.4,0.282,0.8,11.2,6.0,29.2,2.4,2.0,9.1,29.5,5.8,2.5,8.4,0.159,5.1,0.5,5.6,4.8,AS
10,11.0,Derrick White,31.0,BOS,SG,73.0,73.0,2500.0,16.3,0.527,0.573,0.186,3.7,10.5,7.1,22.6,1.7,4.0,10.1,22.5,3.3,3.3,6.6,0.128,2.2,1.0,3.2,3.3,
11,12.0,Nickeil Alexander-Walker,27.0,ATL,SG,75.0,68.0,2493.0,16.3,0.605,0.525,0.262,2.2,9.3,5.7,16.1,1.9,1.5,10.9,24.0,3.2,2.6,5.9,0.113,1.4,-0.5,0.9,1.8,
12,13.0,Jalen Brunson,29.0,NYK,PG,71.0,71.0,2482.0,19.9,0.579,0.36,0.288,1.4,9.5,5.4,30.9,1.1,0.3,9.6,30.2,6.2,2.1,8.4,0.162,3.9,-1.0,2.9,3.1,AS
