,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Denver Nuggets,78,242.9,43.2,87.3,0.494,14.1,35.7,0.396,29.0,51.6,0.563,21.1,26.1,0.807,9.6,34.1,43.6,28.8,6.8,3.9,12.9,19.2,121.6
1,2.0,Miami Heat,78,240.3,43.5,93.5,0.466,13.6,37.9,0.36,29.9,55.6,0.538,20.1,25.3,0.792,11.9,34.6,46.6,28.7,8.8,4.3,13.6,18.9,120.8
2,3.0,San Antonio Spurs*,78,240.6,43.3,89.8,0.483,13.7,38.1,0.359,29.7,51.7,0.573,19.4,24.7,0.785,11.4,35.7,47.1,28.0,7.5,5.4,13.5,18.9,119.8
3,4.0,Cleveland Cavaliers,77,241.0,43.3,90.1,0.48,14.4,40.0,0.36,28.9,50.1,0.576,18.4,23.8,0.775,11.7,32.5,44.3,28.3,8.5,5.0,13.9,19.8,119.3
4,5.0,Oklahoma City Thunder*,77,242.3,42.9,88.9,0.482,13.6,37.7,0.36,29.3,51.3,0.572,19.5,23.8,0.82,9.6,34.6,44.2,25.4,9.7,5.5,12.6,19.2,118.9
5,6.0,Atlanta Hawks,78,241.0,43.6,91.8,0.475,14.6,39.4,0.371,29.0,52.4,0.553,16.8,21.6,0.777,10.8,32.6,43.4,30.3,9.5,4.7,14.2,19.7,118.6
6,7.0,Minnesota Timberwolves,77,241.3,42.5,88.6,0.479,13.7,37.1,0.369,28.8,51.4,0.559,19.0,25.3,0.749,11.1,33.5,44.6,26.1,8.7,5.7,14.8,21.2,117.6
7,8.0,Detroit Pistons*,78,241.6,43.3,89.7,0.483,10.9,30.9,0.354,32.3,58.7,0.551,20.0,26.2,0.761,13.1,32.5,45.6,27.5,10.4,6.3,15.1,22.1,117.5
8,9.0,Utah Jazz,78,241.9,42.2,90.5,0.466,12.7,36.7,0.345,29.5,53.8,0.548,20.1,25.5,0.79,11.9,31.7,43.6,29.4,8.7,3.8,15.5,21.5,117.2
9,10.0,New York Knicks,78,241.0,42.8,89.7,0.476,14.4,38.4,0.374,28.4,51.3,0.553,17.1,21.5,0.794,12.9,33.1,46.0,27.5,8.1,4.0,13.7,20.1,116.9
10,11.0,Los Angeles Lakers,77,240.3,42.0,83.9,0.501,11.9,33.3,0.356,30.1,50.5,0.596,20.7,26.9,0.767,9.5,31.5,41.0,25.4,8.4,4.4,14.4,18.6,116.5
11,12.0,Charlotte Hornets,78,241.0,41.0,89.0,0.461,16.4,43.0,0.38,24.7,45.9,0.537,18.0,21.9,0.818,12.7,33.5,46.2,26.4,7.0,4.5,15.4,19.2,116.4
12,13.0,Chicago Bulls,77,241.0,42.3,90.2,0.469,14.5,40.2,0.36,27.8,50.0,0.556,17.2,22.1,0.775,10.3,34.7,44.9,28.5,7.4,5.1,15.3,18.9,116.2
13,14.0,Philadelphia 76ers,78,242.6,41.8,90.2,0.463,12.4,35.4,0.351,29.4,54.8,0.536,20.2,24.9,0.811,11.7,31.7,43.3,24.8,9.1,5.8,13.7,20.4,116.2
14,15.0,Portland Trail Blazers,78,240.6,40.8,90.0,0.453,14.4,42.2,0.341,26.4,47.9,0.552,19.4,25.4,0.764,14.1,32.0,46.1,25.1,8.2,5.5,17.4,20.0,115.4
15,16.0,Orlando Magic,77,241.9,40.9,88.2,0.463,11.8,34.2,0.344,29.1,54.0,0.539,22.0,27.2,0.806,10.8,32.3,43.1,26.4,8.5,4.6,14.1,21.0,115.4
16,17.0,New Orleans Pelicans,78,241.6,41.9,90.1,0.465,11.2,32.3,0.348,30.7,57.8,0.531,19.9,25.3,0.784,12.2,31.5,43.7,25.2,8.8,5.2,14.2,19.8,114.9
17,18.0,Golden State Warriors,77,241.6,41.1,89.2,0.461,15.9,44.6,0.356,25.2,44.6,0.565,16.8,21.0,0.802,11.4,31.2,42.6,29.0,9.8,4.3,15.7,19.8,114.8
18,19.0,Houston Rockets,77,242.9,42.7,89.6,0.477,11.5,31.3,0.366,31.3,58.2,0.537,17.8,23.4,0.762,15.0,33.0,48.0,25.4,8.6,5.8,15.4,18.3,114.8
19,20.0,Memphis Grizzlies,77,240.6,41.4,90.2,0.458,13.7,38.8,0.353,27.7,51.5,0.538,18.4,23.2,0.793,11.2,31.1,42.4,27.9,8.8,4.9,15.2,20.4,114.8
20,21.0,Boston Celtics,77,240.6,42.1,90.3,0.466,15.3,42.0,0.365,26.8,48.3,0.554,15.2,18.9,0.804,12.6,33.9,46.5,24.6,7.1,5.1,12.2,19.0,114.6
21,22.0,Toronto Raptors,77,241.3,42.5,88.7,0.48,11.4,32.5,0.35,31.1,56.2,0.554,18.1,23.4,0.771,11.1,31.1,42.2,29.5,8.9,4.9,13.8,21.0,114.5
22,23.0,Los Angeles Clippers,77,241.3,40.4,83.3,0.485,12.3,33.5,0.365,28.2,49.8,0.566,20.5,24.9,0.823,9.5,31.0,40.5,23.7,9.1,4.9,14.4,18.7,113.7
23,24.0,Dallas Mavericks,77,242.3,41.8,89.5,0.467,10.8,31.5,0.342,31.0,58.0,0.535,19.2,25.7,0.748,10.4,34.3,44.7,25.2,7.5,5.1,14.8,18.3,113.6
24,25.0,Washington Wizards,77,241.0,41.8,90.5,0.462,13.1,36.5,0.359,28.7,54.0,0.532,16.3,21.2,0.769,11.0,31.1,42.1,25.1,7.9,5.6,15.5,21.5,113.0
