,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Golden State Warriors,82,240.3,42.5,87.9,0.484,3.0,9.1,0.324,39.6,78.8,0.503,28.2,34.9,0.809,11.2,29.1,40.2,24.1,9.2,6.0,17.3,24.5,116.3
1,2.0,Phoenix Suns*,82,242.1,43.2,87.1,0.496,2.1,6.6,0.324,41.1,80.4,0.511,26.3,33.1,0.795,12.8,32.3,45.2,25.7,8.1,6.1,15.5,22.3,114.9
2,3.0,Denver Nuggets*,82,241.5,45.3,97.7,0.464,2.8,8.3,0.337,42.5,89.5,0.475,21.2,26.8,0.789,14.3,30.9,45.1,27.7,9.9,4.0,13.9,25.0,114.6
3,4.0,Portland Trail Blazers*,82,242.4,43.6,92.0,0.473,2.3,6.9,0.336,41.2,85.1,0.484,24.8,33.3,0.743,16.5,31.1,47.6,25.4,9.1,4.4,16.5,25.0,114.2
4,5.0,Orlando Magic,82,241.5,42.2,91.8,0.459,1.4,4.8,0.295,40.7,87.0,0.468,25.1,33.2,0.756,15.9,30.1,46.0,24.3,7.5,3.6,17.2,24.1,110.9
5,6.0,Los Angeles Lakers*,82,242.1,41.9,85.5,0.49,3.8,10.3,0.367,38.1,75.2,0.507,23.2,29.5,0.787,13.4,30.0,43.4,27.2,8.0,5.4,15.0,21.2,110.7
6,7.0,Philadelphia 76ers*,82,241.5,41.9,85.7,0.489,2.3,6.6,0.348,39.6,79.1,0.501,24.1,30.6,0.788,13.5,29.3,42.9,23.6,8.4,4.5,14.7,20.7,110.2
7,8.0,Boston Celtics*,82,240.3,43.5,87.2,0.498,1.3,4.9,0.262,42.2,82.2,0.513,21.8,26.3,0.832,13.0,33.0,46.0,29.5,6.6,5.5,15.3,20.9,110.0
8,9.0,Chicago Bulls*,82,241.8,43.1,86.5,0.498,3.0,8.2,0.374,40.0,78.3,0.511,20.3,26.1,0.778,13.1,27.8,40.9,26.5,9.9,4.7,15.2,23.2,109.5
9,10.0,Indiana Pacers*,82,242.4,41.2,83.0,0.497,3.6,9.4,0.382,37.6,73.6,0.511,23.2,28.5,0.816,11.5,29.1,40.6,24.7,6.7,4.3,16.4,24.0,109.3
