,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
0,1.0,Luka Dončić,26.0,LAL,PG,40.0,40.0,36.2,10.7,22.4,0.476,3.6,10.4,0.348,7.0,12.0,0.588,0.557,8.7,11.2,0.78,0.8,7.2,8.0,8.8,1.5,0.5,4.2,2.5,33.6,
1,2.0,Shai Gilgeous-Alexander,27.0,OKC,PG,48.0,48.0,33.4,11.0,19.6,0.558,1.8,4.6,0.391,9.2,15.0,0.609,0.604,8.3,9.3,0.893,0.5,3.9,4.4,6.4,1.3,0.8,2.1,2.1,32.0,
2,3.0,Jaylen Brown,29.0,BOS,SF,45.0,45.0,34.3,10.8,22.4,0.485,2.2,6.0,0.362,8.7,16.4,0.53,0.533,5.6,7.2,0.776,1.2,5.7,6.9,4.8,1.0,0.4,3.6,2.8,29.4,
3,4.0,Anthony Edwards,24.0,MIN,SG,40.0,40.0,35.3,10.1,20.5,0.495,3.4,8.4,0.409,6.7,12.1,0.554,0.578,5.8,7.2,0.799,0.6,4.6,5.2,3.7,1.3,0.8,2.7,1.9,29.4,
4,5.0,Nikola Jokić,30.0,DEN,C,34.0,34.0,34.1,10.4,17.1,0.609,2.1,4.7,0.44,8.3,12.4,0.672,0.669,6.4,7.6,0.846,3.0,9.0,12.0,10.7,1.4,0.7,3.5,2.8,29.3,
5,6.0,Tyrese Maxey,25.0,PHI,PG,46.0,46.0,39.0,10.3,21.8,0.472,3.4,8.8,0.389,6.9,13.1,0.527,0.55,5.2,5.8,0.885,0.3,3.9,4.2,6.9,2.0,0.9,2.4,2.1,29.2,
6,7.0,Donovan Mitchell,29.0,CLE,SG,47.0,47.0,33.9,10.0,20.7,0.483,3.7,9.7,0.382,6.3,11.0,0.573,0.573,5.0,5.9,0.842,0.8,3.8,4.6,5.8,1.5,0.2,3.1,2.4,28.8,
7,8.0,Giannis Antetokounmpo,31.0,MIL,PF,30.0,30.0,29.2,10.5,16.2,0.645,0.5,1.3,0.395,10.0,15.0,0.666,0.66,6.5,9.9,0.658,2.8,7.2,10.0,5.6,0.9,0.7,3.3,2.6,28.0,
8,9.0,Kawhi Leonard,34.0,LAC,SF,35.0,35.0,32.9,9.6,19.4,0.495,2.8,7.1,0.391,6.8,12.3,0.555,0.566,5.6,6.1,0.921,1.0,5.2,6.2,3.6,2.0,0.6,2.1,1.3,27.6,
9,10.0,Lauri Markkanen,28.0,UTA,PF,36.0,36.0,35.8,9.3,19.5,0.476,2.8,7.9,0.359,6.4,11.6,0.555,0.548,6.0,6.8,0.889,2.0,5.1,7.1,2.2,1.1,0.6,1.5,1.9,27.4,
10,11.0,Jalen Brunson,29.0,NYK,PG,44.0,44.0,34.4,9.7,20.5,0.472,3.0,7.7,0.383,6.7,12.8,0.525,0.544,4.9,5.7,0.853,0.5,2.7,3.2,6.1,0.7,0.1,2.3,2.4,27.2,
11,12.0,Stephen Curry,37.0,GSW,PG,39.0,39.0,31.3,8.9,19.1,0.468,4.5,11.5,0.391,4.4,7.6,0.584,0.585,4.9,5.2,0.931,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.9,27.2,
12,13.0,Austin Reaves,27.0,LAL,SG,23.0,22.0,35.3,8.2,16.2,0.507,2.7,7.4,0.365,5.5,8.8,0.626,0.59,7.5,8.6,0.873,0.7,4.5,5.2,6.3,1.0,0.2,3.3,2.3,26.6,
13,14.0,Kevin Durant,37.0,HOU,SF,45.0,45.0,36.8,9.2,18.1,0.51,2.3,5.8,0.405,6.9,12.4,0.559,0.575,5.4,6.0,0.886,0.5,4.9,5.4,4.6,0.7,0.9,3.0,2.1,26.2,
14,15.0,Joel Embiid,31.0,PHI,C,28.0,28.0,31.0,8.9,18.1,0.49,1.2,4.0,0.297,7.7,14.1,0.544,0.523,7.3,8.6,0.85,2.3,5.3,7.5,3.9,0.6,1.1,3.1,2.1,26.2,
