,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Oklahoma City Thunder,25.2,39.0,11.0,41,9,12.28,-0.75,11.53,119.5,107.3,12.2,99.6,0.272,0.417,0.604,,0.564,11.0,21.2,0.225,,0.515,15.0,74.0,0.198,,Paycom Center,473594,18203
1,2.0,Detroit Pistons,25.9,36.0,12.0,35,13,7.63,-1.14,6.49,116.7,109.1,7.6,100.1,0.3,0.354,0.578,,0.542,13.3,30.4,0.225,,0.515,15.3,73.9,0.265,,Little Caesars Arena,488297,19496
2,3.0,Boston Celtics,26.7,31.0,18.0,35,14,7.0,-1.2,5.8,121.3,114.0,7.3,95.3,0.205,0.465,0.583,,0.554,10.8,29.2,0.162,,0.526,12.3,73.8,0.206,,TD Garden,459744,19156
3,4.0,Houston Rockets,26.6,30.0,17.0,32,15,6.02,-0.48,5.54,118.8,112.7,6.1,96.1,0.267,0.336,0.569,,0.536,13.1,36.4,0.201,,0.528,12.1,74.7,0.188,,Toyota Center,379220,18058
4,5.0,New York Knicks,28.3,31.0,18.0,32,17,5.53,-0.65,4.88,120.1,114.4,5.7,97.9,0.241,0.437,0.586,,0.553,12.1,30.4,0.191,,0.543,12.8,76.4,0.214,,Madison Square Garden (IV),514690,19796
5,6.0,Minnesota Timberwolves,28.0,31.0,19.0,33,17,5.2,-0.64,4.56,117.6,112.5,5.1,100.8,0.289,0.427,0.595,,0.563,12.7,26.1,0.216,,0.528,13.0,75.1,0.213,,Target Center,418726,16749
6,7.0,San Antonio Spurs,25.7,33.0,16.0,32,17,5.02,0.03,5.05,116.9,111.9,5.0,99.8,0.29,0.421,0.585,,0.546,12.1,25.5,0.228,,0.529,12.1,76.9,0.185,,Frost Bank Center,429520,18675
7,8.0,Denver Nuggets,27.7,33.0,17.0,31,19,4.22,-1.02,3.2,122.1,117.8,4.3,97.4,0.29,0.401,0.615,,0.576,11.5,23.1,0.236,,0.54,10.6,73.5,0.201,,Ball Arena,476066,19836
8,9.0,Cleveland Cavaliers,26.6,30.0,21.0,30,21,3.1,0.1,3.2,117.6,114.5,3.1,101.1,0.248,0.449,0.586,,0.554,12.5,27.1,0.193,,0.542,13.7,73.9,0.214,,Rocket Arena,544096,19432
9,10.0,Golden State Warriors,29.2,27.0,23.0,29,21,2.68,0.07,2.75,115.8,113.2,2.6,100.3,0.249,0.503,0.589,,0.552,13.6,24.9,0.203,,0.541,14.1,73.4,0.2,,Chase Center,451600,18064
10,11.0,Phoenix Suns,27.3,30.0,20.0,29,21,2.42,0.2,2.62,115.5,113.1,2.4,98.3,0.235,0.443,0.575,,0.54,13.3,28.8,0.187,,0.538,14.9,71.3,0.22,,Mortgage Matchup Center,409704,17071
11,12.0,Miami Heat,26.5,27.0,24.0,29,22,2.16,0.6,2.75,114.8,112.8,2.0,104.3,0.261,0.391,0.572,,0.535,12.0,25.1,0.206,,0.534,13.4,74.3,0.194,,Kaseya Center,491760,19670
12,13.0,Charlotte Hornets,23.9,22.0,28.0,28,22,1.66,-0.64,1.02,118.0,116.3,1.7,97.9,0.255,0.46,0.587,,0.55,13.7,29.5,0.208,,0.549,11.3,76.4,0.181,,Spectrum Center,418092,18178
