,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Glen Rice,29.0,CHH,SF,79.0,78.0,3362.0,19.7,0.605,0.291,0.354,2.5,8.8,5.7,8.8,1.2,0.6,9.2,26.9,9.6,1.2,10.8,0.154,3.9,-2.1,1.8,3.2,"MVP-5,AS,NBA2"
1,2.0,Latrell Sprewell,26.0,GSW,SG,80.0,79.0,3353.0,19.7,0.57,0.287,0.405,2.1,10.9,6.5,27.0,2.1,1.0,15.9,26.9,7.0,1.1,8.1,0.115,3.8,-1.1,2.7,4.0,AS
2,3.0,Juwan Howard,23.0,WSB,SF,82.0,82.0,3324.0,16.1,0.529,0.002,0.296,7.2,15.6,11.5,15.2,1.5,0.5,14.2,23.4,3.3,3.7,7.0,0.101,0.1,-0.5,-0.3,1.4,
3,4.0,Damon Stoudamire,23.0,TOR,PG,81.0,81.0,3311.0,18.1,0.516,0.353,0.285,3.0,8.9,5.8,38.2,2.0,0.3,15.4,25.3,5.8,1.8,7.6,0.11,3.4,-1.6,1.8,3.1,
4,5.0,Gary Payton,28.0,SEA,PG,82.0,82.0,3213.0,21.8,0.545,0.256,0.24,4.0,10.2,7.1,33.8,3.3,0.3,11.6,26.4,8.2,4.7,12.9,0.193,4.4,1.1,5.5,6.1,"MVP-6,DPOY-2,AS,NBA2,DEF1"
5,6.0,Kendall Gill,28.0,NJN,SF,82.0,81.0,3199.0,19.6,0.53,0.151,0.369,5.8,11.4,8.4,18.3,2.5,1.1,11.4,25.4,6.6,2.2,8.8,0.132,2.8,0.1,2.9,4.0,
6,7.0,Chris Mills,27.0,CLE,SF,80.0,79.0,3167.0,14.1,0.544,0.246,0.234,4.8,15.8,10.2,11.3,1.6,1.2,10.9,17.5,4.1,4.7,8.9,0.134,0.3,0.8,1.1,2.5,
7,8.0,Jerry Stackhouse,22.0,PHI,SG,81.0,81.0,3166.0,14.1,0.524,0.261,0.51,5.2,6.4,5.8,13.5,1.5,1.4,16.5,25.6,1.9,0.2,2.1,0.032,-0.1,-2.2,-2.2,-0.2,
8,9.0,Vin Baker,25.0,MIL,PF,78.0,78.0,3159.0,20.1,0.553,0.043,0.416,10.4,20.7,15.6,12.1,1.4,2.7,14.2,25.3,4.9,3.4,8.3,0.127,2.1,-0.1,2.0,3.2,"AS,NBA3"
9,10.0,Grant Hill,24.0,DET,SF,80.0,80.0,3147.0,25.5,0.556,0.026,0.503,5.0,23.1,14.2,36.0,2.6,1.3,14.4,28.3,8.7,5.9,14.6,0.223,5.4,2.7,8.2,8.0,"MVP-3,AS,NBA1"
10,11.0,Anthony Mason,30.0,CHH,PF,73.0,73.0,3143.0,18.9,0.585,0.004,0.519,7.4,24.0,16.0,21.4,1.3,0.8,14.0,17.6,8.0,3.3,11.4,0.173,2.6,0.8,3.5,4.3,"MVP-9,NBA3,DEF2"
11,12.0,Christian Laettner,27.0,ATL,PF,82.0,82.0,3140.0,19.1,0.562,0.078,0.39,8.2,18.9,13.7,13.3,1.8,1.6,14.2,23.1,6.1,5.4,11.6,0.177,1.4,1.0,2.5,3.5,AS
12,13.0,Tim Hardaway,30.0,MIA,PG,81.0,81.0,3136.0,20.8,0.532,0.426,0.263,1.9,8.5,5.2,41.9,2.6,0.2,13.0,26.6,7.9,5.0,12.9,0.198,5.2,1.0,6.2,6.5,"MVP-4,AS,NBA1"
13,14.0,Tom Gugliotta,27.0,MIN,PF,81.0,81.0,3131.0,19.0,0.526,0.069,0.423,7.1,19.3,13.3,19.3,2.2,2.1,15.6,27.5,2.6,4.2,6.7,0.103,1.2,0.5,1.7,2.9,"MVP-17,AS"
14,15.0,Doug Christie,26.0,TOR,SG,81.0,81.0,3127.0,15.1,0.543,0.404,0.322,3.1,13.4,8.1,16.7,3.4,1.1,15.6,18.4,3.3,3.6,7.0,0.107,0.0,1.7,1.7,2.9,
