,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
57,Stephon Marbury,Minnesota Timberwolves,67.0,26.3,1.3,0.466,2324.0,16.1,0.519,3.7,0.0,1.2,0.4878,82.0,0,0.8171,1997
58,Rick Fox,Boston Celtics,76.0,24.4,2.7,0.509,2650.0,16.5,0.551,5.2,1.7,2.5,0.1829,82.0,0,0.9268,1997
59,Nick Van Exel,Los Angeles Lakers,79.0,26.7,1.0,0.484,2937.0,16.0,0.518,7.2,1.1,2.3,0.6829,82.0,0,0.9634,1997
60,Clifford Robinson,Portland Trail Blazers,81.0,22.3,2.0,0.484,3077.0,13.1,0.519,6.6,0.6,2.0,0.5976,82.0,0,0.9878,1997
62,Michael Finley,Dallas Mavericks,83.0,22.2,1.1,0.491,2790.0,14.5,0.53,3.9,0.3,1.6,0.2927,82.0,0,1.0122,1997
63,Eric Williams,Boston Celtics,72.0,21.4,1.2,0.457,2435.0,13.3,0.533,2.9,-3.0,-0.6,0.1829,82.0,0,0.878,1997
64,Elden Campbell,Los Angeles Lakers,77.0,24.5,2.1,0.47,2516.0,16.8,0.52,7.0,-0.6,0.8,0.6829,82.0,0,0.939,1997
67,Loy Vaught,Los Angeles Clippers,82.0,26.2,1.3,0.501,2838.0,16.6,0.522,6.3,-1.1,0.7,0.439,82.0,0,1.0,1997
70,Allan Houston,New York Knicks,81.0,20.0,0.7,0.495,2681.0,11.3,0.531,4.7,-1.1,0.6,0.6951,82.0,0,0.9878,1997
71,Joe Dumars,Detroit Pistons,79.0,21.1,0.7,0.535,2923.0,15.6,0.586,8.8,1.6,2.7,0.6585,82.0,0,0.9634,1997
73,Doug Christie,Toronto Raptors,81.0,23.7,3.1,0.495,3127.0,15.1,0.543,7.0,1.7,2.9,0.3659,82.0,0,0.9878,1997
74,Todd Day,Boston Celtics,81.0,20.0,1.9,0.461,2277.0,15.5,0.515,3.2,-0.4,0.9,0.1829,82.0,0,0.9878,1997
75,Jeff Hornacek,Utah Jazz,82.0,21.8,1.8,0.525,2592.0,18.8,0.596,10.2,4.0,3.9,0.7805,82.0,0,1.0,1997
76,Chris Mullin,Golden State Warriors,79.0,22.6,2.0,0.605,2733.0,17.6,0.645,7.1,2.8,3.3,0.3659,82.0,0,0.9634,1997
77,Anthony Peeler,Vancouver Grizzlies,72.0,21.5,1.7,0.461,2291.0,13.8,0.487,0.6,-1.8,0.1,0.1707,82.0,0,0.878,1997
78,John Stockton,Utah Jazz,82.0,27.7,2.2,0.598,2896.0,22.1,0.656,13.6,6.6,6.3,0.7805,82.0,0.003,1.0,1997
80,Lindsey Hunter,Detroit Pistons,82.0,18.9,1.9,0.484,3023.0,13.4,0.515,6.4,0.5,1.9,0.6585,82.0,0,1.0,1997
82,Hersey Hawkins,Seattle SuperSonics,82.0,20.8,2.0,0.554,2755.0,17.6,0.616,10.9,4.2,4.4,0.6951,82.0,0,1.0,1997
84,John Starks,New York Knicks,77.0,19.3,1.3,0.519,2042.0,15.9,0.555,5.8,2.6,2.4,0.6951,82.0,0,0.939,1997
85,Mahmoud Abdul-Rauf,Sacramento Kings,75.0,17.8,0.8,0.496,2131.0,13.2,0.524,2.7,-2.6,-0.4,0.4146,82.0,0,0.9146,1997
86,Danny Manning,Phoenix Suns,77.0,21.8,2.1,0.54,2134.0,17.9,0.574,5.2,1.0,1.6,0.4878,82.0,0,0.939,1997
87,Wesley Person,Phoenix Suns,80.0,18.7,1.4,0.548,2326.0,15.9,0.567,5.2,1.9,2.3,0.4878,82.0,0,0.9756,1997
88,Malik Sealy,Los Angeles Clippers,80.0,18.6,2.2,0.438,2456.0,13.7,0.504,3.2,-0.8,0.7,0.439,82.0,0,0.9756,1997
89,Ray Allen,Milwaukee Bucks,82.0,20.0,1.0,0.494,2532.0,14.6,0.541,4.9,-0.1,1.2,0.4024,82.0,0,1.0,1997
90,Chris Mills,Cleveland Cavaliers,80.0,22.1,1.6,0.501,3167.0,14.1,0.544,8.9,1.1,2.5,0.5122,82.0,0,0.9756,1997
93,Dikembe Mutombo,Atlanta Hawks,80.0,26.3,3.9,0.527,2973.0,19.0,0.584,11.3,2.6,3.5,0.6829,82.0,0.003,0.9756,1997
94,Shawn Bradley,Dallas Mavericks,73.0,22.3,3.9,0.449,2288.0,16.5,0.478,3.0,-1.1,0.5,0.2927,82.0,0,0.8902,1997
96,Rodney Rogers,Los Angeles Clippers,81.0,21.0,1.9,0.498,2480.0,14.2,0.53,2.9,-0.7,0.8,0.439,82.0,0,0.9878,1997
97,Otis Thorpe,Detroit Pistons,79.0,22.7,0.9,0.532,2661.0,16.1,0.563,7.9,-0.6,0.9,0.6585,82.0,0,0.9634,1997
98,Tyrone Hill,Cleveland Cavaliers,74.0,24.0,1.3,0.6,2582.0,17.8,0.626,9.9,0.7,1.8,0.5122,82.0,0,0.9024,1997
99,Vernon Maxwell,San Antonio Spurs,72.0,17.2,1.5,0.439,2068.0,11.8,0.471,0.0,-3.2,-0.6,0.2439,82.0,0,0.878,1997
100,Larry Johnson,New York Knicks,76.0,20.3,1.3,0.535,2613.0,13.8,0.57,7.7,1.3,2.2,0.6951,82.0,0,0.9268,1997
102,Horace Grant,Orlando Magic,67.0,24.0,2.5,0.516,2496.0,17.3,0.546,7.7,2.4,2.8,0.5488,82.0,0,0.8171,1997
103,Bobby Phills,Cleveland Cavaliers,69.0,19.6,1.9,0.484,2375.0,13.9,0.514,5.0,1.1,1.9,0.5122,82.0,0,0.8415,1997
106,Olden Polynice,Sacramento Kings,82.0,24.1,1.6,0.457,2893.0,13.1,0.476,3.3,-2.8,-0.6,0.4146,82.0,0,1.0,1997
107,Dennis Scott,Orlando Magic,66.0,17.7,1.4,0.496,2166.0,12.4,0.519,3.8,0.0,1.1,0.5488,82.0,0,0.8049,1997
108,Vinny Del Negro,San Antonio Spurs,72.0,18.4,0.9,0.496,2243.0,14.4,0.529,3.1,-1.5,0.3,0.2439,82.0,0,0.878,1997
109,Voshon Lenard,Miami Heat,73.0,17.5,0.9,0.593,2111.0,14.7,0.614,6.8,2.7,2.6,0.7439,82.0,0,0.8902,1997
110,Clarence Weatherspoon,Philadelphia 76ers,82.0,22.2,1.9,0.491,2949.0,14.2,0.537,5.0,-1.2,0.6,0.2683,82.0,0,1.0,1997
111,Nick Anderson,Orlando Magic,63.0,19.7,2.4,0.496,2163.0,13.8,0.494,4.2,1.8,2.1,0.5488,82.0,0,0.7683,1997
112,Jamal Mashburn,Miami Heat,69.0,19.2,1.3,0.445,2164.0,12.6,0.487,3.6,-0.8,0.6,0.7439,82.0,0,0.8415,1997
113,Mario Elie,Houston Rockets,78.0,18.7,1.4,0.6,2687.0,14.3,0.662,8.9,1.5,2.4,0.6951,82.0,0,0.9512,1997
125,Charles Oakley,New York Knicks,80.0,23.4,1.7,0.492,2873.0,14.2,0.545,8.9,1.7,2.7,0.6951,82.0,0,0.9756,1997
126,Bryon Russell,Utah Jazz,81.0,16.4,1.9,0.566,2525.0,13.7,0.6,7.4,1.9,2.5,0.7805,82.0,0,0.9878,1997
128,Calbert Cheaney,Washington Bullets,79.0,15.4,1.2,0.508,2411.0,11.1,0.53,3.9,-2.5,-0.3,0.5366,82.0,0,0.9634,1997
129,Danny Ferry,Cleveland Cavaliers,82.0,16.5,1.1,0.501,2633.0,11.7,0.523,5.6,-0.4,1.0,0.5122,82.0,0,1.0,1997
132,Gerald Wilkins,Orlando Magic,80.0,15.0,0.9,0.469,2202.0,11.2,0.503,2.1,-2.5,-0.3,0.5488,82.0,0,0.9756,1997
133,Antonio Davis,Indiana Pacers,82.0,18.6,1.5,0.481,2335.0,13.8,0.536,5.2,-1.3,0.4,0.4756,82.0,0,1.0,1997
135,Avery Johnson,San Antonio Spurs,76.0,19.2,1.5,0.482,2472.0,15.0,0.517,3.4,-1.1,0.6,0.2439,82.0,0,0.9268,1997
136,Dale Davis,Indiana Pacers,80.0,20.8,1.8,0.538,2589.0,15.1,0.532,6.7,-0.1,1.2,0.4756,82.0,0,0.9756,1997
138,Derek Harper,Dallas Mavericks,75.0,16.1,1.4,0.488,2210.0,12.9,0.516,2.7,-1.4,0.3,0.2927,82.0,0,0.9146,1997
140,Mark Jackson,Indiana Pacers,82.0,26.1,1.3,0.474,3054.0,15.7,0.525,6.1,1.1,2.4,0.4756,82.0,0,1.0,1997
141,Travis Best,Indiana Pacers,76.0,16.3,1.4,0.488,2064.0,13.3,0.533,4.1,0.0,1.0,0.4756,82.0,0,0.9268,1997
144,Sherman Douglas,Milwaukee Bucks,79.0,17.5,1.1,0.533,2316.0,14.6,0.557,4.6,-0.2,1.1,0.4024,82.0,0,0.9634,1997
147,P.J. Brown,Miami Heat,80.0,19.1,2.3,0.457,2592.0,13.8,0.505,7.5,0.1,1.3,0.7439,82.0,0,0.9756,1997
148,Tyrone Corbin,Atlanta Hawks,70.0,15.5,1.4,0.483,2305.0,11.0,0.514,5.0,-0.4,1.0,0.6829,82.0,0,0.8537,1997
150,Matt Maloney,Houston Rockets,82.0,15.1,1.0,0.566,2386.0,12.3,0.585,5.3,0.1,1.3,0.6951,82.0,0,1.0,1997
152,Chris Childs,New York Knicks,65.0,18.3,1.4,0.482,2076.0,11.2,0.526,3.9,-0.3,0.9,0.6951,82.0,0,0.7927,1997
153,Sam Mitchell,Minnesota Timberwolves,82.0,14.3,0.8,0.449,2044.0,11.8,0.523,3.3,-3.7,-0.9,0.4878,82.0,0,1.0,1997
154,Bob Sura,Cleveland Cavaliers,82.0,17.8,1.5,0.476,2269.0,14.8,0.519,5.2,1.7,2.1,0.5122,82.0,0,1.0,1997
158,Johnny Newman,Milwaukee Bucks,82.0,12.4,1.1,0.481,2060.0,10.8,0.545,2.8,-2.6,-0.3,0.4024,82.0,0,1.0,1997
160,Armen Gilliam,Milwaukee Bucks,80.0,15.5,1.3,0.471,2050.0,13.6,0.543,4.1,-1.7,0.2,0.4024,82.0,0,0.9756,1997
162,Derek Strong,Orlando Magic,82.0,15.7,0.8,0.447,2004.0,13.6,0.513,4.1,-2.5,-0.3,0.5488,82.0,0,1.0,1997
173,Hot Rod Williams,Phoenix Suns,68.0,17.8,2.3,0.49,2137.0,13.8,0.538,5.3,0.0,1.0,0.4878,82.0,0,0.8293,1997
178,Popeye Jones,Toronto Raptors,79.0,17.5,1.2,0.481,2421.0,12.0,0.522,4.2,-3.2,-0.7,0.3659,82.0,0,0.9634,1997
183,Bo Outlaw,Los Angeles Clippers,82.0,15.0,2.8,0.609,2195.0,16.3,0.602,6.1,2.8,2.6,0.439,82.0,0,1.0,1997
192,A.C. Green,Dallas Mavericks,83.0,15.9,1.0,0.485,2492.0,12.4,0.523,4.8,-1.4,0.4,0.2927,82.0,0,1.0122,1997
196,Ervin Johnson,Denver Nuggets,82.0,19.1,3.6,0.52,2599.0,14.3,0.543,5.2,-0.4,1.1,0.2561,82.0,0,1.0,1997
210,Michael Smith,Sacramento Kings,81.0,18.5,1.7,0.539,2526.0,13.3,0.545,5.4,0.1,1.3,0.4146,82.0,0,0.9878,1997
