,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Dominique Wilkins,Atlanta Hawks,78.0,30.3,2.6,7.9,2.4,0.472,3049.0,23.3,0.536,32.9,10.8,4.2,4.8,0.6098,82.0,0.522,0.9512,1986
1,Adrian Dantley,Utah Jazz,76.0,29.8,3.5,5.2,0.9,0.563,2744.0,24.6,0.629,30.0,12.8,4.9,4.8,0.5122,82.0,0.003,0.9268,1986
2,Alex English,Denver Nuggets,81.0,29.8,4.0,5.0,1.3,0.504,3024.0,21.7,0.562,30.5,9.8,2.9,3.7,0.5732,82.0,0.071,0.9878,1986
3,Larry Bird,Boston Celtics,82.0,25.8,6.8,9.8,2.6,0.521,3113.0,25.6,0.58,27.6,15.8,8.7,8.4,0.8171,82.0,0.981,1.0,1986
4,Purvis Short,Golden State Warriors,64.0,25.5,3.7,5.1,1.7,0.488,2427.0,19.1,0.547,27.1,5.7,1.0,1.8,0.3659,82.0,0,0.7805,1986
5,Kiki Vandeweghe,Portland Trail Blazers,79.0,24.8,2.4,2.7,0.9,0.54,2791.0,19.7,0.614,25.1,9.9,1.4,2.4,0.4878,82.0,0,0.9634,1986
6,Moses Malone,Philadelphia 76ers,74.0,23.8,1.2,11.8,1.9,0.458,2706.0,20.6,0.553,27.6,8.9,-0.1,1.3,0.6585,82.0,0.027,0.9024,1986
7,Hakeem Olajuwon,Houston Rockets,68.0,23.5,2.0,11.5,5.4,0.526,2467.0,24.2,0.56,25.6,9.5,4.0,3.8,0.622,82.0,0.247,0.8293,1986
9,Kareem Abdul-Jabbar,Los Angeles Lakers,79.0,23.4,3.5,6.1,2.4,0.564,2629.0,22.7,0.603,26.6,10.8,5.4,4.9,0.7561,82.0,0.173,0.9634,1986
10,World B. Free,Cleveland Cavaliers,75.0,23.4,4.2,2.9,1.5,0.48,2535.0,19.0,0.533,29.3,6.1,2.3,2.8,0.3537,82.0,0,0.9146,1986
11,Mike Mitchell,San Antonio Spurs,82.0,23.4,2.3,5.0,1.0,0.473,2970.0,15.9,0.514,27.8,4.4,-2.3,-0.3,0.4268,82.0,0,1.0,1986
13,Mark Aguirre,Dallas Mavericks,74.0,22.6,4.6,6.0,1.0,0.509,2501.0,19.2,0.547,29.0,4.7,0.3,1.4,0.5366,82.0,0,0.9024,1986
14,Jeff Malone,Washington Bullets,80.0,22.4,2.4,3.6,1.1,0.484,2992.0,16.3,0.533,25.9,6.1,-1.2,0.6,0.4756,82.0,0,0.9756,1986
15,Walter Davis,Phoenix Suns,70.0,21.8,5.2,2.9,1.4,0.492,2239.0,18.1,0.536,29.2,4.2,0.4,1.4,0.3902,82.0,0,0.8537,1986
16,Rolando Blackman,Dallas Mavericks,82.0,21.5,3.3,3.5,1.3,0.515,2787.0,19.0,0.576,25.2,7.0,0.6,1.8,0.5366,82.0,0,1.0,1986
17,Kevin McHale,Boston Celtics,68.0,21.3,2.7,8.1,2.4,0.574,2397.0,21.6,0.623,22.5,11.0,4.4,3.9,0.8171,82.0,0.004,0.8293,1986
18,Joe Barry Carroll,Golden State Warriors,79.0,21.2,2.2,8.5,3.1,0.463,2801.0,17.2,0.516,26.6,3.4,-0.7,0.9,0.3659,82.0,0,0.9634,1986
19,Isiah Thomas,Detroit Pistons,77.0,20.9,10.8,3.6,2.5,0.498,2790.0,21.2,0.554,24.4,8.8,5.0,4.9,0.561,82.0,0.036,0.939,1986
20,Orlando Woolridge,Chicago Bulls,70.0,20.7,3.0,5.0,1.4,0.497,2248.0,19.6,0.56,26.5,5.6,2.0,2.3,0.3659,82.0,0,0.8537,1986
21,Marques Johnson,Los Angeles Clippers,75.0,20.3,3.8,5.5,2.1,0.511,2605.0,18.9,0.555,24.0,5.9,1.7,2.5,0.3902,82.0,0,0.9146,1986
22,Sidney Moncrief,Milwaukee Bucks,73.0,20.2,4.9,4.6,1.6,0.506,2567.0,20.0,0.604,21.8,11.7,4.9,4.5,0.6951,82.0,0.072,0.8902,1986
23,Larry Nance,Phoenix Suns,73.0,20.2,3.3,8.5,2.8,0.581,2484.0,20.5,0.616,22.6,8.4,3.9,3.7,0.3902,82.0,0,0.8902,1986
24,Charles Barkley,Philadelphia 76ers,80.0,20.0,3.9,12.8,3.8,0.58,2952.0,22.4,0.619,22.4,10.8,5.1,5.3,0.6585,82.0,0.171,0.9756,1986
26,Kelly Tripucka,Detroit Pistons,81.0,20.0,3.3,4.3,1.2,0.502,2626.0,18.3,0.567,24.1,7.5,1.8,2.5,0.561,82.0,0,0.9878,1986
27,James Worthy,Los Angeles Lakers,75.0,20.0,2.7,5.2,2.1,0.579,2454.0,20.4,0.613,22.6,9.5,3.9,3.6,0.7561,82.0,0.009,0.9146,1986
28,Herb Williams,Indiana Pacers,78.0,19.9,2.2,9.1,3.0,0.492,2770.0,17.9,0.533,24.6,6.2,1.4,2.4,0.3171,82.0,0,0.9512,1986
29,Terry Cummings,Milwaukee Bucks,82.0,19.8,2.4,8.5,2.1,0.474,2669.0,18.2,0.503,27.2,7.4,0.9,2.0,0.6951,82.0,0.012,1.0,1986
30,Roy Hinson,Cleveland Cavaliers,82.0,19.6,1.2,7.8,2.2,0.532,2834.0,17.4,0.578,22.8,7.4,0.7,1.9,0.3537,82.0,0,1.0,1986
32,Ralph Sampson,Houston Rockets,79.0,18.9,3.6,11.1,2.9,0.488,2864.0,16.9,0.516,23.6,5.0,0.4,1.8,0.622,82.0,0,0.9634,1986
33,Magic Johnson,Los Angeles Lakers,72.0,18.8,12.6,5.9,1.8,0.532,2578.0,24.0,0.61,21.6,12.1,6.7,5.7,0.7561,82.0,0.263,0.878,1986
34,Eddie Johnson,Sacramento Kings,82.0,18.7,2.6,5.1,0.9,0.477,2514.0,15.8,0.523,26.6,4.0,-1.1,0.6,0.4512,82.0,0,1.0,1986
35,Cliff Robinson,Washington Bullets,78.0,18.7,2.4,8.7,1.9,0.475,2563.0,18.3,0.518,26.4,5.6,0.7,1.7,0.4756,82.0,0,0.9512,1986
36,Tom Chambers,Seattle SuperSonics,66.0,18.5,2.0,6.5,1.4,0.473,2019.0,17.1,0.551,27.0,4.8,-0.1,1.0,0.378,82.0,0,0.8049,1986
37,Clyde Drexler,Portland Trail Blazers,75.0,18.5,8.0,5.6,3.2,0.48,2576.0,19.8,0.53,24.4,6.7,4.3,4.1,0.4878,82.0,0,0.9146,1986
38,Reggie Theus,Sacramento Kings,82.0,18.3,9.6,3.7,1.6,0.483,2919.0,17.9,0.556,23.3,6.4,1.2,2.4,0.4512,82.0,0,1.0,1986
39,Julius Erving,Philadelphia 76ers,74.0,18.1,3.4,5.0,2.6,0.484,2474.0,17.4,0.537,23.8,5.9,2.1,2.6,0.6585,82.0,0,0.9024,1986
40,Calvin Natt,Denver Nuggets,69.0,17.7,2.4,6.3,1.0,0.505,2007.0,18.6,0.562,23.3,6.1,1.3,1.7,0.5732,82.0,0,0.8415,1986
42,Sleepy Floyd,Golden State Warriors,82.0,17.2,9.1,3.6,2.1,0.526,2764.0,20.0,0.587,21.2,7.5,3.5,3.9,0.3659,82.0,0,1.0,1986
43,Xavier McDaniel,Seattle SuperSonics,82.0,17.1,2.4,8.0,1.7,0.491,2706.0,16.3,0.525,24.5,5.1,-0.3,1.2,0.378,82.0,0,1.0,1986
44,Jack Sikma,Seattle SuperSonics,80.0,17.1,3.8,9.4,2.1,0.462,2790.0,17.6,0.535,22.4,7.8,2.5,3.1,0.378,82.0,0,0.9756,1986
45,Alvin Robertson,San Antonio Spurs,82.0,17.0,5.5,6.3,4.2,0.518,2878.0,19.5,0.563,20.9,8.6,4.7,4.9,0.4268,82.0,0.004,1.0,1986
46,Lewis Lloyd,Houston Rockets,82.0,16.9,3.7,4.0,1.5,0.53,2444.0,17.7,0.567,22.6,6.3,1.4,2.1,0.622,82.0,0,1.0,1986
47,Artis Gilmore,San Antonio Spurs,71.0,16.7,1.4,8.5,2.0,0.618,2395.0,17.1,0.661,18.2,7.1,0.8,1.7,0.4268,82.0,0,0.8659,1986
48,Bill Laimbeer,Detroit Pistons,82.0,16.6,1.8,13.1,1.5,0.494,2891.0,17.6,0.545,18.7,9.2,0.6,1.9,0.561,82.0,0,1.0,1986
49,Mike Gminski,New Jersey Nets,81.0,16.5,1.6,8.2,1.6,0.517,2525.0,19.0,0.594,19.9,9.2,2.5,2.9,0.4756,82.0,0,0.9878,1986
52,George Gervin,Chicago Bulls,82.0,16.2,1.8,2.6,0.9,0.474,2065.0,16.0,0.534,27.6,3.0,-2.1,0.0,0.3659,82.0,0,1.0,1986
53,Robert Parish,Boston Celtics,81.0,16.1,1.8,9.5,2.2,0.549,2567.0,18.8,0.586,20.8,9.2,2.1,2.6,0.8171,82.0,0,0.9878,1986
54,Buck Williams,New Jersey Nets,82.0,15.9,1.6,12.0,2.1,0.523,3070.0,15.1,0.565,18.1,6.8,-0.6,1.1,0.4756,82.0,0.003,1.0,1986
55,Otis Birdsong,New Jersey Nets,77.0,15.8,3.4,2.6,1.3,0.517,2395.0,13.4,0.529,22.1,3.2,-1.1,0.6,0.4756,82.0,0,0.939,1986
58,Dennis Johnson,Boston Celtics,78.0,15.6,5.8,3.4,1.8,0.458,2732.0,14.7,0.509,20.5,6.7,0.5,1.8,0.8171,82.0,0.001,0.9512,1986
59,Mike Woodson,Sacramento Kings,81.0,15.6,2.4,2.8,1.6,0.476,2417.0,14.2,0.527,22.5,4.0,-0.7,0.8,0.4512,82.0,0,0.9878,1986
60,John Lucas,Houston Rockets,65.0,15.5,8.8,2.2,1.3,0.474,2120.0,17.4,0.53,20.2,5.7,1.8,2.0,0.622,82.0,0,0.7927,1986
61,Maurice Cheeks,Philadelphia 76ers,82.0,15.4,9.2,2.9,2.8,0.539,3270.0,17.9,0.597,16.0,10.6,3.6,4.6,0.6585,82.0,0,1.0,1986
62,Sam Perkins,Dallas Mavericks,80.0,15.4,1.9,8.6,2.1,0.509,2626.0,17.6,0.573,19.0,7.3,1.0,1.9,0.5366,82.0,0,0.9756,1986
63,Byron Scott,Los Angeles Lakers,76.0,15.4,2.2,2.5,1.3,0.524,2190.0,15.0,0.55,21.7,5.2,-0.3,0.9,0.7561,82.0,0,0.9268,1986
65,Karl Malone,Utah Jazz,81.0,14.9,2.9,8.9,1.8,0.496,2475.0,13.7,0.504,24.1,1.9,-1.9,0.1,0.5122,82.0,0,0.9878,1986
66,Mychal Thompson,Portland Trail Blazers,82.0,14.7,2.1,7.4,1.3,0.498,2569.0,13.7,0.525,20.7,3.7,-1.9,0.1,0.4878,82.0,0,1.0,1986
67,Wayman Tisdale,Indiana Pacers,81.0,14.7,1.0,7.2,0.9,0.515,2277.0,14.0,0.539,23.3,3.2,-2.8,-0.4,0.3171,82.0,0,0.9878,1986
68,Thurl Bailey,Utah Jazz,82.0,14.6,1.9,6.0,1.9,0.448,2358.0,15.0,0.499,23.0,4.0,-0.9,0.7,0.5122,82.0,0,1.0,1986
69,Norm Nixon,Los Angeles Clippers,67.0,14.6,8.6,2.7,1.3,0.46,2138.0,15.7,0.493,22.2,2.0,-0.9,0.6,0.3902,82.0,0,0.8171,1986
71,Paul Pressey,Milwaukee Bucks,80.0,14.3,7.8,5.0,3.0,0.492,2704.0,18.6,0.564,18.6,9.8,5.7,5.3,0.6951,82.0,0.004,0.9756,1986
72,Vern Fleming,Indiana Pacers,80.0,14.2,6.3,4.8,1.7,0.506,2870.0,15.3,0.558,17.5,6.9,1.1,2.3,0.3171,82.0,0,0.9756,1986
73,Terry Teagle,Golden State Warriors,82.0,14.2,1.4,2.9,1.3,0.498,2158.0,14.2,0.542,22.0,3.1,-2.1,0.0,0.3659,82.0,0,1.0,1986
74,Cedric Maxwell,Los Angeles Clippers,76.0,14.1,2.8,8.2,1.2,0.475,2458.0,15.6,0.592,18.2,5.4,-0.6,0.9,0.3902,82.0,0,0.9268,1986
77,Ricky Pierce,Milwaukee Bucks,81.0,13.9,2.2,2.9,1.1,0.539,2147.0,16.6,0.603,19.5,8.3,1.9,2.1,0.6951,82.0,0,0.9878,1986
79,Fat Lever,Denver Nuggets,78.0,13.8,7.5,5.4,2.5,0.447,2616.0,15.7,0.473,19.9,4.5,1.6,2.4,0.5732,82.0,0,0.9512,1986
81,Melvin Turpin,Cleveland Cavaliers,80.0,13.7,0.7,7.0,2.1,0.544,2292.0,16.4,0.585,19.1,6.0,0.4,1.4,0.3537,82.0,0,0.9756,1986
82,Steve Stipanovich,Indiana Pacers,79.0,13.6,2.6,7.9,1.8,0.471,2397.0,15.9,0.526,20.0,5.9,1.4,2.0,0.3171,82.0,0,0.9634,1986
83,Sidney Green,Chicago Bulls,80.0,13.5,1.7,8.2,1.4,0.465,2307.0,14.2,0.526,21.9,2.5,-2.7,-0.4,0.3659,82.0,0,0.9756,1986
84,Gus Williams,Washington Bullets,77.0,13.5,5.9,2.2,1.4,0.443,2284.0,15.0,0.473,23.0,2.8,-0.3,1.0,0.4756,82.0,0,0.939,1986
85,Wayne Cooper,Denver Nuggets,78.0,13.1,1.0,7.8,3.4,0.467,2112.0,16.3,0.509,20.4,5.1,-0.5,0.8,0.5732,82.0,0,0.9512,1986
86,Gerald Henderson,Seattle SuperSonics,82.0,13.1,5.9,2.3,1.8,0.492,2568.0,15.7,0.537,19.3,6.2,1.3,2.1,0.378,82.0,0,1.0,1986
