,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
89,Randy Wittman,Atlanta Hawks,81.0,12.9,3.8,2.1,1.2,0.533,2760.0,13.0,0.555,15.6,5.9,0.5,1.7,0.6098,82.0,0,0.9878,1986
90,LaSalle Thompson,Sacramento Kings,80.0,12.8,2.1,9.6,2.3,0.518,2377.0,16.4,0.559,18.7,5.6,0.7,1.6,0.4512,82.0,0,0.9756,1986
93,Gerald Wilkins,New York Knicks,81.0,12.5,2.0,2.6,0.9,0.472,2025.0,12.2,0.488,24.7,0.7,-2.1,-0.1,0.2805,82.0,0,0.9878,1986
94,Kevin Willis,Atlanta Hawks,82.0,12.3,0.5,8.6,1.3,0.517,2300.0,14.1,0.545,19.6,4.7,-1.9,0.0,0.6098,82.0,0,1.0,1986
95,Derek Harper,Dallas Mavericks,79.0,12.2,5.3,2.9,2.2,0.542,2150.0,18.8,0.58,18.5,6.2,3.4,2.9,0.5366,82.0,0,0.9634,1986
96,Robert Reid,Houston Rockets,82.0,12.0,2.7,3.7,1.3,0.468,2157.0,13.7,0.506,19.4,4.4,-1.2,0.5,0.622,82.0,0,1.0,1986
98,Louis Orr,New York Knicks,74.0,11.9,2.4,4.2,1.2,0.445,2237.0,12.4,0.509,18.4,3.7,-0.7,0.7,0.2805,82.0,0,0.9024,1986
100,John Bagley,Cleveland Cavaliers,78.0,11.7,9.4,3.5,1.7,0.428,2472.0,15.2,0.475,19.8,3.0,0.6,1.6,0.3537,82.0,0,0.9512,1986
101,Rickey Green,Utah Jazz,80.0,11.7,5.1,1.7,1.4,0.474,2012.0,16.4,0.537,20.1,5.2,1.0,1.5,0.5122,82.0,0,0.9756,1986
103,Dan Roundfield,Washington Bullets,79.0,11.6,2.1,8.1,1.1,0.488,2321.0,14.7,0.56,18.1,5.1,-0.8,0.7,0.4756,82.0,0,0.9634,1986
107,Kurt Nimphius,Los Angeles Clippers,80.0,11.2,0.8,5.7,1.7,0.506,2226.0,12.6,0.554,16.8,3.1,-2.6,-0.3,0.3902,82.0,0,0.9756,1986
109,Benoit Benjamin,Los Angeles Clippers,79.0,11.1,1.0,7.6,3.4,0.491,2088.0,16.1,0.551,18.1,4.0,-0.5,0.8,0.3902,82.0,0,0.9634,1986
111,Jay Humphries,Phoenix Suns,82.0,11.0,6.4,3.2,1.7,0.482,2733.0,12.6,0.534,15.1,4.8,-0.6,0.9,0.3902,82.0,0,1.0,1986
113,Gene Banks,Chicago Bulls,82.0,10.9,3.1,4.4,1.1,0.517,2139.0,15.5,0.559,17.9,4.3,0.8,1.5,0.3659,82.0,0,1.0,1986
115,Alvan Adams,Phoenix Suns,78.0,10.8,4.2,6.1,1.9,0.502,2005.0,15.3,0.547,19.4,3.9,1.6,1.8,0.3902,82.0,0,0.9512,1986
117,Rory Sparrow,New York Knicks,74.0,10.8,6.4,2.3,1.3,0.481,2344.0,13.0,0.511,16.7,3.7,-0.3,1.0,0.2805,82.0,0,0.9024,1986
118,Danny Ainge,Boston Celtics,80.0,10.7,5.1,2.9,1.3,0.522,2407.0,13.6,0.562,15.2,6.8,0.9,1.8,0.8171,82.0,0,0.9756,1986
120,Rodney McCray,Houston Rockets,82.0,10.3,3.6,6.3,1.3,0.537,2610.0,13.6,0.583,12.8,6.3,1.0,2.0,0.622,82.0,0,1.0,1986
121,Darrell Walker,New York Knicks,81.0,10.3,4.2,2.7,2.2,0.43,2023.0,14.0,0.479,22.1,2.1,1.3,1.7,0.2805,82.0,0,0.9878,1986
129,Clint Richardson,Indiana Pacers,82.0,9.7,4.5,3.1,0.8,0.456,2224.0,12.2,0.496,17.3,3.1,-1.0,0.6,0.3171,82.0,0,1.0,1986
132,Larry Smith,Golden State Warriors,77.0,9.6,1.2,11.1,1.4,0.536,2441.0,13.4,0.539,13.2,4.3,-2.1,-0.1,0.3659,82.0,0,0.939,1986
139,Michael Cooper,Los Angeles Lakers,82.0,9.2,5.7,3.0,1.6,0.504,2269.0,13.5,0.557,14.8,5.8,1.8,2.2,0.7561,82.0,0,1.0,1986
146,Bob Hansen,Utah Jazz,82.0,8.7,2.4,3.0,1.0,0.49,2032.0,10.1,0.517,16.2,2.5,-2.5,-0.3,0.5122,82.0,0,1.0,1986
147,James Donaldson,Dallas Mavericks,83.0,8.6,1.2,9.6,2.0,0.558,2682.0,13.0,0.627,10.5,5.7,0.1,1.4,0.5366,82.0,0,1.0122,1986
149,Earl Cureton,Detroit Pistons,80.0,8.6,1.7,6.3,1.4,0.505,2017.0,11.7,0.523,15.7,2.6,-1.6,0.2,0.561,82.0,0,0.9756,1986
150,Kyle Macy,Chicago Bulls,82.0,8.6,5.4,2.2,1.1,0.532,2426.0,12.3,0.557,12.6,3.9,-0.5,0.9,0.3659,82.0,0,1.0,1986
151,Mark Eaton,Utah Jazz,80.0,8.5,1.3,8.4,5.0,0.47,2551.0,12.2,0.499,13.2,4.0,0.1,1.4,0.5122,82.0,0,0.9756,1986
175,Mark Olberding,Sacramento Kings,81.0,7.6,3.3,5.2,0.8,0.558,2157.0,11.2,0.618,12.1,3.9,-0.5,0.8,0.4512,82.0,0,0.9878,1986
220,T.R. Dunn,Denver Nuggets,82.0,5.0,2.1,4.6,2.1,0.454,2401.0,9.4,0.493,7.5,4.9,0.3,1.4,0.5732,82.0,0,1.0,1986
259,Manute Bol,Washington Bullets,80.0,3.7,0.3,6.0,5.4,0.46,2090.0,11.2,0.472,7.6,3.9,0.9,1.5,0.4756,82.0,0,0.9756,1986
