,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Boston Celtics*,27.3,61.0,21.0,60,22,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,,0.501,15.4,34.8,0.258,,0.475,16.5,67.8,0.234,,Boston Garden,596349.0,14490.0
1,2.0,Los Angeles Lakers*,26.2,60.0,22.0,55,27,5.9,-0.51,5.4,109.5,103.9,5.6,104.1,0.284,0.014,0.569,,0.53,16.5,32.6,0.22,,0.475,14.0,66.9,0.181,,The Forum,582882.0,427.0
2,3.0,Seattle SuperSonics*,27.0,56.0,26.0,53,29,4.66,-0.42,4.24,105.8,101.2,4.6,101.8,0.298,0.025,0.52,,0.474,14.9,36.4,0.229,,0.463,15.4,67.9,0.221,,,,
3,4.0,Philadelphia 76ers*,27.0,59.0,23.0,52,30,4.22,-0.18,4.04,105.0,101.0,4.0,103.0,0.34,0.017,0.544,,0.494,17.2,33.5,0.262,,0.46,15.5,66.7,0.217,,The Spectrum,,1331.0
4,5.0,Milwaukee Bucks*,25.3,49.0,33.0,51,31,3.94,-0.37,3.57,106.8,102.9,3.9,102.4,0.278,0.021,0.532,,0.491,15.0,35.2,0.212,,0.467,16.2,63.8,0.229,,MECCA Arena,,820.0
5,6.0,Phoenix Suns*,26.5,55.0,27.0,50,32,3.6,-0.35,3.25,105.6,102.2,3.4,104.8,0.341,0.039,0.548,,0.498,16.4,30.4,0.263,,0.483,16.5,66.9,0.213,,Arizona Veterans Memorial Coliseum,,1674.0
6,7.0,Kansas City Kings*,25.5,47.0,35.0,49,33,3.13,-0.32,2.82,104.0,101.0,3.0,103.2,0.3,0.015,0.522,,0.48,14.5,31.0,0.223,,0.479,17.9,68.1,0.273,,Kemper Arena,,
7,8.0,Atlanta Hawks*,26.1,50.0,32.0,49,33,2.91,-0.09,2.83,105.2,102.3,2.9,98.9,0.376,0.011,0.523,,0.465,15.4,36.9,0.29,,0.461,17.1,65.6,0.291,,Omni Coliseum,,1182.0
8,9.0,Cleveland Cavaliers,27.4,37.0,45.0,42,40,0.34,0.09,0.43,106.7,106.4,0.3,105.6,0.274,0.023,0.519,,0.476,13.2,33.1,0.212,,0.505,16.3,65.9,0.216,,Coliseum at Richfield,,1189.0
9,10.0,Houston Rockets*,27.3,41.0,41.0,41,41,0.17,0.1,0.27,108.1,108.0,0.1,101.2,0.31,0.051,0.533,,0.487,15.5,37.6,0.238,,0.499,16.1,63.2,0.23,,The Summit,,955.0
10,11.0,San Antonio Spurs*,26.9,41.0,41.0,40,42,-0.38,0.13,-0.24,108.6,109.0,-0.4,109.5,0.327,0.027,0.553,,0.502,15.2,31.8,0.262,,0.506,14.4,66.8,0.216,,HemisFair Arena,,998.0
11,12.0,Indiana Pacers,25.3,37.0,45.0,39,43,-0.7,0.16,-0.54,105.5,106.2,-0.7,104.4,0.303,0.041,0.523,,0.479,14.8,35.4,0.228,,0.493,17.0,62.5,0.23,,Market Square Arena,,1237.0
12,13.0,Portland Trail Blazers*,26.3,38.0,44.0,39,43,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,,0.477,16.1,35.5,0.218,,0.482,15.3,67.9,0.245,,Memorial Coliseum,,309.0
13,14.0,New Jersey Nets,26.1,34.0,48.0,38,44,-1.17,0.19,-0.98,101.5,102.5,-1.0,106.1,0.321,0.04,0.518,,0.466,16.6,32.1,0.251,,0.472,16.5,66.4,0.263,,Rutgers Athletic Center,,572.0
14,15.0,New York Knicks,24.1,39.0,43.0,38,44,-1.15,0.19,-0.96,106.5,107.5,-1.0,106.5,0.296,0.025,0.539,,0.498,15.7,33.7,0.221,,0.498,16.4,64.0,0.263,,Madison Square Garden (IV),,1432.0
15,16.0,Washington Bullets*,29.0,39.0,43.0,34,48,-2.55,0.28,-2.27,103.2,105.7,-2.5,102.6,0.263,0.031,0.504,,0.463,13.7,33.3,0.199,,0.469,12.3,69.5,0.218,,Capital Centre,,1359.0
16,17.0,Chicago Bulls,25.9,30.0,52.0,34,48,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,,0.489,17.2,32.2,0.291,,0.5,15.7,68.0,0.251,,Chicago Stadium,,451.0
17,18.0,San Diego Clippers,27.6,35.0,47.0,30,52,-4.15,0.18,-3.97,105.7,109.8,-4.1,101.4,0.289,0.072,0.522,,0.482,14.6,34.2,0.213,,0.503,14.2,65.4,0.215,,San Diego Sports Arena,,824.0
18,19.0,Denver Nuggets,27.1,30.0,52.0,30,52,-4.41,0.2,-4.22,103.4,107.6,-4.2,103.9,0.34,0.034,0.517,,0.469,15.1,33.6,0.25,,0.497,14.4,67.8,0.224,,McNichols Sports Arena,,422.0
19,20.0,Golden State Warriors,26.3,24.0,58.0,29,53,-4.39,0.2,-4.2,102.0,106.3,-4.3,100.5,0.262,0.017,0.52,,0.484,15.5,31.1,0.193,,0.498,15.5,69.8,0.273,,Oakland-Alameda County Coliseum Arena,,477.0
20,21.0,Utah Jazz,26.1,24.0,58.0,25,57,-6.01,0.31,-5.71,104.2,110.4,-6.2,97.6,0.285,0.027,0.547,,0.5,16.7,29.7,0.23,,0.5,13.5,67.1,0.237,,Salt Palace,,489.0
21,22.0,Detroit Pistons,24.7,16.0,66.0,22,60,-8.24,0.67,-7.57,101.2,108.8,-7.6,107.1,0.283,0.029,0.523,,0.483,16.9,32.3,0.209,,0.499,15.2,64.7,0.239,,Pontiac Silverdome,,817.0
22,,League Average,26.5,,,41,41,0.0,0.0,0.0,105.3,105.3,,103.1,0.307,0.031,0.531,,0.486,15.5,33.5,0.235,,0.486,15.5,66.5,0.235,,,589616.0,1525.0
