,Player,Team,G,PTS,AST,TRB,Stocks,eFG%,MP,PER,TS%,USG%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Michael Jordan,Chicago Bulls,82.0,37.1,4.6,5.2,4.4,0.484,3281.0,29.8,0.562,38.3,16.9,10.8,10.6,0.4878,82.0,0.576,1.0,1987
1,Dominique Wilkins,Atlanta Hawks,79.0,29.0,3.3,6.3,2.1,0.472,2969.0,23.5,0.543,32.3,12.2,5.5,5.6,0.6951,82.0,0.164,0.9634,1987
2,Alex English,Denver Nuggets,82.0,28.6,5.1,4.2,1.2,0.504,3085.0,20.5,0.549,29.2,8.1,1.9,3.1,0.4512,82.0,0.003,1.0,1987
3,Larry Bird,Boston Celtics,74.0,28.1,7.6,9.2,2.7,0.555,3005.0,26.4,0.612,27.5,15.2,9.4,8.6,0.7195,82.0,0.347,0.9024,1987
4,Kiki Vandeweghe,Portland Trail Blazers,79.0,26.9,2.8,3.2,0.9,0.536,3029.0,19.2,0.597,24.8,10.8,1.5,2.7,0.5976,82.0,0,0.9634,1987
5,Kevin McHale,Boston Celtics,77.0,26.1,2.6,9.9,2.7,0.604,3060.0,24.0,0.655,24.1,14.8,5.1,5.5,0.7195,82.0,0.326,0.939,1987
6,Mark Aguirre,Dallas Mavericks,80.0,25.7,3.2,5.3,1.5,0.512,2663.0,22.1,0.56,31.3,8.9,3.1,3.4,0.6707,82.0,0.001,0.9756,1987
7,Dale Ellis,Seattle SuperSonics,82.0,24.9,2.9,5.5,1.7,0.545,3073.0,19.0,0.588,25.3,9.3,2.4,3.4,0.4756,82.0,0,1.0,1987
8,Moses Malone,Washington Bullets,73.0,24.1,1.6,11.3,2.1,0.454,2488.0,23.8,0.545,29.3,9.4,2.8,3.0,0.5122,82.0,0.012,0.8902,1987
9,Magic Johnson,Los Angeles Lakers,80.0,23.9,12.2,6.3,2.2,0.525,2904.0,27.0,0.602,26.3,15.9,8.8,8.0,0.7927,82.0,0.94,0.9756,1987
10,Walter Davis,Phoenix Suns,79.0,23.6,4.6,3.1,1.3,0.521,2646.0,19.3,0.562,28.9,5.8,1.4,2.2,0.439,82.0,0,0.9634,1987
11,Hakeem Olajuwon,Houston Rockets,75.0,23.4,2.9,11.4,5.3,0.509,2760.0,23.8,0.554,26.8,10.9,5.8,5.4,0.5122,82.0,0.036,0.9146,1987
12,Tom Chambers,Seattle SuperSonics,82.0,23.3,3.0,6.6,1.6,0.475,3018.0,17.0,0.554,26.0,7.4,0.1,1.6,0.4756,82.0,0,1.0,1987
13,Charles Barkley,Philadelphia 76ers,68.0,23.0,4.9,14.6,3.3,0.606,2740.0,25.1,0.66,23.1,12.0,6.7,6.0,0.5488,82.0,0.145,0.8293,1987
