,Unnamed: 0,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
81,102,Chris Morris,New Jersey Nets,79.0,22.6,2.9,0.449,2553.0,14.7,0.487,4.5,1.0,1.9,0.3171,82.0,0.0,0.9634,1991
82,103,Kevin Willis,Atlanta Hawks,80.0,23.1,1.3,0.506,2373.0,15.3,0.533,4.4,-1.8,0.1,0.5244,82.0,0.0,0.9756,1991
83,108,Horace Grant,Chicago Bulls,78.0,23.5,2.1,0.548,2641.0,17.6,0.585,10.3,2.5,3.0,0.7439,82.0,0.0,0.9512,1991
84,110,Sedale Threatt,Seattle SuperSonics,80.0,17.3,1.5,0.525,2066.0,15.5,0.556,4.6,0.3,1.2,0.5,82.0,0.0,0.9756,1991
85,112,Blair Rasmussen,Denver Nuggets,70.0,23.2,2.6,0.459,2325.0,11.7,0.473,1.7,-4.3,-1.3,0.2439,82.0,0.0,0.8537,1991
86,115,Thurl Bailey,Utah Jazz,82.0,18.9,1.7,0.458,2486.0,12.5,0.513,3.7,-1.4,0.4,0.6585,82.0,0.0,1.0,1991
87,117,Kevin Edwards,Miami Heat,79.0,17.7,2.2,0.423,2000.0,13.7,0.468,1.6,-0.2,0.9,0.2927,82.0,0.0,0.9634,1991
88,119,Vinnie Johnson,Detroit Pistons,82.0,18.4,1.1,0.44,2390.0,12.8,0.466,3.8,-0.2,1.1,0.6098,82.0,0.0,1.0,1991
89,121,Buck Williams,Portland Trail Blazers,80.0,22.3,1.2,0.602,2582.0,14.3,0.639,8.5,0.5,1.6,0.7683,82.0,0.0,0.9756,1991
90,123,Rodney McCray,Dallas Mavericks,74.0,22.5,1.6,0.504,2561.0,14.6,0.551,5.3,1.0,1.9,0.3415,82.0,0.0,0.9024,1991
91,125,Vlade Divac,Los Angeles Lakers,82.0,20.4,2.8,0.569,2310.0,17.7,0.606,8.3,2.3,2.5,0.7073,82.0,0.0,1.0,1991
92,126,Charles Oakley,New York Knicks,76.0,26.0,1.0,0.516,2739.0,13.6,0.585,6.2,-1.0,0.7,0.4756,82.0,0.0,0.9268,1991
93,130,Bill Laimbeer,Detroit Pistons,82.0,21.9,1.2,0.502,2668.0,14.2,0.536,8.0,1.5,2.3,0.6098,82.0,0.0,1.0,1991
94,133,Fred Roberts,Milwaukee Bucks,82.0,15.8,1.2,0.536,2114.0,13.4,0.583,4.2,-1.1,0.5,0.5854,82.0,0.0,1.0,1991
95,137,Danny Schayes,Milwaukee Bucks,82.0,18.3,1.4,0.499,2228.0,14.8,0.587,6.8,-0.6,0.8,0.5854,82.0,0.0,1.0,1991
96,140,Rory Sparrow,Sacramento Kings,80.0,17.2,1.2,0.511,2375.0,12.4,0.524,2.8,-1.5,0.3,0.3049,82.0,0.0,0.9756,1991
97,142,Craig Ehlo,Cleveland Cavaliers,82.0,19.4,1.9,0.477,2766.0,12.0,0.498,3.4,-0.4,1.1,0.4024,82.0,0.0,1.0,1991
98,143,James Donaldson,Dallas Mavericks,82.0,19.7,1.5,0.532,2800.0,12.3,0.572,4.3,-1.9,0.0,0.3415,82.0,0.0,1.0,1991
99,144,Rickey Green,Philadelphia 76ers,79.0,16.9,0.8,0.468,2248.0,13.1,0.506,3.3,-2.0,0.0,0.5366,82.0,0.0,0.9634,1991
100,146,Olden Polynice,Los Angeles Clippers,79.0,17.3,0.9,0.56,2092.0,14.0,0.576,5.2,-1.3,0.4,0.378,82.0,0.0,0.9634,1991
101,148,Bill Cartwright,Chicago Bulls,79.0,17.4,0.6,0.49,2273.0,11.5,0.522,4.2,-2.6,-0.4,0.7439,82.0,0.0,0.9634,1991
102,149,Rod Higgins,Golden State Warriors,82.0,15.2,1.1,0.529,2024.0,13.4,0.589,5.3,0.7,1.4,0.5366,82.0,0.0,1.0,1991
103,153,Grant Long,Miami Heat,80.0,18.5,2.0,0.493,2514.0,12.2,0.554,5.0,-0.3,1.1,0.2927,82.0,0.0,0.9756,1991
104,154,A.C. Green,Los Angeles Lakers,82.0,16.3,1.0,0.486,2164.0,13.8,0.556,6.1,0.0,1.1,0.7073,82.0,0.0,1.0,1991
105,156,Rick Mahorn,Philadelphia 76ers,80.0,18.2,1.7,0.467,2439.0,11.8,0.535,4.4,-1.7,0.1,0.5366,82.0,0.0,0.9756,1991
106,162,Gary Grant,Los Angeles Clippers,68.0,20.4,1.7,0.459,2105.0,12.1,0.476,1.7,-1.5,0.2,0.378,82.0,0.0,0.8293,1991
107,171,Dennis Rodman,Detroit Pistons,82.0,21.7,1.5,0.498,2747.0,13.9,0.525,8.7,0.6,1.8,0.6098,82.0,0.0,1.0,1991
108,174,Haywoode Workman,Washington Bullets,73.0,16.1,1.3,0.466,2034.0,11.5,0.507,2.5,-1.6,0.2,0.3659,82.0,0.0,0.8902,1991
109,175,Maurice Cheeks,New York Knicks,76.0,15.8,1.8,0.504,2147.0,14.2,0.548,5.2,1.3,1.7,0.4756,82.0,0.0,0.9268,1991
110,176,Darrell Walker,Washington Bullets,71.0,21.3,1.6,0.43,2305.0,12.4,0.459,2.9,0.2,1.3,0.3659,82.0,0.0,0.8659,1991
111,190,Gary Payton,Seattle SuperSonics,82.0,16.6,2.2,0.451,2244.0,13.2,0.476,3.4,0.8,1.6,0.5,82.0,0.0,1.0,1991
112,193,Felton Spencer,Minnesota Timberwolves,81.0,15.3,2.1,0.512,2099.0,13.8,0.581,5.6,-2.6,-0.3,0.3537,82.0,0.0,0.9878,1991
113,204,Michael Cage,Seattle SuperSonics,82.0,14.3,1.7,0.508,2141.0,12.0,0.528,4.3,-0.2,0.9,0.5,82.0,0.0,1.0,1991
114,243,Mark Eaton,Utah Jazz,80.0,14.0,2.9,0.579,2580.0,9.5,0.599,5.5,-0.6,0.9,0.6585,82.0,0.0,0.9756,1991
115,251,Greg Kite,Orlando Magic,82.0,12.7,1.3,0.491,2225.0,7.4,0.504,2.0,-3.5,-0.8,0.378,82.0,0.0,1.0,1991
0,0,Michael Jordan,Chicago Bulls,80.0,42.6,3.2,0.526,3102.0,27.7,0.579,17.7,9.7,9.2,0.8171,82.0,0.938,0.9756,1992
1,2,Karl Malone,Utah Jazz,81.0,42.2,1.9,0.527,3054.0,25.4,0.599,15.1,5.7,5.9,0.6707,82.0,0.273,0.9878,1992
2,3,Chris Mullin,Golden State Warriors,81.0,34.7,2.9,0.544,3346.0,19.9,0.586,10.8,3.7,4.8,0.6707,82.0,0.084,0.9878,1992
3,4,Clyde Drexler,Portland Trail Blazers,76.0,38.3,2.7,0.509,2751.0,23.6,0.56,12.8,8.7,7.4,0.6951,82.0,0.584,0.9268,1992
4,5,Patrick Ewing,New York Knicks,82.0,37.1,4.1,0.522,3150.0,22.8,0.563,13.0,4.9,5.5,0.622,82.0,0.104,1.0,1992
5,6,Tim Hardaway,Golden State Warriors,81.0,37.2,2.2,0.501,3332.0,19.1,0.537,9.2,2.8,4.1,0.6707,82.0,0.067,0.9878,1992
6,7,David Robinson,San Antonio Spurs,68.0,38.1,6.8,0.552,2564.0,27.5,0.597,13.9,9.4,7.4,0.5732,82.0,0.351,0.8293,1992
7,8,Charles Barkley,Philadelphia 76ers,75.0,38.3,2.4,0.567,2881.0,24.5,0.612,12.3,6.3,6.1,0.4268,82.0,0.019,0.9146,1992
8,9,Mitch Richmond,Sacramento Kings,80.0,31.6,1.6,0.503,3095.0,16.3,0.548,4.9,0.0,1.5,0.3537,82.0,0.0,0.9756,1992
9,10,Glen Rice,Miami Heat,79.0,29.6,1.5,0.523,3007.0,17.5,0.561,7.9,1.8,2.9,0.4634,82.0,0.0,0.9634,1992
10,11,Ricky Pierce,Seattle SuperSonics,78.0,27.8,1.4,0.487,2658.0,18.2,0.561,7.8,1.5,2.3,0.5732,82.0,0.0,0.9512,1992
11,12,Hakeem Olajuwon,Houston Rockets,70.0,35.9,6.1,0.502,2636.0,23.7,0.553,9.8,5.0,4.6,0.5122,82.0,0.0,0.8537,1992
12,13,Brad Daugherty,Cleveland Cavaliers,73.0,35.5,2.0,0.57,2643.0,23.0,0.629,11.7,4.8,4.5,0.6951,82.0,0.025,0.8902,1992
13,14,Scottie Pippen,Chicago Bulls,82.0,35.7,3.0,0.511,3164.0,21.5,0.555,12.7,6.1,6.4,0.8171,82.0,0.033,1.0,1992
14,15,Reggie Lewis,Boston Celtics,82.0,27.9,2.8,0.505,3070.0,17.9,0.55,9.1,2.3,3.3,0.622,82.0,0.0,1.0,1992
15,16,Reggie Miller,Indiana Pacers,82.0,28.4,1.6,0.559,3120.0,17.6,0.629,11.0,2.6,3.6,0.4878,82.0,0.0,1.0,1992
16,17,Dražen Petrović,New Jersey Nets,82.0,26.8,1.4,0.555,3027.0,15.8,0.587,7.7,0.4,1.8,0.4878,82.0,0.0,1.0,1992
17,20,Jeff Malone,Utah Jazz,81.0,25.3,0.8,0.511,2922.0,15.1,0.554,6.6,-1.7,0.3,0.6707,82.0,0.0,0.9878,1992
18,21,Jeff Hornacek,Phoenix Suns,81.0,30.2,2.4,0.546,3078.0,18.9,0.592,11.6,4.3,4.9,0.6463,82.0,0.0,0.9878,1992
19,22,Pervis Ellison,Washington Bullets,66.0,34.1,3.6,0.54,2511.0,19.9,0.574,6.9,2.8,3.0,0.3049,82.0,0.0,0.8049,1992
20,24,Joe Dumars,Detroit Pistons,82.0,26.8,1.0,0.466,3192.0,15.4,0.538,8.2,0.7,2.2,0.5854,82.0,0.0,1.0,1992
21,27,Derrick Coleman,New Jersey Nets,65.0,32.5,2.3,0.516,2207.0,19.5,0.57,5.6,2.2,2.3,0.4878,82.0,0.0,0.7927,1992
22,28,Kevin Johnson,Phoenix Suns,78.0,34.1,1.8,0.484,2899.0,19.9,0.561,10.0,3.5,4.0,0.6463,82.0,0.002,0.9512,1992
23,29,Danny Manning,Los Angeles Clippers,82.0,29.7,3.1,0.542,2904.0,19.7,0.577,9.8,4.3,4.6,0.5488,82.0,0.001,1.0,1992
24,31,Hersey Hawkins,Philadelphia 76ers,81.0,25.4,2.4,0.503,3013.0,17.0,0.578,7.8,1.8,2.9,0.4268,82.0,0.0,0.9878,1992
25,32,Šarūnas Marčiulionis,Golden State Warriors,72.0,25.2,1.7,0.54,2117.0,18.8,0.607,6.4,1.3,1.7,0.6707,82.0,0.0,0.878,1992
26,33,Chuck Person,Indiana Pacers,81.0,28.5,1.0,0.531,2923.0,14.5,0.546,4.6,-0.3,1.2,0.4878,82.0,0.0,0.9878,1992
27,34,Isiah Thomas,Detroit Pistons,78.0,28.9,1.7,0.456,2918.0,16.0,0.505,5.8,1.1,2.3,0.5854,82.0,0.0,0.9512,1992
28,35,Rolando Blackman,Dallas Mavericks,75.0,24.2,1.0,0.489,2527.0,15.6,0.538,3.8,-0.3,1.1,0.2683,82.0,0.0,0.9146,1992
29,36,Kevin Willis,Atlanta Hawks,81.0,35.9,1.6,0.485,2962.0,19.7,0.535,8.8,0.2,1.7,0.4634,82.0,0.0,0.9878,1992
30,37,Ron Harper,Los Angeles Clippers,82.0,28.8,2.8,0.465,3144.0,15.4,0.51,5.6,1.6,2.8,0.5488,82.0,0.0,1.0,1992
31,38,Reggie Williams,Denver Nuggets,81.0,26.1,2.6,0.493,2623.0,18.1,0.528,6.6,3.2,3.4,0.2927,82.0,0.0,0.9878,1992
32,39,Michael Adams,Washington Bullets,78.0,29.7,2.0,0.444,2795.0,17.1,0.506,5.3,1.8,2.6,0.3049,82.0,0.0,0.9512,1992
33,40,Terry Porter,Portland Trail Blazers,82.0,27.0,1.6,0.518,2784.0,18.1,0.575,10.6,3.7,4.0,0.6951,82.0,0.0,1.0,1992
34,41,Harvey Grant,Washington Bullets,64.0,27.5,1.6,0.479,2388.0,15.3,0.516,4.3,-0.4,1.0,0.3049,82.0,0.0,0.7805,1992
35,42,Derek Harper,Dallas Mavericks,65.0,26.0,1.9,0.472,2252.0,16.7,0.512,3.5,1.1,1.8,0.2683,82.0,0.0,0.7927,1992
36,43,Terry Cummings,San Antonio Spurs,70.0,27.8,1.3,0.491,2149.0,18.5,0.52,6.5,0.1,1.1,0.5732,82.0,0.0,0.8537,1992
37,44,Dan Majerle,Phoenix Suns,82.0,26.5,2.1,0.516,2853.0,17.8,0.551,9.8,3.6,4.0,0.6463,82.0,0.0,1.0,1992
38,45,Mark Price,Cleveland Cavaliers,72.0,27.1,1.5,0.545,2138.0,22.7,0.61,9.1,5.8,4.2,0.6951,82.0,0.069,0.878,1992
39,46,Detlef Schrempf,Indiana Pacers,80.0,30.8,1.3,0.549,2605.0,19.5,0.617,9.8,3.2,3.3,0.4878,82.0,0.001,0.9756,1992
40,47,Otis Thorpe,Houston Rockets,82.0,30.8,1.1,0.592,3056.0,17.2,0.619,8.9,0.4,1.8,0.5122,82.0,0.0,1.0,1992
41,48,Vernon Maxwell,Houston Rockets,80.0,24.3,1.7,0.479,2700.0,14.1,0.514,3.9,-0.2,1.2,0.5122,82.0,0.0,0.9756,1992
42,49,Eddie Johnson,Seattle SuperSonics,81.0,22.7,0.8,0.47,2366.0,16.1,0.528,5.6,-0.7,0.8,0.5732,82.0,0.0,0.9878,1992
43,50,Lionel Simmons,Sacramento Kings,78.0,29.5,3.4,0.454,2895.0,16.5,0.505,4.3,1.1,2.2,0.3537,82.0,0.0,0.9512,1992
44,51,Larry Nance,Cleveland Cavaliers,81.0,28.2,4.0,0.539,2880.0,21.4,0.586,12.2,5.2,5.2,0.6951,82.0,0.0,0.9878,1992
45,52,Armen Gilliam,Philadelphia 76ers,81.0,26.5,1.6,0.511,2771.0,18.0,0.575,7.6,0.1,1.5,0.4268,82.0,0.0,0.9878,1992
46,53,Tony Campbell,Minnesota Timberwolves,78.0,23.4,1.5,0.469,2441.0,15.3,0.515,2.5,-1.2,0.5,0.1829,82.0,0.0,0.9512,1992
47,54,Dikembe Mutombo,Denver Nuggets,71.0,31.1,3.6,0.493,2716.0,16.5,0.54,4.8,0.0,1.4,0.2927,82.0,0.0,0.8659,1992
48,55,Wayman Tisdale,Sacramento Kings,72.0,24.6,1.9,0.5,2521.0,13.9,0.529,3.4,-2.8,-0.5,0.3537,82.0,0.0,0.878,1992
49,56,Sam Perkins,Los Angeles Lakers,63.0,27.5,2.0,0.459,2332.0,17.6,0.538,7.4,1.4,2.0,0.5244,82.0,0.0,0.7683,1992
50,57,Pooh Richardson,Minnesota Timberwolves,82.0,28.6,1.8,0.487,2922.0,17.4,0.504,4.1,1.3,2.4,0.1829,82.0,0.0,1.0,1992
51,58,Rony Seikaly,Miami Heat,79.0,29.6,2.0,0.489,2800.0,16.6,0.554,6.2,-1.3,0.5,0.4634,82.0,0.0,0.9634,1992
52,60,Sean Elliott,San Antonio Spurs,82.0,24.3,1.4,0.506,3120.0,14.4,0.564,8.4,0.5,1.9,0.5732,82.0,0.0,1.0,1992
53,61,Spud Webb,Sacramento Kings,77.0,26.0,1.9,0.482,2724.0,15.1,0.54,4.1,-0.8,0.8,0.3537,82.0,0.0,0.939,1992
54,62,John Stockton,Utah Jazz,82.0,32.8,3.3,0.527,3002.0,22.8,0.59,13.4,8.7,8.1,0.6707,82.0,0.019,1.0,1992
55,64,Dale Ellis,Milwaukee Bucks,81.0,20.1,0.9,0.536,2191.0,15.9,0.564,4.8,0.5,1.4,0.378,82.0,0.0,0.9878,1992
56,65,Moses Malone,Milwaukee Bucks,82.0,25.8,1.7,0.475,2511.0,19.2,0.556,7.8,0.1,1.3,0.378,82.0,0.0,1.0,1992
57,68,Sedale Threatt,Los Angeles Lakers,82.0,25.4,2.2,0.499,3070.0,16.6,0.54,7.3,1.2,2.5,0.5244,82.0,0.0,1.0,1992
58,69,Sam Bowie,New Jersey Nets,71.0,25.7,2.3,0.449,2179.0,16.4,0.496,4.6,-0.1,1.0,0.4878,82.0,0.0,0.8659,1992
59,70,Micheal Williams,Indiana Pacers,79.0,26.8,3.2,0.495,2750.0,18.4,0.587,9.0,3.7,3.9,0.4878,82.0,0.0,0.9634,1992
60,72,Byron Scott,Los Angeles Lakers,82.0,21.5,1.6,0.485,2679.0,15.5,0.537,6.0,1.0,2.0,0.5244,82.0,0.0,1.0,1992
61,73,Terry Catledge,Orlando Magic,78.0,23.2,0.9,0.496,2430.0,15.2,0.537,4.6,-1.0,0.6,0.2561,82.0,0.0,0.9512,1992
62,74,Grant Long,Miami Heat,82.0,25.9,2.2,0.498,3063.0,15.8,0.568,7.7,1.0,2.3,0.4634,82.0,0.0,1.0,1992
63,77,Billy Owens,Golden State Warriors,80.0,24.7,1.9,0.526,2510.0,15.6,0.555,5.6,0.0,1.3,0.6707,82.0,0.0,0.9756,1992
64,78,Horace Grant,Chicago Bulls,81.0,26.9,2.8,0.578,2859.0,20.6,0.618,14.1,5.3,5.2,0.8171,82.0,0.0,0.9878,1992
65,79,Robert Parish,Boston Celtics,79.0,23.9,2.1,0.535,2285.0,18.9,0.571,7.4,1.4,2.0,0.622,82.0,0.0,0.9634,1992
66,80,Scott Skiles,Orlando Magic,75.0,24.1,1.1,0.466,2377.0,14.4,0.534,3.2,-0.8,0.7,0.2561,82.0,0.0,0.9146,1992
67,82,Jay Humphries,Milwaukee Bucks,71.0,23.2,1.9,0.496,2261.0,16.5,0.543,5.8,1.1,1.7,0.378,82.0,0.0,0.8659,1992
68,83,Kenny Smith,Houston Rockets,81.0,23.1,1.4,0.504,2735.0,15.0,0.557,5.1,-0.3,1.2,0.5122,82.0,0.0,0.9878,1992
69,84,Doug West,Minnesota Timberwolves,80.0,20.7,1.1,0.52,2540.0,14.6,0.56,4.6,-0.9,0.7,0.1829,82.0,0.0,0.9756,1992
70,85,Orlando Woolridge,Detroit Pistons,82.0,18.3,0.9,0.499,2113.0,14.9,0.539,4.4,-0.5,0.8,0.5854,82.0,0.0,1.0,1992
71,87,John Starks,New York Knicks,82.0,19.6,1.5,0.501,2118.0,16.4,0.55,6.4,2.6,2.4,0.622,82.0,0.0,1.0,1992
72,88,Mookie Blaylock,New Jersey Nets,72.0,24.3,3.0,0.438,2548.0,15.2,0.465,4.9,1.0,1.9,0.4878,82.0,0.0,0.878,1992
73,91,Ron Anderson,Philadelphia 76ers,82.0,18.7,1.1,0.486,2432.0,14.1,0.52,3.5,-1.4,0.4,0.4268,82.0,0.0,1.0,1992
74,92,Xavier McDaniel,New York Knicks,82.0,21.1,1.0,0.484,2344.0,13.9,0.509,4.6,-1.3,0.4,0.622,82.0,0.0,1.0,1992
75,93,A.C. Green,Los Angeles Lakers,82.0,24.3,1.5,0.483,2902.0,16.7,0.556,8.8,0.7,2.0,0.5244,82.0,0.0,1.0,1992
76,94,Kevin Gamble,Boston Celtics,82.0,19.7,1.4,0.534,2496.0,15.2,0.567,6.7,0.7,1.7,0.622,82.0,0.0,1.0,1992
77,95,Stacey Augmon,Atlanta Hawks,82.0,20.9,1.8,0.49,2505.0,14.4,0.526,3.7,-0.6,0.8,0.4634,82.0,0.0,1.0,1992
78,98,Rumeal Robinson,Atlanta Hawks,81.0,21.2,1.6,0.474,2220.0,14.9,0.503,2.4,-0.3,1.0,0.4634,82.0,0.0,0.9878,1992
79,101,Blue Edwards,Utah Jazz,81.0,18.0,1.6,0.545,2283.0,13.7,0.569,5.2,0.0,1.1,0.6707,82.0,0.0,0.9878,1992
80,102,Jerome Kersey,Portland Trail Blazers,77.0,24.0,2.4,0.468,2553.0,14.7,0.502,6.8,1.7,2.4,0.6951,82.0,0.0,0.939,1992
81,103,Clifford Robinson,Portland Trail Blazers,82.0,19.2,2.3,0.467,2124.0,14.2,0.508,4.6,-0.2,1.0,0.6951,82.0,0.0,1.0,1992
82,104,Gerald Wilkins,New York Knicks,82.0,17.6,1.1,0.467,2344.0,12.0,0.491,4.0,-1.0,0.6,0.622,82.0,0.0,1.0,1992
83,106,Craig Ehlo,Cleveland Cavaliers,63.0,21.0,1.5,0.504,2016.0,13.8,0.526,3.8,0.4,1.2,0.6951,82.0,0.0,0.7683,1992
84,107,Tim Perry,Phoenix Suns,80.0,20.9,2.1,0.525,2483.0,13.8,0.556,5.7,-0.2,1.1,0.6463,82.0,0.0,0.9756,1992
85,108,Alvin Robertson,Milwaukee Bucks,82.0,21.0,3.0,0.466,2463.0,15.0,0.5,3.6,1.6,2.2,0.378,82.0,0.0,1.0,1992
86,109,Ken Norman,Los Angeles Clippers,77.0,19.5,1.6,0.492,2009.0,15.3,0.505,4.0,0.0,1.0,0.5488,82.0,0.0,0.939,1992
87,111,Johnny Dawkins,Philadelphia 76ers,82.0,21.7,1.2,0.457,2815.0,13.3,0.502,3.6,-1.8,0.2,0.4268,82.0,0.0,1.0,1992
88,115,Hot Rod Williams,Cleveland Cavaliers,80.0,22.0,3.1,0.503,2432.0,18.6,0.569,9.2,3.5,3.4,0.6951,82.0,0.0,0.9756,1992
89,117,Greg Anderson,Denver Nuggets,82.0,24.0,1.9,0.456,2793.0,12.6,0.486,3.0,-3.4,-1.0,0.2927,82.0,0.0,1.0,1992
90,119,Herb Williams,Dallas Mavericks,75.0,18.9,1.8,0.432,2040.0,12.6,0.464,0.8,-2.8,-0.4,0.2683,82.0,0.0,0.9146,1992
91,121,Chris Morris,New Jersey Nets,77.0,20.4,2.8,0.492,2394.0,14.4,0.531,4.7,0.8,1.7,0.4878,82.0,0.0,0.939,1992
92,122,Thurl Bailey,Minnesota Timberwolves,84.0,18.0,1.8,0.44,2104.0,14.5,0.498,2.6,-2.4,-0.2,0.1829,82.0,0.0,1.0244,1992
93,125,Mark Jackson,New York Knicks,81.0,23.7,1.6,0.499,2461.0,17.8,0.542,7.6,3.6,3.5,0.622,82.0,0.0,0.9878,1992
94,126,Buck Williams,Portland Trail Blazers,80.0,21.5,1.3,0.604,2519.0,15.0,0.651,9.2,1.2,2.0,0.6951,82.0,0.0,0.9756,1992
95,133,Winston Garland,Denver Nuggets,78.0,18.5,1.6,0.45,2209.0,13.3,0.505,2.9,-1.3,0.4,0.2927,82.0,0.0,0.9512,1992
96,134,Kevin Duckworth,Portland Trail Blazers,82.0,18.0,1.0,0.461,2222.0,10.5,0.497,3.3,-3.6,-0.9,0.6951,82.0,0.0,1.0,1992
97,136,Mark Macon,Denver Nuggets,76.0,15.7,2.2,0.377,2304.0,8.3,0.415,-0.8,-4.4,-1.4,0.2927,82.0,0.0,0.9268,1992
98,140,Larry Stewart,Washington Bullets,76.0,17.9,1.3,0.514,2229.0,12.9,0.573,4.7,-1.5,0.3,0.3049,82.0,0.0,0.9268,1992
99,143,Terry Davis,Dallas Mavericks,68.0,20.9,0.8,0.482,2149.0,12.4,0.528,3.1,-3.4,-0.8,0.2683,82.0,0.0,0.8293,1992
100,148,Sam Mitchell,Minnesota Timberwolves,82.0,17.0,1.1,0.425,2151.0,12.0,0.49,2.3,-3.9,-1.0,0.1829,82.0,0.0,1.0,1992
101,151,Tyrone Corbin,Utah Jazz,80.0,17.5,1.3,0.481,2207.0,13.6,0.543,5.6,0.2,1.2,0.6707,82.0,0.0,0.9756,1992
102,152,Dennis Rodman,Detroit Pistons,82.0,30.8,1.7,0.564,3301.0,17.0,0.574,12.6,2.8,4.0,0.5854,82.0,0.027,1.0,1992
103,155,Bill Laimbeer,Detroit Pistons,81.0,17.3,1.3,0.492,2234.0,12.6,0.515,4.9,0.0,1.1,0.5854,82.0,0.0,0.9878,1992
104,158,Anthony Bonner,Sacramento Kings,79.0,17.1,1.5,0.448,2287.0,10.9,0.484,1.6,-3.5,-0.8,0.3537,82.0,0.0,0.9634,1992
105,159,Gary Payton,Seattle SuperSonics,81.0,19.2,2.1,0.453,2549.0,13.1,0.478,3.9,0.4,1.5,0.5732,82.0,0.0,0.9878,1992
106,166,Rodney McCray,Dallas Mavericks,75.0,18.1,1.0,0.456,2106.0,12.6,0.491,2.5,-1.0,0.5,0.2683,82.0,0.0,0.9146,1992
107,171,Michael Cage,Seattle SuperSonics,82.0,18.8,1.9,0.566,2461.0,15.0,0.583,7.6,1.3,2.0,0.5732,82.0,0.0,1.0,1992
108,173,Buck Johnson,Houston Rockets,80.0,14.5,1.5,0.459,2202.0,10.0,0.492,2.3,-2.7,-0.4,0.5122,82.0,0.0,0.9756,1992
109,182,Duane Causwell,Sacramento Kings,80.0,16.0,3.3,0.549,2291.0,12.4,0.575,3.9,-1.9,0.0,0.3537,82.0,0.0,0.9756,1992
110,186,David Wingate,Washington Bullets,81.0,14.2,1.8,0.466,2127.0,11.5,0.501,2.4,-0.9,0.6,0.3049,82.0,0.0,0.9878,1992
111,188,Gary Grant,Los Angeles Clippers,78.0,17.1,2.0,0.475,2049.0,13.4,0.492,3.0,0.2,1.1,0.5488,82.0,0.0,0.9512,1992
112,204,Anthony Mason,New York Knicks,82.0,15.3,0.8,0.509,2198.0,11.3,0.558,5.6,-0.8,0.7,0.622,82.0,0.0,1.0,1992
113,218,Charles Oakley,New York Knicks,82.0,16.3,1.0,0.522,2309.0,11.3,0.558,5.7,-0.4,0.9,0.622,82.0,0.0,1.0,1992
114,296,Mark Eaton,Utah Jazz,81.0,9.9,2.9,0.446,2023.0,9.1,0.478,3.8,-0.5,0.7,0.6707,82.0,0.0,0.9878,1992
0,0,Michael Jordan,Chicago Bulls,78.0,44.8,3.6,0.515,3067.0,29.7,0.564,17.2,11.2,10.2,0.6951,82.0,0.577,0.9512,1993
1,1,Dominique Wilkins,Atlanta Hawks,71.0,39.9,1.4,0.506,2647.0,24.3,0.57,10.5,5.4,4.9,0.5244,82.0,0.055,0.8659,1993
2,2,Karl Malone,Utah Jazz,82.0,42.0,2.5,0.554,3099.0,26.2,0.612,15.4,7.3,7.3,0.5732,82.0,0.01,1.0,1993
3,3,Hakeem Olajuwon,Houston Rockets,82.0,42.6,6.0,0.529,3242.0,27.3,0.577,15.8,7.5,7.8,0.6707,82.0,0.66,1.0,1993
4,5,Charles Barkley,Phoenix Suns,76.0,42.9,2.6,0.545,2859.0,25.9,0.596,14.4,7.8,7.1,0.7561,82.0,0.852,0.9268,1993
5,6,Patrick Ewing,New York Knicks,81.0,38.2,2.9,0.503,3003.0,20.8,0.546,10.6,3.4,4.0,0.7317,82.0,0.366,0.9878,1993
6,7,Joe Dumars,Detroit Pistons,77.0,29.4,1.1,0.504,3094.0,17.6,0.555,9.1,2.1,3.2,0.4878,82.0,0.001,0.939,1993
7,8,Shaquille O'Neal,Orlando Magic,81.0,39.2,4.2,0.562,3071.0,22.9,0.584,10.4,3.5,4.3,0.5,82.0,0.031,0.9878,1993
8,9,David Robinson,San Antonio Spurs,82.0,38.8,4.7,0.503,3211.0,24.2,0.569,13.2,6.4,6.8,0.5976,82.0,0.034,1.0,1993
9,10,Danny Manning,Los Angeles Clippers,79.0,32.0,2.7,0.512,2761.0,19.6,0.565,7.9,2.0,2.8,0.5,82.0,0.0,0.9634,1993
10,11,Dražen Petrović,New Jersey Nets,70.0,28.5,1.5,0.551,2660.0,17.3,0.605,8.4,1.8,2.5,0.5244,82.0,0.0,0.8537,1993
11,14,Tim Hardaway,Golden State Warriors,66.0,36.1,2.0,0.491,2609.0,19.7,0.534,7.5,3.6,3.7,0.4146,82.0,0.0,0.8049,1993
12,15,Reggie Miller,Indiana Pacers,82.0,27.5,1.8,0.549,2954.0,19.4,0.617,11.3,4.3,4.7,0.5,82.0,0.0,1.0,1993
13,17,Reggie Lewis,Boston Celtics,80.0,28.8,2.5,0.475,3144.0,17.4,0.529,8.3,2.0,3.1,0.5854,82.0,0.0,0.9756,1993
14,18,Derrick Coleman,New Jersey Nets,76.0,35.5,2.9,0.469,2759.0,21.2,0.54,9.5,4.3,4.4,0.5244,82.0,0.0,0.9268,1993
15,19,Hersey Hawkins,Philadelphia 76ers,81.0,28.5,2.1,0.522,2977.0,18.3,0.593,8.5,2.4,3.3,0.3171,82.0,0.0,0.9878,1993
