,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Unnamed: 22_level_0,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0
,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%,TOV%,DRB%,FT/FGA,Unnamed: 27_level_1,Arena,Attend.,Attend./G
0,1.0,Chicago Bulls*,26.9,61.0,21.0,63,19,9.1,-0.53,8.57,114.6,105.2,9.4,95.6,0.296,0.06,0.56,,0.521,12.8,34.7,0.225,,0.488,15.3,68.8,0.226,,Chicago Stadium,757745,18480
1,2.0,Portland Trail Blazers*,27.9,63.0,19.0,62,20,8.68,-0.21,8.47,112.8,104.3,8.5,100.5,0.344,0.123,0.554,,0.509,13.4,33.8,0.259,,0.473,14.4,70.4,0.25,,Memorial Coliseum,528244,12884
2,3.0,Los Angeles Lakers*,28.4,58.0,24.0,59,23,6.74,-0.01,6.73,112.1,105.0,7.1,94.1,0.327,0.108,0.551,,0.5,13.2,33.0,0.261,,0.474,12.8,68.3,0.176,,Great Western Forum,682024,17076
3,4.0,Phoenix Suns*,26.9,55.0,27.0,57,25,6.55,-0.06,6.49,112.6,106.1,6.5,101.0,0.372,0.06,0.558,,0.506,13.5,33.0,0.287,,0.474,13.1,68.5,0.227,,Arizona Veterans Memorial Coliseum,589591,14487
4,5.0,Boston Celtics*,28.2,56.0,26.0,56,26,5.82,-0.6,5.22,112.6,106.7,5.9,98.5,0.277,0.048,0.565,,0.52,14.0,33.0,0.228,,0.465,11.7,69.3,0.217,,Boston Garden,611537,14890
5,6.0,San Antonio Spurs*,26.0,55.0,27.0,53,29,4.51,-0.21,4.3,107.8,103.3,4.5,98.6,0.352,0.043,0.544,,0.494,15.2,33.3,0.269,,0.463,13.2,70.3,0.228,,HemisFair Arena,651965,15926
6,7.0,Detroit Pistons*,30.5,50.0,32.0,50,32,3.27,-0.19,3.08,108.2,104.6,3.6,91.9,0.322,0.064,0.523,,0.474,13.1,34.7,0.245,,0.464,12.8,71.0,0.248,,The Palace of Auburn Hills,879614,21454
7,8.0,Utah Jazz*,28.7,54.0,28.0,50,32,3.33,-0.15,3.18,108.6,105.1,3.5,95.3,0.378,0.07,0.559,,0.503,14.6,27.6,0.298,,0.473,13.7,69.2,0.23,,Salt Palace,514751,12616
8,9.0,Houston Rockets*,27.3,52.0,30.0,50,32,3.5,-0.23,3.27,107.4,103.9,3.5,98.5,0.302,0.136,0.53,,0.489,14.5,34.4,0.224,,0.469,14.7,66.9,0.22,,The Summit,613230,14711
9,10.0,Milwaukee Bucks*,29.3,48.0,34.0,48,34,2.48,-0.15,2.33,109.7,107.2,2.5,96.1,0.323,0.108,0.55,,0.499,14.3,31.8,0.258,,0.5,16.4,66.1,0.259,,Bradley Center,673687,16480
10,11.0,Golden State Warriors*,26.5,44.0,38.0,45,37,1.63,0.09,1.72,111.9,110.3,1.6,103.6,0.376,0.109,0.559,,0.504,13.7,31.0,0.294,,0.497,15.2,64.1,0.289,,Oakland-Alameda County Coliseum Arena,616025,15049
11,12.0,Seattle SuperSonics*,26.2,41.0,41.0,44,38,1.23,0.08,1.31,109.7,108.5,1.2,96.2,0.301,0.06,0.542,,0.501,14.8,36.3,0.226,,0.503,16.0,66.3,0.277,,Seattle Center Coliseum,501250,12217
12,13.0,Atlanta Hawks*,29.0,43.0,39.0,43,39,0.77,-0.05,0.72,110.9,110.1,0.8,98.6,0.352,0.116,0.54,,0.482,12.9,33.1,0.282,,0.509,13.7,69.1,0.22,,Omni Coliseum,529161,12907
13,14.0,New York Knicks*,28.1,39.0,43.0,40,42,-0.23,-0.2,-0.43,107.1,107.3,-0.2,95.0,0.315,0.082,0.544,,0.498,15.1,31.1,0.242,,0.489,13.4,68.5,0.205,,Madison Square Garden (IV),654962,15975
14,15.0,Philadelphia 76ers*,28.4,44.0,38.0,41,41,-0.18,-0.21,-0.39,107.9,108.1,-0.2,95.7,0.342,0.089,0.542,,0.489,13.4,28.1,0.27,,0.489,12.5,68.3,0.187,,The Spectrum,624582,15471
15,16.0,Indiana Pacers*,26.4,41.0,41.0,40,42,-0.39,0.02,-0.37,111.7,112.1,-0.4,99.4,0.354,0.107,0.566,,0.511,14.4,30.6,0.287,,0.503,13.1,66.4,0.254,,Market Square Arena,465650,11546
16,17.0,Cleveland Cavaliers,26.8,33.0,49.0,34,48,-2.46,0.14,-2.33,106.1,108.7,-2.6,95.1,0.317,0.07,0.534,,0.487,14.1,29.7,0.243,,0.497,13.3,68.0,0.206,,Coliseum at Richfield,623735,15213
