,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
38,Victor Wembanyama,San Antonio Spurs,71.0,35.9,4.8,0.519,2106.0,23.1,0.565,3.7,5.2,3.8,0.2683,82.0,0,0.8659,2024
40,Alperen Şengün,Houston Rockets,63.0,35.4,1.9,0.553,2046.0,22.0,0.585,6.9,4.9,3.5,0.5,82.0,0,0.7683,2024
41,Miles Bridges,Charlotte Hornets,69.0,31.6,1.4,0.527,2581.0,15.4,0.556,2.2,-1.1,0.6,0.2561,82.0,0,0.8415,2024
45,Brandon Ingram,New Orleans Pelicans,64.0,31.6,1.4,0.534,2103.0,18.2,0.578,5.1,1.2,1.7,0.5976,82.0,0,0.7805,2024
47,Tyrese Haliburton,Indiana Pacers,69.0,34.9,1.9,0.57,2224.0,23.3,0.605,9.0,6.9,5.0,0.5732,82.0,0,0.8415,2024
49,CJ McCollum,New Orleans Pelicans,66.0,28.9,1.5,0.572,2159.0,17.9,0.592,5.9,3.1,2.8,0.5976,82.0,0,0.8049,2024
51,Terry Rozier,Miami Heat,61.0,29.4,1.3,0.518,2040.0,17.3,0.555,3.9,1.5,1.8,0.561,82.0,0,0.7439,2024
52,Franz Wagner,Orlando Magic,72.0,28.7,1.5,0.525,2337.0,17.6,0.575,6.4,1.2,1.9,0.5732,82.0,0,0.878,2024
53,Mikal Bridges,Brooklyn Nets,82.0,27.7,1.4,0.521,2854.0,14.9,0.56,4.2,-0.4,1.2,0.3902,82.0,0,1.0,2024
54,Jalen Green,Houston Rockets,82.0,28.3,1.1,0.498,2601.0,14.7,0.541,3.1,-0.5,1.0,0.5,82.0,0,1.0,2024
56,Devin Vassell,San Antonio Spurs,68.0,27.4,1.4,0.55,2248.0,15.7,0.578,3.6,0.0,1.1,0.2683,82.0,0,0.8293,2024
57,Domantas Sabonis,Sacramento Kings,82.0,41.3,1.5,0.609,2928.0,23.2,0.637,12.6,6.5,6.2,0.561,82.0,0.003,1.0,2024
58,Bam Adebayo,Miami Heat,71.0,33.6,2.0,0.529,2416.0,19.8,0.576,7.2,2.4,2.7,0.561,82.0,0,0.8659,2024
59,Coby White,Chicago Bulls,79.0,28.7,0.9,0.534,2881.0,14.5,0.57,4.7,-0.7,0.9,0.4756,82.0,0,0.9634,2024
60,Jalen Williams,Oklahoma City Thunder,71.0,27.6,1.7,0.592,2223.0,19.1,0.621,7.3,2.3,2.4,0.6951,82.0,0,0.8659,2024
61,Collin Sexton,Utah Jazz,78.0,26.2,1.0,0.549,2075.0,19.9,0.607,5.5,1.9,2.0,0.378,82.0,0,0.9512,2024
64,D'Angelo Russell,Los Angeles Lakers,76.0,27.4,1.4,0.56,2484.0,16.0,0.588,5.1,0.9,1.8,0.5732,82.0,0,0.9268,2024
65,Nikola Vučević,Chicago Bulls,76.0,31.8,1.5,0.522,2610.0,17.7,0.54,5.4,0.1,1.4,0.4756,82.0,0,0.9268,2024
66,Klay Thompson,Golden State Warriors,77.0,23.5,1.1,0.551,2284.0,13.9,0.576,3.6,-0.4,0.9,0.561,82.0,0,0.939,2024
67,Jordan Poole,Washington Wizards,78.0,24.5,1.4,0.491,2346.0,12.1,0.529,-0.6,-3.9,-1.2,0.1829,82.0,0,0.9512,2024
68,Fred VanVleet,Houston Rockets,73.0,29.3,2.2,0.527,2684.0,16.7,0.568,8.4,3.4,3.6,0.5,82.0,0,0.8902,2024
69,Brandon Miller,Charlotte Hornets,74.0,24.0,1.5,0.524,2383.0,13.0,0.552,0.8,-2.6,-0.3,0.2561,82.0,0,0.9024,2024
70,Tobias Harris,Philadelphia 76ers,70.0,26.8,1.7,0.535,2368.0,16.5,0.576,5.9,0.9,1.7,0.5732,82.0,0,0.8537,2024
72,Myles Turner,Indiana Pacers,77.0,25.3,2.4,0.587,2076.0,19.3,0.626,5.8,0.9,1.5,0.5732,82.0,0,0.939,2024
74,Bogdan Bogdanović,Atlanta Hawks,79.0,23.4,1.5,0.537,2401.0,14.7,0.569,3.9,0.2,1.4,0.439,82.0,0,0.9634,2024
76,Michael Porter Jr.,Denver Nuggets,81.0,25.2,1.2,0.586,2565.0,15.5,0.601,6.2,0.1,1.3,0.6951,82.0,0,0.9878,2024
77,James Harden,Los Angeles Clippers,72.0,30.2,1.9,0.541,2470.0,18.6,0.612,8.4,4.1,3.8,0.622,82.0,0,0.878,2024
78,Jarrett Allen,Cleveland Cavaliers,77.0,29.7,1.8,0.634,2442.0,21.8,0.664,10.7,3.0,3.1,0.5854,82.0,0,0.939,2024
79,Chet Holmgren,Oklahoma City Thunder,82.0,26.8,2.9,0.598,2413.0,20.4,0.632,8.9,3.4,3.3,0.6951,82.0,0,1.0,2024
82,Austin Reaves,Los Angeles Lakers,82.0,25.7,1.1,0.568,2629.0,15.5,0.613,5.9,0.4,1.6,0.5732,82.0,0,1.0,2024
85,Keldon Johnson,San Antonio Spurs,69.0,24.0,1.0,0.527,2038.0,14.2,0.565,3.0,-1.7,0.2,0.2683,82.0,0,0.8415,2024
88,Donte DiVincenzo,New York Knicks,81.0,21.9,1.7,0.584,2360.0,16.0,0.597,6.6,3.4,3.2,0.6098,82.0,0,0.9878,2024
89,Jaden Ivey,Detroit Pistons,77.0,22.6,1.2,0.492,2217.0,12.4,0.536,0.5,-3.1,-0.6,0.1707,82.0,0,0.939,2024
91,Kelly Oubre Jr.,Philadelphia 76ers,68.0,21.9,1.8,0.498,2055.0,13.5,0.535,3.0,-2.3,-0.1,0.5732,82.0,0,0.8293,2024
93,Keegan Murray,Sacramento Kings,77.0,22.4,1.8,0.548,2588.0,13.3,0.569,5.2,-0.9,0.8,0.561,82.0,0,0.939,2024
94,Derrick White,Boston Celtics,73.0,24.6,2.2,0.578,2381.0,16.9,0.611,8.5,3.8,3.5,0.7805,82.0,0,0.8902,2024
99,Deni Avdija,Washington Wizards,75.0,25.7,1.3,0.56,2257.0,14.9,0.597,3.2,-0.9,0.6,0.1829,82.0,0,0.9146,2024
103,Tim Hardaway Jr.,Dallas Mavericks,79.0,19.4,0.6,0.51,2120.0,12.1,0.542,2.2,-2.9,-0.5,0.6098,82.0,0,0.9634,2024
104,Dennis Schröder,Brooklyn Nets,80.0,23.1,1.0,0.509,2486.0,13.3,0.55,3.3,-1.8,0.1,0.3902,82.0,0,0.9756,2024
105,Rudy Gobert,Minnesota Timberwolves,76.0,28.2,2.8,0.661,2593.0,19.3,0.675,11.6,1.8,2.5,0.6829,82.0,0,0.9268,2024
108,Aaron Gordon,Denver Nuggets,73.0,23.9,1.4,0.584,2297.0,16.8,0.607,7.1,1.3,1.9,0.6951,82.0,0,0.8902,2024
111,Bobby Portis,Milwaukee Bucks,82.0,22.5,1.2,0.562,2008.0,17.5,0.581,4.7,-0.8,0.6,0.5976,82.0,0,1.0,2024
112,Saddiq Bey,Atlanta Hawks,63.0,21.7,1.0,0.497,2062.0,13.1,0.549,3.5,-1.8,0.1,0.439,82.0,0,0.7683,2024
113,Jabari Smith Jr.,Houston Rockets,76.0,23.4,1.5,0.537,2424.0,13.8,0.571,5.6,-0.4,1.0,0.5,82.0,0,0.9268,2024
116,Grayson Allen,Phoenix Suns,75.0,20.4,1.5,0.649,2513.0,13.8,0.679,6.9,1.3,2.0,0.5976,82.0,0,0.9146,2024
119,Corey Kispert,Washington Wizards,80.0,18.2,0.7,0.602,2067.0,12.8,0.62,2.1,-2.1,-0.1,0.1829,82.0,0,0.9756,2024
121,Keyonte George,Utah Jazz,75.0,20.2,0.6,0.482,2023.0,10.4,0.533,-0.3,-4.4,-1.2,0.378,82.0,0,0.9146,2024
122,P.J. Washington,Dallas Mavericks,73.0,20.4,1.8,0.518,2221.0,12.2,0.537,1.9,-2.1,-0.1,0.6098,82.0,0,0.8902,2024
125,Dillon Brooks,Houston Rockets,72.0,17.8,1.0,0.515,2227.0,9.4,0.549,2.7,-3.6,-0.9,0.5,82.0,0,0.878,2024
127,Jalen Suggs,Orlando Magic,75.0,18.4,2.0,0.578,2025.0,14.1,0.602,4.7,1.0,1.5,0.5732,82.0,0,0.9146,2024
128,Jrue Holiday,Boston Celtics,69.0,22.7,1.7,0.581,2263.0,14.4,0.597,6.3,2.1,2.4,0.7805,82.0,0,0.8415,2024
129,Brook Lopez,Milwaukee Bucks,79.0,19.3,2.9,0.583,2411.0,14.8,0.608,5.9,1.0,1.8,0.5976,82.0,0,0.9634,2024
130,Josh Giddey,Oklahoma City Thunder,80.0,23.5,1.2,0.523,2011.0,16.6,0.547,4.3,1.5,1.8,0.6951,82.0,0,0.9756,2024
132,Harrison Barnes,Sacramento Kings,82.0,16.4,0.8,0.576,2381.0,11.9,0.611,4.7,-1.8,0.1,0.561,82.0,0,1.0,2024
133,Ayo Dosunmu,Chicago Bulls,76.0,18.2,1.4,0.583,2212.0,13.4,0.604,4.1,-0.8,0.7,0.4756,82.0,0,0.9268,2024
136,Max Strus,Cleveland Cavaliers,70.0,21.0,1.3,0.533,2239.0,11.7,0.553,3.9,-0.6,0.8,0.5854,82.0,0,0.8537,2024
138,Buddy Hield,Philadelphia 76ers,84.0,18.1,1.3,0.565,2160.0,13.3,0.578,3.5,0.4,1.3,0.5732,82.0,0,1.0244,2024
140,Jaime Jaquez Jr.,Miami Heat,75.0,18.3,1.3,0.536,2113.0,12.9,0.574,4.0,-1.9,0.1,0.561,82.0,0,0.9146,2024
141,Nic Claxton,Brooklyn Nets,71.0,23.8,2.7,0.63,2116.0,18.7,0.629,6.7,1.2,1.7,0.3902,82.0,0,0.8659,2024
145,Jeremy Sochan,San Antonio Spurs,74.0,21.4,1.3,0.483,2193.0,11.4,0.513,1.4,-3.4,-0.8,0.2683,82.0,0,0.9024,2024
147,Mike Conley,Minnesota Timberwolves,76.0,20.2,1.4,0.595,2193.0,15.8,0.627,8.2,3.4,3.0,0.6829,82.0,0,0.9268,2024
148,Malik Beasley,Milwaukee Bucks,79.0,16.4,0.8,0.598,2337.0,10.3,0.603,3.5,-1.8,0.1,0.5976,82.0,0,0.9634,2024
157,Herbert Jones,New Orleans Pelicans,76.0,17.2,2.2,0.595,2321.0,13.2,0.636,6.3,0.6,1.6,0.5976,82.0,0,0.9268,2024
159,Luguentz Dort,Oklahoma City Thunder,79.0,15.9,1.5,0.557,2246.0,11.1,0.593,4.6,-1.6,0.2,0.6951,82.0,0,0.9634,2024
160,Jusuf Nurkić,Phoenix Suns,76.0,25.9,2.2,0.528,2078.0,17.4,0.559,5.8,1.1,1.6,0.5976,82.0,0,0.9268,2024
167,Spencer Dinwiddie,Los Angeles Lakers,76.0,17.9,1.0,0.489,2152.0,11.7,0.543,3.6,-1.9,0.1,0.5732,82.0,0,0.9268,2024
168,Jaden McDaniels,Minnesota Timberwolves,72.0,15.0,1.5,0.557,2105.0,9.4,0.571,3.4,-2.6,-0.3,0.6829,82.0,0,0.878,2024
171,Grant Williams,Charlotte Hornets,76.0,16.8,1.1,0.56,2130.0,10.6,0.588,2.6,-2.6,-0.3,0.2561,82.0,0,0.9268,2024
177,Kentavious Caldwell-Pope,Denver Nuggets,76.0,14.9,1.9,0.566,2402.0,10.7,0.602,4.8,-1.4,0.4,0.6951,82.0,0,0.9268,2024
178,Alex Caruso,Chicago Bulls,71.0,17.4,2.7,0.593,2040.0,14.5,0.613,4.9,2.5,2.3,0.4756,82.0,0,0.8659,2024
180,Tre Jones,San Antonio Spurs,77.0,20.0,1.1,0.558,2138.0,14.7,0.591,4.9,-0.4,0.9,0.2683,82.0,0,0.939,2024
193,Josh Hart,New York Knicks,81.0,21.8,1.2,0.493,2707.0,11.8,0.522,5.7,0.0,1.4,0.6098,82.0,0,0.9878,2024
203,Taurean Prince,Los Angeles Lakers,78.0,13.3,1.1,0.566,2108.0,8.8,0.579,1.9,-2.8,-0.4,0.5732,82.0,0,0.9512,2024
